t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B01_A_0000
0.96,(1.5391408842399924e-16-1.1881842191088364e-15j),(-2.7452865041666066e-10+3.0516090068482835e-10j),(-2.3445681545155814e-23-1.0745466157932092e-24j),(8.114517387582375e-06-1.3095085892170432e-05j),(-2.185112174787129e-12-3.5089493101515077e-12j),(-7.554119571837537e-17+9.335580644863899e-17j),(-2.551888370883284e-13+1.158372556691593e-12j),(-4.134407332058248e-10-1.8126744221149e-10j),(2.1618931685718402e-17+4.6804466253904856e-17j),(1.9650461082912375e-07+4.156704465767307e-07j),(1.0554895262267779e-16-1.1989245426158732e-15j)
0.97,(-5.821936878413711e-16-2.979098660017104e-16j),(-6.504931999026813e-10+3.0259183695364095e-10j),(3.193009461223109e-26+2.3340423917401353e-23j),(6.156551980485884e-06-1.5838301278252007e-05j),(-6.408674756418063e-12-5.948221769419158e-12j),(-5.546254548714931e-17+4.1402302031945174e-17j),(-9.53133039806007e-13+1.012772759016815e-12j),(-3.9635372467291746e-10-1.8022010260290981e-10j),(-2.5937771366264585e-17+9.7259893892623e-17j),(2.5292665466522576e-07+5.412079011954415e-07j),(-5.965696091506929e-16-2.752511877547677e-16j)
0.98,(-2.57847019044654e-16+2.76744436464739e-16j),(-1.2391191037420225e-09+7.988063833597296e-11j),(2.5359054992411055e-23-5.509736693898433e-25j),(3.4855383055175992e-06-1.836105479189621e-05j),(-1.574997587539563e-11-8.519327051162645e-12j),(-3.667885268666709e-17+1.3632810018370165e-17j),(-1.5726326714443874e-12+4.563032752216512e-13j),(-3.790409367442315e-10-1.7748354385239884e-10j),(-1.569468136002147e-16+1.17515831589571e-16j),(3.27383120495431e-07+6.969463546117715e-07j),(-2.4763945595863656e-16+2.8827214919612713e-16j)
0.99,(1.3313571376105708e-16+1.931181426493819e-16j),(-2.044315940447079e-09-5.79495073399939e-10j),(2.566624346014148e-25-2.991400483098016e-23j),(1.1051126587265287e-07-2.0490483765493127e-05j),(-3.438251596591715e-11-8.987529155598993e-12j),(-2.1743120701459066e-17+6.499445990351998e-19j),(-1.877133293082763e-12-4.698354853919496e-13j),(-3.619708165531463e-10-1.730323640664401e-10j),(-3.8078717876017057e-16-2.060287798861506e-18j),(4.256215276865527e-07+8.874825290742979e-07j),(1.414340774684424e-16+1.8855149059727862e-16j)
1.0,(1.4291977403094076e-16-6.66515740884821e-17j),(-2.9881028234184217e-09-1.991025056697962e-09j),(-3.773716348407383e-23-4.4058379809565105e-24j),(-3.917319475869004e-06-2.2047826090229108e-05j),(-6.838920408826781e-11-1.8204795490869676e-12j),(-1.1249378606253606e-17-3.989217448522233e-18j),(-1.65239903175737e-12-1.5911145353014035e-12j),(-3.4538926214154315e-10-1.6715863161733858e-10j),(-5.932178052933256e-16-4.4148858595246993e-16j),(5.549071950308369e-07+1.117155210170718e-06j),(1.408700563457818e-16-7.262647127930784e-17j)
1.01,(-3.498199330790902e-17-1.1060812144633486e-16j),(-3.852101791935965e-09-4.58108105935106e-09j),(-1.6902981109123605e-23+4.8889846169136006e-23j),(-8.50129365415239e-06-2.2858909006749182e-05j),(-1.2551348674827965e-10+2.4434997095780118e-11j),(-4.710333912180173e-18-4.483820852871508e-18j),(-7.799211378213514e-13-2.612775019466013e-12j),(-3.2944187894374883e-10-1.5998122225730148e-10j),(-4.3676615815241355e-16-1.3778515000794338e-15j),(7.242062552034962e-07+1.3894925019563546e-06j),(-3.950485125324123e-17-1.097188134687248e-16j)
1.02,(-9.21425964304282e-17+1.8538414533186944e-17j),(-4.20278163190084e-09-8.890273822499849e-09j),(5.879152246657898e-23+4.881545269780012e-23j),(-1.3499131449182557e-05-2.2766198547406223e-05j),(-2.137640932070637e-10+9.082674821538693e-11j),(-1.1759892043738824e-18-3.3471233853191916e-18j),(6.977451618332356e-13-3.172432877365613e-12j),(-3.141919125651085e-10-1.5169384979064227e-10j),(8.619708452089724e-16-2.7387338896453758e-15j),(9.442279679180522e-07+1.7066975889640601e-06j),(-9.184919678718163e-17+2.2231649799542138e-17j)
1.03,(8.13755188031114e-18+8.375206438086898e-17j),(-3.3010875495819502e-09-1.5566720109531614e-08j),(1.1974649868823774e-22-4.512400883143738e-23j),(-1.8726006014533845e-05-2.1640968865678227e-05j),(-3.380795365555677e-10+2.325753528779296e-10j),(3.6118716094955373e-19-1.9228016505183577e-18j),(2.54099566606038e-12-2.927191297552369e-12j),(-2.996256888042575e-10-1.4260171581346737e-10j),(4.560214457734107e-15-3.653434339513542e-15j),(1.2273763514633969e-06+2.069004921419573e-06j),(1.1427099687374277e-17+8.385175955322483e-17j)
1.04,(8.32064610105398e-17+1.2826696526331143e-18j),(2.0646379602427974e-12-2.5349993227464944e-08j),(6.626674579141812e-23-2.4593527608095113e-22j),(-2.3960947817970517e-05-1.9394782544612922e-05j),(-4.941632587663447e-10+5.040069674539344e-10j),(7.54045422222169e-19-8.007334423418038e-19j),(4.324252598415005e-12-1.6583335538722676e-12j),(-2.8567579745132325e-10-1.330759878461281e-10j),(1.2104489862298163e-14-1.4710763038668945e-15j),(1.587531548784248e-06+2.4739570731086836e-06j),(8.369300903176721e-17-1.910525116616976e-18j)
1.05,(1.3906827907966534e-17-8.94717938577279e-17j),(7.382349016756373e-09-3.904964898280201e-08j),(-3.6218357527789226e-22-4.614487480100727e-22j),(-2.8956411629487723e-05-1.5989351270100995e-05j),(-6.587028944896249e-10+9.827762855331325e-10j),(6.195494032444126e-19-1.3069186300983792e-19j),(5.501690859537991e-12+6.319044464883488e-13j),(-2.7224039199583866e-10-1.2350785466213082e-10j),(2.398304936152914e-14+9.714951406059599e-15j),(2.0396258342574237e-06+2.91566078039786e-06j),(1.057300962679938e-17-9.050061996970543e-17j)
1.06,(-1.0169600685674351e-16-3.5272410616488624e-17j),(2.116808690915377e-08-5.7525988668343325e-08j),(-1.4444620950955447e-21+5.307151110545097e-23j),(-3.3450532178973435e-05-1.1443881769017256e-05j),(-7.75572758704883e-10+1.7717830382794219e-09j),(3.3917148961602976e-19+1.552866935051097e-19j),(5.5213735736845675e-12+3.659609425571651e-12j),(-2.591991096869592e-10-1.1426717615295478e-10j),(3.6942184039407025e-14+4.090112423609431e-14j),(2.598989175632722e-06+3.384084626949815e-06j),(-1.0363072296320494e-16-3.163627878008942e-17j)
1.07,(-7.431388402939043e-17+1.1685674579675657e-16j),(4.4472595296346604e-08-8.168480026145817e-08j),(-2.019333821092433e-21+2.987237862340178e-21j),(-3.718133463366455e-05-5.8391706242061645e-06j),(-7.383207257057108e-10+2.99678770875009e-09j),(1.0328877663097389e-19+1.988042830254792e-19j),(3.9672960692848945e-12+6.857756461791107e-12j),(-2.4642623924310766e-10-1.0566934644262071e-10j),(3.844625823023208e-14+1.0985530925865884e-13j),(3.2804570638419634e-06+3.864473006403378e-06j),(-7.039850388872741e-17+1.2037582230700142e-16j)
1.08,(1.2426758579920205e-16+1.4465847417490913e-16j),(8.132834406495998e-08-1.1250174652903032e-07j),(2.8101889618332757e-21+8.42896298483662e-21j),(-3.990196490357357e-05+6.820531448562775e-07j),(-3.7020864826210024e-10+4.79764423471675e-09j),(-2.813610848423126e-20+1.3367479941920072e-19j),(6.98238454486071e-13+9.445356448732223e-12j),(-2.3380166889941645e-10-9.795244781704697e-11j),(-3.075601182812205e-15+2.4153507218923935e-13j),(4.0972560145230145e-06+4.336957148779953e-06j),(1.3047388453036107e-16+1.4099813292580026e-16j)
1.09,(2.612943246249695e-16-9.437088497800765e-17j),(1.3681601311682646e-07-1.510952405560679e-07j),(1.9971935297622207e-20+7.731852825777352e-21j),(-4.139588477664253e-05+7.918750158538712e-06j),(5.958408625373219e-10+7.311440866950538e-09j),(-6.71583565471862e-20+5.108539822014293e-20j),(-4.051246021162988e-12+1.0562069760660776e-11j),(-2.2121993808438345e-10-9.126529435947202e-11j),(-1.5393190625042916e-13+4.652974510382261e-13j),(5.059707568834887e-06+4.7764422593193295e-06j),(2.5965084143315253e-16-1.0467813999169303e-16j)
1.1,(3.755375034912971e-17-4.2145338061791574e-16j),(2.1717752301032486e-07-1.988683143008711e-07j),(4.488502973609401e-20-2.2646916557305873e-20j),(-4.149095098012585e-05+1.5619057125493545e-05j),(2.534073727422249e-09+1.0646745192719008e-08j),(-5.2595709067567727e-20-4.852803606965211e-21j),(-9.637337508550822e-12+9.446408429642119e-12j),(-2.0859748890535495e-10-8.566570589319515e-11j),(-5.387213218044952e-13+8.059236707889323e-13j),(6.173816915516489e-06+5.152839250729407e-06j),(2.23957835773081e-17-4.2596655630291617e-16j)
1.11,(-5.507157289101594e-16-3.7511596376386626e-16j),(3.2989632597151494e-07-2.577392690964166e-07j),(3.522559846200501e-20-1.0916128927211896e-19j),(-4.007136749772642e-05+2.349123238501341e-05j),(5.935616948996472e-09+1.4849529533415754e-08j),(-2.1756270557211132e-20-2.558364286766556e-20j),(-1.5057676179092606e-11+5.622966630536856e-12j),(-1.9587804192169897e-10-8.112741449994785e-11j),(-1.3736574253036673e-12+1.2643597947861885e-12j),(7.439834288010829e-06+5.431690399409604e-06j),(-5.686877571648196e-16-3.5803712561171585e-16j)
1.12,(-9.931669455248555e-16+4.086825722070967e-16j),(4.837209530184414e-07-3.3047688007625657e-07j),(-1.0685345421152134e-19-2.3044554114673885e-19j),(-3.708665806068178e-05+3.1217387984988114e-05j),(1.1407230912906512e-08+1.9863012335056423e-08j),(2.2399731653944457e-21-2.1665698253817654e-20j),(-1.90852087990946e-11-9.410005977790714e-13j),(-1.8303594449497964e-10-7.755342798368876e-11j),(-3.011479095702124e-12+1.7830405457925466e-12j),(8.850893166837814e-06+5.575211992472542e-06j),(-9.866391200333871e-16+4.479436399672914e-16j)
1.1300000000000001,(-4.573214210478564e-16+1.6955505622101441e-15j),(6.885998632938282e-07-4.211478038004048e-07j),(-4.950505570189671e-19-2.2941616461806456e-19j),(-3.255703267371201e-05+3.8469130803088013e-05j),(1.9656057427331552e-08+2.5485281671633497e-08j),(1.1732128837863035e-20-8.485866299794779e-21j),(-2.0465629983905313e-11-9.7453619791047e-12j),(-1.7007736632382662e-10-7.479344611346805e-11j),(-5.999590794417458e-12+2.1899705991076564e-12j),(1.0391836866130855e-05+5.543746144732089e-06j),(-4.004654551456968e-16+1.7267583284018406e-15j)
1.1400000000000001,(1.596338332394657e-15+2.4105023024795113e-15j),(9.55488497350252e-07-5.356711463092238e-07j),(-1.107293427303019e-18+2.558715417159858e-19j),(-2.657479385898455e-05+4.492410924336233e-05j),(3.145883396971128e-08+3.13298150857594e-08j),(9.615182657985591e-21+2.4378542266522528e-21j),(-1.8144350770499672e-11-1.9756754922259465e-11j),(-1.5703932626470115e-10-7.266299653123051e-11j),(-1.1152961664399085e-11+2.115694366401619e-12j),(1.2038343197051375e-05+5.2975815682593e-06j),(1.6969501549887182e-15+2.375668532717956e-15j)
1.1500000000000001,(4.664429310719982e-15+9.57721553349948e-16j),(1.2959850718751389e-06-6.824580324182937e-07j),(-1.5167181886994194e-18+1.7226742353902384e-18j),(-1.9301717443390813e-05+5.02824222382546e-05j),(4.7616068078590856e-08+3.679456441087724e-08j),(2.8591737597440856e-21+6.440387767351269e-21j),(-1.1481692247049224e-11-2.950404777387312e-11j),(-1.439866920717843e-10-7.096225440684398e-11j),(-1.9643371385344176e-11+8.782272239982428e-13j),(1.3756445672841039e-05+4.799072413902112e-06j),(4.743246957572054e-15+8.015252790151212e-16j)
1.16,(6.7753571404628044e-15-3.87683448196439e-15j),(1.7217525374731974e-06-8.7309266271709e-07j),(-6.136501121776509e-19+4.453270445779118e-18j),(-1.0962635634461445e-05+5.428190379617229e-05j),(6.889387311639566e-08+4.1044996260095006e-08j),(-2.5621652691853803e-21+4.541244889548156e-21j),(-4.1656609071969136e-13-3.7256815043103515e-11j),(-1.3100888431148225e-10-6.94932448916746e-11j),(-3.310719594185697e-11-2.6666610324570183e-12j),(1.550251263523605e-05+4.015006207963199e-06j),(6.70683022781376e-15-4.154823279495284e-15j)
1.17,(4.7748159399968916e-15-1.1752801426708045e-14j),(2.2436992318259504e-06-1.1229659389878416e-06j),(3.4332036841268423e-18+7.822311818918132e-18j),(-1.8358925478489386e-06+5.671187710951403e-05j),(9.595841442409439e-08+4.30165387167795e-08j),(-4.017125445316141e-21+4.190073742350062e-22j),(1.445109050144733e-11-4.1257599898571235e-11j),(-1.1824592144223164e-10-6.810037531113897e-11j),(-5.378535408281576e-11-1.0304870420464795e-11j),(1.7223795087777722e-05+2.920460766016736e-06j),(4.412624970917666e-15-1.2043977174841147e-14j)
1.18,(-4.570102530140107e-15-1.9852942556701592e-14j),(2.870888102642698e-06-1.4518168586482442e-06j),(1.2650905105511838e-17+9.396368810576216e-18j),(7.759768925322673e-06+5.742376363683956e-05j),(1.2930846210440297e-07+4.1436164484663816e-08j),(-2.1315094962588896e-21-2.501363534249439e-21j),(3.1872719933557585e-11-3.997291760664018e-11j),(-1.0583900918586499e-10-6.668931922598524e-11j),(-8.469197782660565e-11-2.4667241944819914e-11j),(1.88610093020619e-05+1.5007341134632572e-06j),(-5.313619353023869e-15-1.9911141703428383e-14j)
1.19,(-2.289602522294637e-14-2.2716901243808923e-14j),(3.6091903544440583e-06-1.8840599564139023e-06j),(2.7918876106418445e-17+4.2324948631349854e-18j),(1.7479848802690823e-05+5.6337846921929336e-05j),(1.6921396790253926e-07+3.48645435439453e-08j),(7.574720394763348e-22-2.711983840612547e-21j),(5.0059644876817266e-11-3.2321735026740867e-11j),(-9.39066367588715e-11-6.517936596437112e-11j),(-1.2982622954424252e-10-4.944747493502441e-11j),(2.034999749712485e-05-2.474612781353573e-07j),(-2.3947525268479133e-14-2.2180255298068677e-14j)
1.2,(-4.851860266986921e-14-1.310162872440976e-14j),(4.459727533313152e-06-2.448779850241065e-06j),(4.684344334270913e-17-1.5002581532144168e-17j),(2.6969529406989813e-05+5.344691159063623e-05j),(2.1566669728896244e-07+2.1756227207618498e-08j),(2.415883899363064e-21-7.958750016346931e-22j),(6.686762427434944e-11-1.784618584020549e-11j),(-8.254974371924847e-11-6.350654242440208e-11j),(-1.9444406267199701e-10-8.960922718804917e-11j),(2.1624001191828982e-05-2.3143417443002014e-06j),(-4.95485505916299e-14-1.1576910444099465e-14j)
1.21,(-7.525375574589045e-14+1.6210631868181912e-14j),(5.417176480451135e-06-3.1793052197076924e-06j),(6.132089625464541e-17-5.64671248732344e-17j),(3.587935584267799e-05+4.8816301078287296e-05j),(2.6834785736313695e-07+5.323184080806579e-10j),(1.9182758031183848e-21+1.4793591516190535e-21j),(8.002805028954191e-11+3.197375239567719e-12j),(-7.185021276451171e-11-6.1628177205027e-11j),(-2.8539723776217367e-10-1.5155378193274128e-10j),(2.261650320118935e-05-4.676172862147675e-06j),(-7.562206822454276e-14+1.9006932987035064e-14j)
1.22,(-9.224153534412442e-14+7.005758048170128e-14j),(6.468053703394501e-06-4.1122777353670285e-06j),(5.56897823611987e-17-1.2579920448943166e-16j),(4.388025832957208e-05+4.258057182523194e-05j),(3.266159936346609e-07-3.03403472418182e-08j),(-1.1979430274723418e-22+2.4262715889315478e-21j),(8.739168782571338e-11+2.983575050127212e-11j),(-6.18701171036538e-11-5.952367883810504e-11j),(-4.1155018758732933e-10-2.4320991707562473e-10j),(2.326427997419899e-05-7.295072721545981e-06j),(-9.101107786641363e-14+7.412424573098279e-14j)
1.23,(-8.494115299246498e-14+1.4857720625260747e-13j),(7.58912554753854e-06-5.286169689135247e-06j),(6.596554504539061e-18-2.2122309041045533e-16j),(5.067720224475778e-05+3.493708916557848e-05j),(3.895160837462476e-07-7.227028465397537e-08j),(-2.144989254564323e-21+1.3950931716022666e-21j),(8.715193033870822e-11+6.045937745791729e-11j),(-5.2651740234335e-11-5.71927358978164e-11j),(-5.842777966652521e-10-3.740006725233547e-10j),(2.3510490615743615e-05-1.0119541977304379e-05j),(-8.097165417097966e-14+1.5345303272729293e-13j)
1.24,(-3.71398666069619e-14+2.4549819525152156e-13j),(8.746110504034936e-06-6.739250648617792e-06j),(-1.1444408128797325e-16-3.280164913268455e-16j),(5.602088484494189e-05+2.613704509266184e-05j),(4.5580854679083964e-07-1.2646917600189097e-07j),(-2.6560873835695267e-21-9.517117829615916e-22j),(7.802095276801784e-11+9.296921615432947e-11j),(-4.4218332559272383e-11-5.465196323807958e-11j),(-8.18036975327807e-10-5.54637432720519e-10j),(2.3307622858955397e-05-1.308571666875715e-05j),(-2.925721584853752e-14+2.5012219891321236e-13j)
1.25,(6.643854820700661e-14+3.474447686331064e-13j),(9.892844500233588e-06-8.50705768153134e-06j),(-3.3535539684216177e-16-4.137980810812049e-16j),(5.971704932302046e-05+1.647446875312825e-05j),(5.240150198732066e-07-1.9389185107658236e-07j),(-1.0661756641167936e-21-3.0633464822554014e-21j),(5.93417877110882e-11+1.249661597128086e-10j),(-3.657551532426096e-11-5.1930810774796244e-11j),(-1.130991124598942e-09-7.96691684536884e-10j),(2.2620123681700857e-05-1.6119292589845916e-05j),(7.921842249111296e-14+3.5008086609342985e-13j)
1.26,(2.374619473622491e-13+4.3439887662097573e-13j),(1.0971066483342347e-05-1.0619479729956973e-05j),(-6.750541681495915e-16-4.262903971329165e-16j),(6.163314405372602e-05+6.2738475767472675e-06j),(5.924764371219271e-07-2.7519231313175147e-07j),(1.936355471594157e-21-3.350245379762453e-21j),(3.1130082697205635e-11+1.539565501588173e-10j),(-2.9713200182518235e-11-4.9067343785533506e-11j),(-1.5456503164475892e-09-1.111900249224227e-09j),(2.142656208234166e-05-1.913802742772719e-05j),(2.5568562047763733e-13+4.3264128395883853e-13j)
1.27,(4.817651249912503e-13+4.811969140208592e-13j),(1.1910949735695686e-05-1.3097617973082063e-05j),(-1.1334990007053611e-15-2.94934685943812e-16j),(6.170220649990114e-05-4.123015641704577e-06j),(6.59418274337568e-07-3.7069790090506467e-07j),(4.648547168083968e-21-1.0552316594246933e-21j),(-5.950812130456767e-12+1.7754908190810475e-10j),(-2.3607868142611893e-11-4.6104313647757735e-11j),(-2.089473144388939e-09-1.5111714894629295e-09j),(1.9721201558042493e-05-2.205469216926607e-05j),(5.053045937982609e-13+4.720573673123338e-13j)
1.28,(7.979418862418386e-13+4.597380027740779e-13j),(1.263245632268056e-05-1.5950624142061596e-05j),(-1.6821039654728369e-15+6.297955292354268e-17j),(5.9923988729405656e-05-1.4370310386809218e-05j),(7.230177799637443e-07-4.804018999663059e-07j),(5.103569305483585e-21+3.218808901519682e-21j),(-5.06701100518412e-11+1.9362323401703074e-10j),(-1.8225045575166847e-11-4.3085775465025864e-11j),(-2.7953611941538825e-09-2.0032779251196565e-09j),(1.7514897117761052e-05-2.4780318663439244e-05j),(8.257979263044493e-13+4.398020775088433e-13j)
1.29,(1.176923809458889e-12+3.414830282778253e-13j),(1.3047532245033255e-05-1.9172742549813343e-05j),(-2.2565828442082408e-15+7.319715852479569e-16j),(5.636345905750707e-05-2.413114338228712e-05j),(7.814685003568555e-07-6.03973361084751e-07j),(2.0138888550925285e-21+7.545818231189753e-21j),(-1.0134916102384435e-10+2.004560176040133e-10j),(-1.352182483288769e-11-4.0054378738178144e-11j),(-3.701966600466766e-09-2.593243816959195e-09j),(1.4835272880177126e-05-2.7227576902748502e-05j),(1.2070910123893232e-12+3.071129601604919e-13j)
1.3,(1.6025155069132223e-12+9.982961306081318e-14j),(1.306309520527464e-05-2.2740785789313998e-05j),(-2.7539774041125432e-15+1.7850636931773542e-15j),(5.114690888782164e-05-3.308960347855532e-05j),(8.330382731600673e-07-7.407816884649885e-07j),(-4.453641301642463e-21+9.276035191353103e-21j),(-1.5600256227268166e-10+1.9680090499912436e-10j),(-9.449298605137366e-12-3.704935949412094e-11j),(-4.853729556027543e-09-3.280462518468906e-09j),(1.1726178110029798e-05-2.931411364912142e-05j),(1.631919071823687e-12+4.738633265618876e-14j)
1.31,(2.0526995492907634e-12-2.879662247693319e-13j),(1.2584702106861435e-05-2.6612257683724428e-05j),(-3.0348900577747014e-15+3.26944421742673e-15j),(4.445596462835893e-05-4.09615698496385e-05j),(8.761179382438884e-07-8.89932790227712e-07j),(-1.2354340747654237e-20+6.016895903835623e-21j),(-2.1248389911711945e-10+1.8191922147658612e-10j),(-5.954805597608325e-12-3.410519454407509e-11j),(-6.30056748110251e-09-4.056604806328269e-09j),(8.246458903421352e-06-3.096569262523769e-05j),(2.0772028888714656e-12-3.619087512479837e-13j)
1.32,(2.501433330189749e-12-8.395223799317782e-13j),(1.1520726020900042e-05-3.072430156836326e-05j),(-2.930985084978928e-15+5.193278557514062e-15j),(3.651985271593607e-05-4.7503952006614006e-05j),(9.092591433532721e-07-1.0503132347874155e-06j),(-1.8234600243187825e-20-3.3029811729929297e-21j),(-2.686219433573857e-10+1.5556930100539522e-10j),(-2.9839160803205907e-12-3.125083651717434e-11j),(-8.097151185140819e-09-4.903402544243e-09j),(4.468117170261063e-06-3.211899402156835e-05j),(2.5159065676882727e-12-9.379930460853898e-13j)
1.33,(2.9206366219362935e-12-1.5667821029121745e-12j),(9.78682792524183e-06-3.4993600860413645e-05j),(-2.256885812740921e-15+7.515626008448774e-15j),(2.7606293701108616e-05-5.25221345227528e-05j),(9.312006736462496e-07-1.2206388773827707e-06j),(-1.796260925701994e-20-1.760593894644148e-20j),(-3.2233693132931127e-10+1.1796199949464938e-10j),(-4.821157366065302e-13-2.8509426923996e-11j),(-1.0301724649490486e-08-5.790408517455556e-09j),(4.739563113584411e-07-3.27239554463024e-05j),(2.91907012669058e-12-1.6922745485497125e-12j)
1.34,(3.2820993260020363e-12-2.4761347660651393e-12j),(7.310480984199043e-06-3.9317297163719104e-05j),(-8.248907216780444e-16+1.0140817865270977e-14j),(1.801141218677601e-05-5.5875479334788485e-05j),(9.408836226524695e-07-1.399504728353227e-06j),(-7.939566791152928e-21-3.332864521947743e-20j),(-3.717306474875873e-10+6.969272587692349e-11j),(1.6038274008518593e-12-2.5898378593632067e-11j),(-1.2974451512152594e-08-6.672840326865179e-09j),(-3.645166968368537e-06-3.274556536268184e-05j),(3.2577437715272356e-12-2.6305233933719754e-12j)
1.35,(3.5591044436063024e-12-3.569077190661436e-12j),(4.035185962904968e-06-4.3574922752634475e-05j),(1.5394023919472606e-15+1.2917673870630021e-14j),(8.049115893509017e-06-5.748018230032296e-05j),(9.374535382964469e-07-1.5854361757272393e-06j),(1.3581740910022486e-20-4.470894383394074e-20j),(-4.1514866565100506e-10+1.166093445164699e-11j),(3.324520953277419e-12-2.3428207300050716e-11j),(-1.6174967942444827e-08-7.48974631800261e-09j),(-7.793689881262256e-06-3.216457727754757e-05j),(3.5046183923344595e-12-3.7535880197199495e-12j)
1.36,(3.727639603468914e-12-4.8432474641655586e-12j),(-7.577387865546171e-08-4.763120898231748e-05j),(4.982224169189969e-15+1.5643427095911992e-14j),(-1.959400040977357e-06-5.731096535506488e-05j),(9.202520777452558e-07-1.7769404478462032e-06j),(4.536509946239983e-20-4.469056278555396e-20j),(-4.512160243070951e-10-5.502001184697563e-11j),(4.725588114650167e-12-2.1101480762459647e-11j),(-1.9959187221129813e-08-8.163042100884789e-09j),(-1.1874235962712872e-05-3.0976995234033365e-05j),(3.6352272590733733e-12-5.0584779864679885e-12j)
1.37,(3.767140080056153e-12-6.293655398491649e-12j),(-5.035695486796502e-06-5.1339749353275656e-05j),(9.609371339104404e-15+1.8072238688301145e-14j),(-1.1697083835709601e-05-5.540295864324255e-05j),(8.888140943414228e-07-1.972536984274705e-06j),(8.249929422926503e-20-2.6311122932141818e-20j),(-4.788399671740787e-10-1.2910983057208114e-10j),(5.848452674250094e-12-1.8919862443980963e-11j),(-2.437746778209471e-08-8.596229862753273e-09j),(-1.5789045961652477e-05-2.919590486992593e-05j),(3.6286702833083453e-12-6.539635542717245e-12j)
1.3800000000000001,(3.660778464635631e-12-7.913958005353859e-12j),(-1.0832248977770317e-05-5.454735611777992e-05j),(1.547741164465634e-14+1.9925071039446514e-14j),(-2.086166258545214e-05-5.184719960049406e-05j),(8.428445692233558e-07-2.1707934883097326e-06j),(1.1630394674241256e-19+1.5645163225923462e-20j),(-4.971957711890367e-10-2.0930851922442132e-10j),(6.730748468000065e-12-1.6882201709674393e-11j),(-2.9470933973700403e-08-8.673802596103343e-09j),(-1.944383144056054e-05-2.685060609787686e-05j),(3.467873903799988e-12-8.19024019217103e-12j)
1.3900000000000001,(3.3953496588397705e-12-9.69766044321181e-12j),(-1.74260054951983e-05-5.709880701616417e-05j),(2.2588265059182256e-14+2.0900673375920658e-14j),(-2.917507492326253e-05-4.678634688462574e-05j),(7.821969051335186e-07-2.3703523892128807e-06j),(1.3488884668403446e-19+8.297143498590262e-20j),(-5.056982140388265e-10-2.943154391917425e-10j),(7.406153775641624e-12-1.498496343090608e-11j),(-3.526804373856064e-08-8.26120493128433e-09j),(-2.275048527975064e-05-2.398558234655657e-05j),(3.139441945830569e-12-1.000342711823202e-11j)
1.4000000000000001,(2.9608269008903907e-12-1.1639164221354167e-11j),(-2.474993729897772e-05-5.884180476585596e-05j),(3.0886946935617744e-14+2.068609811521268e-14j),(-3.6391917382225175e-05-4.040901214142166e-05j),(7.068496230417353e-07-2.5699502524482498e-06j),(1.2432962552060685e-19+1.7256830862401718e-19j),(-5.039626912068975e-10-3.828741716546236e-10j),(7.90440300831543e-12-1.3222804162280167e-11j),(-4.178111974708275e-08-7.205267872167328e-09j),(-2.562946847935706e-05-2.065910245630738e-05j),(2.6331757105263093e-12-1.1973341779717971e-11j)
1.41,(2.349671505823578e-12-1.3734622578058642e-11j),(-3.270990559940395e-05-5.963192985115951e-05j),(4.0261688068427034e-14+1.8965696956685224e-14j),(-4.230670867361799e-05-3.294280949173585e-05j),(6.16882526966664e-07-2.768430771721929e-06j),(7.035273676455537e-20+2.7536152359265136e-19j),(-4.917605368873553e-10-4.73802660972175e-10j),(8.251423963576403e-12-1.1589100551354135e-11j),(-4.900288230360618e-08-5.3350684300732395e-09j),(-2.801187265578997e-05-1.6941484842023923e-05j),(1.9413480699979376e-12-1.4095992034334606e-11j)
1.42,(1.5559743219899503e-12-1.598259474424616e-11j),(-4.118608794622611e-05-5.933737933723457e-05j),(5.0545367461354955e-14+1.5427977084947895e-14j),(-4.675979934891586e-05-2.464633401938589e-05j),(5.124534618982403e-07-2.964751941627195e-06j),(-3.961344587154972e-20+3.757250387678355e-19j),(-4.689723499194736e-10-5.66009330904056e-10j),(8.469560147821824e-12-1.0076416439738324e-11j),(-5.69030217684825e-08-2.463133176434468e-09j),(-2.9841125210107152e-05-1.2913095734965153e-05j),(1.0578108512747156e-12-1.636989136738597e-11j)
1.43,(5.744946941374528e-13-1.83845141508615e-11j),(-5.003525305518655e-05-5.7843309212572866e-05j),(6.151708099579867e-14+9.770138177856644e-15j),(-4.9641782103690006e-05-1.5800300207981126e-05j),(3.9377654093988784e-07-3.1579881422625494e-06j),(-2.1416768127465391e-19+4.514651242895689e-19j),(-4.355423208212146e-10-6.58496471032955e-10j),(8.577846402410783e-12-8.67690410148112e-12j),(-6.5424805154952e-08+1.613109159457133e-09j),(-3.1074318192285984e-05-8.662151428975668e-06j),(-2.299819487909837e-14-1.8796510238261728e-11j)
