t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B01_A_0005,B01_A_0006,B01_A_0007,B01_A_0008,B01_A_0009,B02_A_0000,B02_A_0001
0.64,(0.012513692502320274-0.017717910171713976j),(-0.1259590703604312-0.0008799906168143745j),(-1.381331257454501e-06+1.886565760775716e-07j),(-0.015694877721116805+0.021353272218553297j),(0.015759803094617646-0.04330795060976464j),(0.0005513879864063625-0.0008951473777352421j),(-1.8632103604505543e-05-0.0002972429950057813j),(0.016275350989057122-0.019117277492174928j),(-0.12869257989007538-0.017794884399215893j),(-0.0033837860316257872+0.005648417789122885j),(0.00046150676404682633+0.00020049985508685894j),(0.0007751514059192914-0.0028640751201719316j),(-0.03380526193539917+0.008948958945580109j),(-0.0003603549797651107+0.00023355454565806728j),(0.019015692030628244+0.04733672129613184j),(-0.0031271507015247623-0.060725662274726255j),(1.600424449414446e-08-4.418196994055645e-09j),(0.013409630352967113-0.01752112651232661j),(-0.11670534197363001-0.01724239907700351j)
0.65,(0.010830730962209732-0.018777470824935128j),(-0.12060416687670135+0.005190856683183724j),(-1.1919359707691256e-06+8.559712603845194e-08j),(-0.014964887023895807+0.021685632394938627j),(0.013369556631836458-0.04296570527481901j),(0.0004609125924156942-0.0009021025623306132j),(-6.391957686630533e-06-0.00028569123995353987j),(0.014434086621571262-0.020581812023009398j),(-0.12399211515014366-0.010929220272132415j),(-0.0027870847108918823+0.006052181407821751j),(0.00047591264876530325+0.0001469298286437895j),(0.000920719271537396-0.0028622575552354553j),(-0.03460784089524485+0.009922373491395652j),(-0.00038723705801487217+0.0002075161324445796j),(0.022020705235710855+0.04801526945832425j),(-0.007693727834579589-0.06078038898198625j),(1.5507577989239883e-08-5.690375470370973e-10j),(0.011766991806495578-0.01867882273307662j),(-0.11226401026014371-0.011092242611398233j)
0.66,(0.009009306664533267-0.01970043649498951j),(-0.11492784411916343+0.010751038775296377j),(-1.0156482467167281e-06+2.7170886473238984e-09j),(-0.014222001083974702+0.021935229976685556j),(0.011020965514313216-0.04242036298838579j),(0.0003708740691377085-0.0008991973332707305j),(5.8816917010650845e-06-0.00027338533738554356j),(0.012403976926459385-0.021901064199740423j),(-0.11890142284733755-0.004529490525712364j),(-0.0021259372321440584+0.006398227554551091j),(0.0004840508052086081+9.070380178760104e-05j),(0.0010753105790280901-0.002845327730026614j),(-0.035389293031079884+0.010875142920118088j),(-0.00041274565884782813+0.00017690756323343514j),(0.02512606211867864+0.0485724516560407j),(-0.012328937503922815-0.0604384104618397j),(1.4175489514326808e-08+2.9254843069492984e-09j),(0.009975100558860465-0.019708493405559423j),(-0.10749719277160114-0.0053771244902038415j)
0.67,(0.0070565368014275905-0.020465895908852293j),(-0.10897467441026937+0.015780374619073233j),(-8.533312700082642e-07-6.131326923549915e-08j),(-0.013471299129442614+0.022099952006603953j),(0.008730792174137216-0.04167515953263383j),(0.00028246612722844245-0.0008865524477051708j),(1.8052875599852615e-05-0.0002603090881606233j),(0.010190961356212952-0.023047507580785775j),(-0.11346182279297766+0.0013778029052895482j),(-0.0014041672705127728+0.006675597044238637j),(0.0004852970447537902+3.2552104507460556e-05j),(0.0012378387944902017-0.0028116136733230524j),(-0.036148058503174915+0.01179988665486674j),(-0.0004361999083685729+0.00014161674796796462j),(0.02832567017975489+0.04900106692450704j),(-0.016998865653089983-0.05968166741830291j),(1.2124657802985605e-08+5.8856167005263515e-09j),(0.008039384672257241-0.020588275522657903j),(-0.10244323322086483-0.0001173632238191365j)
0.68,(0.004982754551623532-0.02105206692769517j),(-0.10279273431024413+0.02026255134503293j),(-7.056958017251402e-07-1.0807878934920844e-07j),(-0.012717890157766126+0.022178359810798125j),(0.006515886684119305-0.040735494556832855j),(0.00019689896355344185-0.0008644585040365715j),(2.9973425691404577e-05-0.00024646000525369325j),(0.007805028130636811-0.02399211507409441j),(-0.1077187374103445+0.006769333697816455j),(-0.0006274509458445045+0.006873008959818695j),(0.0004790931472659648-2.6641804734497926e-05j),(0.0014068984631602252-0.0027594649891094845j),(-0.03688224309398679+0.012689017288817852j),(-0.00045684720693891866+0.00010162023291812591j),(0.031612365312439925+0.04929374088607158j),(-0.021665830710596398-0.05849452686086384j),(9.512262600931626e-09+8.162108170847897e-09j),(0.005968496231537724-0.021295119389058183j),(-0.09714371373635478+0.004669733077491559j)
0.6900000000000001,(0.0028019430651924633-0.02143674504727546j),(-0.09643315227757718+0.02418577935632255j),(-5.732455145560795e-07-1.3939414063859287e-07j),(-0.011966845187236497+0.022169737980674106j),(0.004392916196998836-0.039609036970996395j),(0.0001153699693641197-0.0008333857325054153j),(4.148536161703138e-05-0.00023185172603103243j),(0.005260824675364595-0.024704892439877123j),(-0.10172136175180456+0.011625673591541291j),(0.000196456467004191+0.0069791478195527605j),(0.0004649822781890932-8.584028834608519e-05j),(0.0015807424654058152-0.0026873013233779225j),(-0.03758956199452217+0.013534792005894254j),(-0.0004738708185250243+5.700296392363219e-05j),(0.034977762810291656+0.04944298360335696j),(-0.0262883993459025-0.05686447360578727j),(6.529005333262262e-09+9.646567506508778e-09j),(0.0037747992902109006-0.02180520917599607j),(-0.09164311015570177+0.008970447290586714j)
0.7000000000000001,(0.0005321265571942054-0.02159787023752411j),(-0.08994952422591293+0.02754338781162676j),(-4.562311923230315e-07-1.572610070087204e-07j),(-0.011223126952684091+0.022074135492153677j),(0.0023780654956591426-0.0383057862890841j),(3.9030947143129453e-05-0.0007939880515980866j),(5.242390953730593e-05-0.0002165163225813245j),(0.0025782247090442266-0.02515557071230077j),(-0.09552219207078282+0.01593198525014454j),(0.0010575286481676609+0.00698302155153827j),(0.0004426479038356782-0.00014385805618802333j),(0.0017572655631145362-0.0025936698758425606j),(-0.03826729299161423+0.014329375992915993j),(-0.00048640193010314687+7.978905924709351e-06j),(0.038412117902261546+0.049441277215909116j),(-0.030821522182057196-0.05478285498938583j),(3.3890920212936797e-09+1.0280305852548392e-08j),(0.0014748256286274347-0.022094509487652625j),(-0.08598833443632267+0.012775193254126927j)
0.71,(-0.001804308643961169-0.02151421493370969j),(-0.08339720360084628+0.03033433451124666j),(-3.546173085373353e-07-1.6380976794499838e-07j),(-0.010491518515309155+0.02189239743044154j),(0.00048671499388627283-0.03683808196086006j),(-3.104698067068215e-05-0.00074710036814314j),(6.262114436681052e-05-0.0002005063668976208j),(-0.00021718349932448662-0.025314464672273176j),(-0.08917641499979481+0.019678655554660238j),(0.001943328648695153+0.006874390450842872j),(0.00041195475182960434-0.0001993777513081861j),(0.00193399743674001-0.0024773110048365394j),(-0.038912236499556725+0.015064920627267093j),(-0.0004935368663004545-4.508863222542803e-05j),(0.041904193812336406+0.04928118500574187j),(-0.035216802840429405-0.05224566257601131j),(3.175171020600601e-10+1.0060688771756659e-08j),(-0.0009103293701835107-0.022139443793668872j),(-0.08022816806323392+0.01607899388639016j)
0.72,(-0.004180393689360056-0.02116619043777817j),(-0.07683247821606695+0.03256360441428496j),(-2.6806408730948004e-07-1.612290965346993e-07j),(-0.009776552416304915+0.021626185816430842j),(-0.0012668955825138207-0.03522055362077078j),(-9.390927872426468e-05-0.0006937283424418624j),(7.191021725185985e-05-0.00018389659206453722j),(-0.0030937286224769133-0.025153496808924532j),(-0.08274116416114+0.02286184181281196j),(0.00283894189542174+0.006644262798370944j),(0.0003729898737805375-0.00025097591899675246j),(0.002108107651617931-0.0023372307880946725j),(-0.039520685052376714+0.01573365714955968j),(-0.0004943598972756574-0.00010166808332606771j),(0.04544114258054345+0.048955482244868495j),(-0.039422917757777266-0.049254329643313326j),(-2.46468878264927e-09+9.044128779998898e-09j),(-0.003354702620325516-0.021917705228608336j),(-0.0744125947949202+0.018881875986831248j)
0.73,(-0.006564490522011892-0.020536762015557614j),(-0.07031165198755146+0.03424247249120749j),(-1.9592734162136926e-07-1.5168818041488687e-07j),(-0.009082442134808966+0.02127798811370488j),(-0.00287000777699074-0.03347000658193343j),(-0.00014875296878116357-0.0006350301779975859j),(8.013009376400193e-05-0.0001667849822144761j),(-0.0060134523961299195-0.024647377056116693j),(-0.07627465707505614+0.02548390352033513j),(0.0037270031408855996+0.006285447642711091j),(0.00032610133714727535-0.0002971603233146541j),(0.0022764249659714326-0.0021727787389299266j),(-0.04008840504458519+0.016328005989131388j),(-0.00048797186406322746-0.00016104344879462552j),(0.04900840447068793+0.048457308575446834j),(-0.04338620153812903-0.0458165178871943j),(-4.756303827452331e-09+7.34504499612803e-09j),(-0.005827286275502419-0.021409193319110734j),(-0.06859204585455246+0.021189161008419666j)
0.74,(-0.008920373038475572-0.019612454679168362j),(-0.06389005558346977+0.03538860951008227j),(-1.372771900226389e-07-1.3725726508468223e-07j),(-0.00841301770143773+0.02085111214295787j),(-0.004311677552147335-0.03160523883602978j),(-0.00019495872855483767-0.0005722904196148197j),(8.713068821835779e-05-0.00014929312518179903j),(-0.008932117373945425-0.023774917529933798j),(-0.06983523156707087+0.02755369383655208j),(0.0045878385829669+0.005793149245804048j),(0.0002719315873093787-0.0003364190322266372j),(0.00243547320435521-0.001983728153857435j),(-0.04061063358812623+0.01684070123646393j),(-0.00047352455485734265-0.00022230238209700916j),(0.052589632284037215+0.04778034095154178j),(-0.04705140849568863-0.04194686152938588j),(-6.391696832263227e-09+5.130402783559658e-09j),(-0.008292015027677204-0.020597061713259784j),(-0.0628165755249086+0.023011632930953343j)
0.75,(-0.011207509361547838-0.01838442094347269j),(-0.05762103654344983+0.03602601898348419j),(-9.093500567272366e-08-1.198327570048089e-07j),(-0.0077717175648453945+0.020349590052647904j),(-0.005582973261122303-0.02964678053288834j),(-0.00023211720502193552-0.0005068857399504903j),(9.27788668234051e-05-0.00013156478489069546j),(-0.011799472913479405-0.022520448813221274j),(-0.06348030717639452+0.029086687993809007j),(0.0053997426869412755+0.005165581113426157j),(0.00021144213763234253-0.00036728096036748713j),(0.00258152553658672-0.0017703558216446865j),(-0.04108209331103701+0.017264928960556845j),(-0.00045026039837215803-0.00028433017180122213j),(0.05616664724799803+0.04691898533596657j),(-0.05036265538934425-0.03766763218528955j),(-7.2552771731510624e-09+2.6097842296975187e-09j),(-0.01070795524844445-0.019468852139119284j),(-0.05713498976755191+0.024365567389910376j)
0.76,(-0.013381577747051315-0.01684953020073952j),(-0.05155497099653619+0.036184754022617775j),(-5.552715809940302e-08-1.0107330603803159e-07j),(-0.007161611506981634+0.01977795676228781j),(-0.006677058795193184-0.027616476316960657j),(-0.0002600462580857471-0.00044024440564627493j),(9.696426775645434e-05-0.0001137625354414424j),(-0.01455982236447501-0.020875290552508332j),(-0.05726530292980467+0.030104930522333942j),(0.006139405667395147+0.004404570746786757j),(0.00014592603129533516-0.00038838664893010947j),(0.0027106783982052698-0.0015335171058432154j),(-0.04149702772903602+0.017594477171741153j),(-0.00041755660417797514-0.00034581131239434397j),(0.05971943330035108+0.04586858440939247j),(-0.05326454310397423-0.033009283879222924j),(-7.293311736435845e-09+2.1364787687781262e-11j),(-0.013029731206733342-0.018017678969146397j),(-0.051593954646287035+0.02527261043576564j)
0.77,(-0.015395232424003421-0.015011447461301702j),(-0.045738127505926846+0.03590045497348986j),(-2.9551968734856296e-08-8.235171514929008e-08j),(-0.00658504267946892+0.019141684800059518j),(-0.0075901298988902376-0.02553716837059036j),(-0.0002788093576892533-0.00037380507177327824j),(9.960020207016105e-05-9.607085955495797e-05j),(-0.017152926981127324-0.018839215019576725j),(-0.05124254782598323+0.030636789404068776j),(0.00678250188465279+0.0035161197717349176j),(7.700454330159365e-05-0.00039856700904511216j),(0.002818945450991037-0.0012747117861129302j),(-0.041849259448082786+0.017823894264410542j),(-0.0003749723913879905-0.0004052402852174762j),(0.06322617648623671+0.04462563753432571j),(-0.05570344626574702-0.02801083495022978j),(-6.522011547039902e-09-2.385558090515077e-09j),(-0.015208218411187845-0.016243417467291577j),(-0.04623711465579176+0.025759500643933238j)
0.78,(-0.01719913458316667-0.012881625998107863j),(-0.040211792571628685+0.035213808111053686j),(-1.1451478121579339e-08-6.472675420441835e-08j),(-0.006043824585416513+0.01844688312594322j),(-0.008321103814225801-0.023432374218079664j),(-0.0002887165727080317-0.0003089662077464146j),(0.00010063144553141059-7.868916825620222e-05j),(-0.019515270367713607-0.016421828862633877j),(-0.045460224015761865+0.0307165129089683j),(0.0073044414652893835+0.0025108785610468004j),(6.6049196439695625e-06-0.00039692661756807147j),(0.0029023709149731845-0.000996135580832031j),(-0.04213227288358446+0.017948651785360627j),(-0.000322297432861208-0.00046094296997534944j),(0.06666335577148942+0.043188028156209646j),(-0.05762894968773546-0.022720042771474446j),(-5.030864202251462e-09-4.370496576609828e-09j),(-0.017191525611393657-0.01415383779931503j),(-0.04110425320568069+0.02585763459719338j)
0.79,(-0.01874326013057818-0.010480159954362942j),(-0.035011435497794084+0.03416974500066529j),(3.136040308933081e-10-4.893791432329351e-08j),(-0.00553923127540331+0.01770020346183449j),(-0.008871715819878211-0.021325820966282095j),(-0.00029031547244315597-0.00024703686794367164j),(0.00010003809379768378-6.182689465746316e-05j),(-0.021581691113581183-0.013643786769911898j),(-0.03996138453179304+0.030383593614921666j),(0.007681277336414287+0.0014044905915792838j),(-6.308336489521896e-05-0.00038292701798453387j),(0.002957160332354587-0.0007007120526267883j),(-0.04233932240011638+0.017965306419516058j),(-0.00025959913902796764-0.0005111097496838574j),(0.0700058908024527+0.0415552527609489j),(-0.05899539948051902-0.017193328697162853j),(-2.9805115909101095e-09-5.722933149120051e-09j),(-0.018926274934878987-0.011765617133351527j),(-0.036230528188109824+0.025602482751003363j)
0.8,(-0.01997846711357597-0.007836423708653388j),(-0.030166013284548127+0.03281648356740913j),(7.194824779283443e-09-3.5422267844437255e-08j),(-0.0050719739183243+0.016908764750105748j),(-0.009246588030822164-0.01924093572527115j),(-0.0002843712376454481-0.000189189774210057j),(9.783829288294523e-05-4.569814958150933e-05j),(-0.02328737085308456-0.010537742590275522j),(-0.03478308715426424+0.029681953531153223j),(0.007890747866014191+0.0002177603446855529j),(-0.00012967527962155054-0.0003564644539453263j),(0.0029798254000167963-0.00039209969647618643j),(-0.04246356578763672+0.017871655233452452j),(-0.00018726595967479752-0.0005538408486745782j),(0.07322735097045473+0.03972864449596057j),(-0.05976352514517937-0.011495414884826355j),(-5.948650171737093e-10-6.283307964607586e-09j),(-0.02035917407945588-0.009105154732536244j),(-0.03164581452924513+0.025032870002299656j)
0.81,(-0.020858291618718352-0.004989425014713394j),(-0.025697458524009207+0.031204448510177188j),(1.0498947394221432e-08-2.4350455805454045e-08j),(-0.004642192182422386+0.01608006223357138j),(-0.009453201175981958-0.017200314150259924j),(-0.00027183612215640664-0.0001364192403246827j),(9.408999327399918e-05-3.05156112607236e-05j),(-0.024570140905883765-0.007148940060687757j),(-0.02995568335061395+0.02865897377802737j),(0.007913421988602315-0.0010233996887074322j),(-0.00019067984165750595-0.00031793567672464007j),(0.0029673380091502-7.466949456317421e-05j),(-0.042498221816301876+0.017666877542537613j),(-0.00010604354664240705-0.0005872037579497719j),(0.07630022854699524+0.03771158366283917j),(-0.05990207766901217-0.005698641941745623j),(1.8527232316358573e-09-5.962515418365723e-09j),(-0.02143885581870283-0.00620911131239014j),(-0.027374180476805367+0.024190141890483907j)
0.8200000000000001,(-0.02134092133713966-0.001987802203943642j),(-0.02162037607864373+0.029385110510300436j),(1.1347238166848132e-08-1.5676769876646243e-08j),(-0.004249461617274561+0.015221863377294854j),(-0.009501764184261035-0.01522518954885996j),(-0.00025380950266523097-8.950661454105694e-05j),(8.889152319581717e-05-1.6483809706602505e-05j),(-0.025373044006958053-0.0035353480660936364j),(-0.025502296107865013+0.027364401279386514j),(0.0077338999060957165-0.0022882817676976763j),(-0.00024361086881673943-0.0002682850566894753j),(0.0029172871629676825+0.00024655085811546253j),(-0.04243674929115918+0.017351656345707032j),(-1.7060451544038016e-05-0.0006093017752786172j),(0.07919627664466064+0.03550968657300248j),(-0.05938941838479442+0.00011805312774818737j),(4.059192832766369e-09-4.758366248389179e-09j),(-0.022117937534103887-0.003124600001452957j),(-0.02343347302344032+0.02311724631408679j)
0.8300000000000001,(-0.021391275583212122+0.001110596071552581j),(-0.017941965141824567+0.027409789475854422j),(1.0653620083021018e-08-9.197144930176724e-09j),(-0.003892817549048559+0.014342093432489454j),(-0.009404981645250055-0.013334926533050117j),(-0.00023149048711983486-4.8995567680961505e-05j),(8.238080495899175e-05-3.792023240928618e-06j),(-0.0256470442553409+0.00023276094131582416j),(-0.021438518455006033+0.025849182070660854j),(0.007342004649249493-0.0035419972486115735j),(-0.0002861150733240742-0.00020902670416682125j),(0.002828040543417003+0.0005659835154438158j),(-0.04227326616176876+0.016928250713314344j),(7.816296009001948e-05-0.0006183542049043449j),(0.08188710416464612+0.03313099237864037j),(-0.05821500072113787+0.005870352924496132j),(5.7168182013510556e-09-2.7675469503172724e-09j),(-0.022355229696968397+9.106778240757245e-05j),(-0.01983523281280686+0.021857802135998902j)
0.84,(-0.02098310106565228+0.00423959592827302j),(-0.014662172583020043+0.0253284704894839j),(9.121684951507896e-09-4.608068723702855e-09j),(-0.003570795244307555+0.01344871393131416j),(-0.009177724892311665-0.011546563336708508j),(-0.00020612568160294602-1.5178990670462435e-05j),(7.473308137664787e-05+7.392941719525971e-06j),(-0.025353766771239048+0.00407389471156609j),(-0.017772371158139073+0.024164256908256094j),(0.0067339029790352565-0.004746440589578998j),(-0.0003161119545008774-0.000142235853376189j),(0.00269887514318092+0.0008776983474836012j),(-0.04200329780316577+0.016400496511311168j),(0.00017774102371633953-0.0006127763318581664j),(0.08434484421407024+0.030585918621100147j),(-0.05638073491042872+0.01146991259122656j),(6.5430148110812515e-09-1.9126327511974125e-10j),(-0.02211801893520861+0.0033710992358065746j),(-0.016584666921409287+0.02045505976745084j)
0.85,(-0.020100975912985656+0.007326075343053134j),(-0.011774071918800767+0.02318868176905015j),(7.2581173102860394e-09-1.5600569544095761e-09j),(-0.003281485302013363+0.012549597765006236j),(-0.008836618194905554-0.009874425516541212j),(-0.0001789551735359069+1.1901479830771335e-05j),(6.615707708638159e-05+1.6933770328797853e-05j),(-0.024468251355303915+0.007896909734409022j),(-0.014504423626970929+0.022359303792366107j),(0.005913078586739145-0.005861433120057494j),(-0.0003319372305616633-7.050052968689324e-05j),(0.002529997417890483+0.0011754640853576602j),(-0.04162244110379992+0.015773942861399107j),(0.0002794238768504177-0.0005912334670492089j),(0.08654120966916887+0.027887090191475748j),(-0.053901887331833494+0.016827462506813842j),(6.313617724953163e-09+2.665462786024765e-09j),(-0.021384304020675496+0.006640468039327284j),(-0.013680823181552204+0.01895092625164511j)
0.86,(-0.018742102244349537+0.010291834603763985j),(-0.009264450609647219+0.02103448158531818j),(5.398405843595385e-09+2.9830395468247393e-10j),(-0.003022602446617251+0.011652404708565055j),(-0.008399556906432144-0.008329830775861686j),(-0.00015116001983381876+3.244316023103081e-05j),(5.688959138443711e-05+2.472910677707376e-05j),(-0.022981254640226868+0.01160333492428423j),(-0.01162817419730531+0.02048166315181361j),(0.004890982602523096-0.006846219569665767j),(-0.0003324796631957828+3.161253953949699e-06j),(0.002322689855194766+0.001452944337302984j),(-0.04112752874092638+0.015055707370253336j),(0.00038062707118098214-0.0005527392078063184j),(0.08844925226375795+0.025049787862215435j),(-0.05080775038795469+0.021854429784037958j),(4.900740065846251e-09+5.4047749887511755e-09j),(-0.020144857980917807+0.009817708765135144j),(-0.011116978281897897+0.017385072555692285j)
0.87,(-0.016917761811286975+0.01305593110140488j),(-0.007114577508848856+0.01890559572823271j),(3.739615551264349e-09+1.2890612597246025e-09j),(-0.0027915651689894194+0.010764461293693005j),(-0.00788517894509386-0.0069209002040278396j),(-0.00012381449526638983+4.685801896016814e-05j),(4.718860275070658e-05+3.0719099932001925e-05j),(-0.020901233063029576+0.015090256574246532j),(-0.00913065533570414+0.0185753065575077j),(0.003687418959728527-0.007661145072554543j),(-0.00031730125374365643+7.542419305051118e-05j),(0.0020793582263691113+0.0017039095146665028j),(-0.04051690269313874+0.014254374783536257j),(0.0004784893236893129-0.000496734743929156j),(0.09004409438490935+0.022091891926134713j),(-0.04714191257416986+0.026465377966287923j),(2.3112236297115857e-09+7.55905748522953e-09j),(-0.01840498151594877+0.012817235176778302j),(-0.008881186119613664+0.015794142018876856j)
0.88,(-0.014654311537631698+0.015537416186531344j),(-0.0053011130160844485+0.016836739050389977j),(2.375175386031925e-09+1.6860500419898681e-09j),(-0.002585583048448579+0.009892648789337136j),(-0.007312314274412025-0.005652485558801528j),(-9.784604737558139e-05+5.573804144304604e-05j),(3.73250570872303e-05+3.4889660192665324e-05j),(-0.018255778543456155+0.018253729332611258j),(-0.006993224942998089+0.016679952617146887j),(0.0023305629635271678-0.008269471910445393j),(-0.0002867290517572192+0.0001428137583523725j),(0.00180352872378874+0.0019224540446535546j),(-0.03979051953538913+0.013379860785593469j),(0.0005699475397545099-0.0004231560236257845j),(0.0913035174669921+0.019033720422921632j),(-0.042962013041139675+0.030580667584519133j),(-1.2765075305962547e-09+8.628212538347864e-09j),(-0.016185810666125927+0.015552129485144306j),(-0.006956960996209754+0.014211089878760031j)
0.89,(-0.011993611655919126+0.01765837547091956j),(-0.003797060251363443+0.014857185550838016j),(1.3273378600309577e-09+1.7073656435398066e-09j),(-0.002401816877590234+0.009043366627161206j),(-0.006699524755297697-0.004526400056045649j),(-7.400542138503266e-05+5.9813246552663666e-05j),(2.757400318613889e-05+3.7275988648870844e-05j),(-0.015092350581973193+0.02099260711796299j),(-0.005192505694795226+0.014830372082053256j),(0.0008565604126276431-0.008639255047128655j),(-0.0002419079214509587+0.00020189256034504525j),(0.0014997994550209508+0.00210321571486036j),(-0.03895002169140507+0.012443230130423765j),(0.0006518277502934266-0.00033248640594833647j),(0.09220853004776305+0.015897797979618926j),(-0.03833894367219095+0.0341291281177648j),(-5.48114955094651e-09+8.133729165351414e-09j),(-0.01352505020028701+0.017937312308719727j),(-0.005324063809938058+0.012664676941633613j)
0.9,(-0.008992790636148223+0.0193471470893944j),(-0.0025728984280539357+0.012990470468562795j),(5.745679246777085e-10+1.5161066500407389e-09j),(-0.002237446417308332+0.008222292183244538j),(-0.0060644187035599475-0.0035414170605437157j),(-5.2847849024571165e-05+5.9903484361742804e-05j),(1.8202031877254654e-05+3.7962014322133066e-05j),(-0.011478184475865854+0.023212638657021098j),(-0.003701425498902255+0.013055905809348378j),(-0.0006913190801694142-0.008745173463110347j),(-0.00018480536008389376+0.0002494648527462161j),(0.0011737452969491375+0.0022415866186371457j),(-0.03799876882177175+0.011456474210649263j),(0.000720948798992063-0.00022579089876124375j),(0.09274389553063742+0.012708556236131489j),(-0.03335548391710092+0.03705061634658749j),(-9.698699364289984e-09+5.691397139411471e-09j),(-0.010477023350738761+0.0198929668477974j),(-0.003959354890605583+0.011179132190483283j)
0.91,(-0.005723281573254657+0.020541574683389064j),(-0.0015976970367199504+0.011254310238681781j),(7.270588139168206e-11+1.2266652525464929e-09j),(-0.002089630997437263+0.007434294260275273j),(-0.005423160294682092-0.0026932998406859017j),(-3.472751926173754e-05+5.686879300812294e-05j),(9.458612065994069e-06+3.707657544173832e-05j),(-0.007499292069397981+0.024830637434101663j),(-0.0024903081524704686+0.011380206919305823j),(-0.002263973991566716-0.008570204714918012j),(-0.00011816225265388842+0.0002827861480465641j),(0.0008317777808701132+0.002333904864301727j),(-0.036941824984243074+0.010432255186387896j),(0.0007742346070037525-0.00010472886855760403j),(0.09289859950791493+0.009491969563444513j),(-0.028104384205260888+0.039298329817591425j),(-1.3102316803572911e-08+1.1039612394410655e-09j),(-0.007111958320296278+0.021348058803049574j),(-0.0028376748899181727+0.009773990016926193j)
0.92,(-0.002269124657146236+0.021192105289406266j),(-0.0008400055448040268+0.009660842055587301j),(-2.303437934070443e-10+9.137670981467935e-10j),(-0.0019556871144249624+0.006683573483903804j),(-0.0047903330749665745-0.001975468400610968j),(-1.9804082159460342e-05+5.1563331488153456e-05j),(1.568823740331401e-06+3.47920817604028e-05j),(-0.0032585185781141292+0.025778510262737007j),(-0.0015279626927506952+0.009821205700778447j),(-0.0038081772183731063-0.008107028065312067j),(-4.5387186648730886e-05+0.00029976286211232903j),(0.00048096443080929586+0.0023776166341420565j),(-0.03578589902908696+0.009383625542788742j),(0.0008088300559645778+2.845682765953417e-05j),(0.0926662372866616+0.006275132609804654j),(-0.022685946610984664+0.04084074591592528j),(-1.4672855390766241e-08-5.528429914486826e-09j),(-0.0035144714316862873+0.022243769115977124j),(-0.0019327153373018418+0.008464098489696056j)
0.93,(0.0012754580583275844+0.021264555342561605j),(-0.00026880633586822767+0.008216953773056427j),(-3.854401131528466e-10+6.219072211819503e-10j),(-0.001833143435771802+0.0059735965715264575j),(-0.0041786036442276395-0.0013793352578638433j),(-8.059506968410391e-06+4.4792736018009093e-05j),(-5.276221000364948e-06+3.1319246267987044e-05j),(0.0011273259868943596+0.02600691564222886j),(-0.0007827227463651258+0.008391283540418851j),(-0.005268634758981567-0.007359048074004704j),(2.9603612613114257e-05+0.00029912598440492527j),(0.0001288145972227347+0.002371399352554305j),(-0.03453923778807304+0.00832373329506492j),(0.0008222150462814331+0.0001709750673803458j),(0.09204530406153869+0.003085788984228989j),(-0.01720518428797432+0.04166306766104704j),(-1.3273078402544931e-08-1.3685686543167509e-08j),(0.00021874616395269877+0.022536642702629926j),(-0.0012178430467712786+0.007259786315174235j)
0.9400000000000001,(0.004809137430876183+0.02074236365145519j),(0.00014565836890727962+0.006924779037634177j),(-4.3723353112970047e-10+3.739712732390053e-10j),(-0.0017197854588887277+0.00530705671125545j),(-0.0035984815570403164-0.0008947156132777291j),(6.759904164531117e-07+3.7278944102241864e-05j),(-1.092751313221702e-05+2.6899527874329197e-05j),(0.005531182996309466+0.025488325007113413j),(-0.00022339308073513224+0.007097631323606374j),(-0.006590304942858674-0.006340946113233472j),(0.0001025938964256408+0.00028056322558590635j),(-0.00021695890293362018+0.0023152386001616438j),(-0.03321147385497191+0.007265523906598486j),(0.0008123111629552026+0.00031954543999844584j),(0.09103937297100366-4.817704634925424e-05j),(-0.011768671480690485+0.041768076901475916j),(-7.78007886771892e-09-2.2305332262204363e-08j),(0.00398197968441513+0.02220125541264484j),(-0.0006668472610711357+0.00616716854010939j)
0.9500000000000001,(0.008227081851515432+0.019628169065762393j),(0.00043121299402672854+0.005782316374793269j),(-4.2213236236255556e-10+1.7839031275315954e-10j),(-0.0016136887769238424+0.004685861178589099j),(-0.003058188188764142-0.0005102852198089339j),(6.691650955561688e-06+2.9634314261930445e-05j),(-1.5284279738153755e-05+2.1795765512982824e-05j),(0.009820171988978537+0.02421927828535097j),(0.00017993103498211273+0.005942759166132502j),(-0.007720860985103573-0.005078691450644051j),(0.00016931107512442307+0.0002447960410152507j),(-0.0005486913126164414+0.002210453877496955j),(-0.03181343199361637+0.0062214502549651505j),(0.000777575640494099+0.00047047898630261746j),(0.0896571499612291-0.00309927176347757j),(-0.006481221056758474+0.041176323405986766j),(2.7110828811766302e-09-2.9681140111331825e-08j),(0.007664168916699687+0.021232214958745856j),(-0.00025458481406717047+0.005188565116364698j)
