t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014,A_0015,A_0016,A_0017,A_0018,A_0019,A_0020,A_0021,A_0022,A_0023,A_0024,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00,z_0015_00,z_0016_00,z_0017_00,z_0018_00,z_0019_00,z_0020_00,z_0021_00,z_0022_00,z_0023_00,z_0024_00,E
0.1,(-20.44802399523524+23.954169668719217j),(12.192676553626757+5.641670098421224j),(4.380094366788304+11.985439726981577j),(-14.119920113263282-19.483313704727006j),(3.692535778101954-0.6190414650882471j),(0.716346684611771-1.2253863589432625j),(0.44262962334288697-7.147349776372199j),(-8.080831198099546-2.5145004318930866j),(-8.244886372258861+1.547904918508669j),(-0.41383724497538715+0.5008058252580991j),(0.708191704695232-7.124081428677772j),(5.911253862439204-0.9989635049292702j),(1.0491624599424259-0.902817641522359j),(0.22841208405526484-0.07105246772716957j),(0.4464939054976101+0.1692921295222835j),(4.0285525860442135-1.678654106624062j),(5.41133495094713-0.18644480441586136j),(0.7752240816945426-1.254681075787618j),(0.653452477190291-0.3730045651394703j),(6.192533538654735+2.337023955618623j),(4.254959135151187-1.2334539679528973j),(0.11373231638404042-1.8897879032509477j),(0.33217959708403594+0.015290893110925316j),(0.5237983879135315+0.1870448238337864j),(0.08349330421924168-0.18567545628907406j),(-0.3026076097622496-0.003170325500049869j),(-0.3026392494238204+0.257703887592192j),(-0.3034120743239737-0.2521788969679755j),(-0.05090506905198141-0.0037404611030063695j),(-0.5510473543407775-0.0020996116362547194j),(-0.30686723089978685+0.5004729331404003j),(-0.3063616875939961-0.5010857472179772j),(-0.0514336250003807+0.24753348475251777j),(-0.05415102051894818-0.24773330140420607j),(-0.5532818396814567+0.24879242751179273j),(-0.5686072275778558-0.25465252518566633j),(0.19377400624253874-0.0027999298744783305j),(-0.7921779618389352+0.00707559076869975j),(-0.3094024589551766+0.7655945429924171j),(-0.2808821841210112-0.7455429862860645j),(-0.04056418180459704+0.498069584797556j),(-0.058511647673968714-0.49381502350567574j),(-0.558945565041595+0.4912457370037699j),(-0.5443133239891318-0.5031300726084372j),(0.19913101693496174+0.24330282610657875j),(0.1867958858710258-0.2513487304059772j),(-0.7906529499558052+0.25459060945729567j),(-0.8153834736877096-0.25188315701340236j),(0.43599141797923735-0.009491375619858515j),(-1.062317109812589+0.03678447772672057j),0.0
0.11,(-20.45050186113333+23.949946497082042j),(12.1902055109428+5.6374421012364095j),(4.377618433032566+11.9812182093012j),(-14.12239883505032-19.48753521548643j),(3.690054176801831-0.6232570127194009j),(0.7139093764369342-1.2296116317540737j),(0.4401567900423896-7.151573914729252j),(-8.083304837706306-2.518717140929534j),(-8.247363777491131+1.5436790403304381j),(-0.41633199117865405+0.4965613791784293j),(0.7057040837839075-7.128311018863073j),(5.908768972684171-1.003183945076978j),(1.0466524126364753-0.9069520272490275j),(0.22653137678691485-0.07541753895641268j),(0.4440570056527327+0.1653732498805525j),(4.026075989875024-1.6828827234980706j),(5.408856468547137-0.19066739292606355j),(0.7727966988783974-1.2589541347490119j),(0.6510441129452412-0.3771617055870938j),(6.190047330579815+2.332806056365999j),(4.252462963764046-1.237679015956219j),(0.11116672411396691-1.893993100302684j),(0.3299022961215892+0.010849680648583136j),(0.5211890420155437+0.1827463666762717j),(0.07945809150258303-0.1900339007211322j),(-0.3028063763778212-0.0034359069545400025j),(-0.30206275902028795+0.2584054325286069j),(-0.3036068171390287-0.2523201360513702j),(-0.050828028170441776-0.0041601674662106545j),(-0.5509618206288726-0.002449261101004071j),(-0.30724541156868385+0.5006399478254954j),(-0.306811539556133-0.5010168065369668j),(-0.05134108126188388+0.24719222879170902j),(-0.0540453680217858-0.2475186112505245j),(-0.5533437357837616+0.24867059315591009j),(-0.5701034281674234-0.2540126266138523j),(0.1935136819185858-0.0029188357898144264j),(-0.790982647640334+0.00676375373488677j),(-0.30939479105582157+0.767421770918915j),(-0.27894532230310054-0.7468848230342727j),(-0.039219684292080136+0.49733242644497866j),(-0.05854340939871668-0.49302385394514214j),(-0.5597905715409498+0.49119154536117465j),(-0.5439069521746708-0.5040371426911914j),(0.1987013738367932+0.2424977380839918j),(0.18592365690184257-0.25088883803922646j),(-0.78950924307354+0.25461291961629245j),(-0.8164599235721173-0.25132436161960453j),(0.43474959152683934-0.009714055589373641j),(-1.0617652612225874+0.04041026145832494j),0.0
0.12,(-20.453419331700278+23.946044308460593j),(12.187294245955762+5.633534367630359j),(4.3747030007881325+11.977317458732315j),(-14.125317208723702-19.491435673930738j),(3.6871336189559263-0.627150941873919j),(0.7110333173653242-1.2335196604583876j),(0.43724415944130324-7.1554781400584755j),(-8.08621772416871-2.522613227104256j),(-8.25028127759402+1.5397741132669633j),(-0.41926927525698854+0.49263977271670323j),(0.7027766052906749-7.1322184392365715j),(5.905844886706427-1.0070827780862728j),(1.0437152194405372-0.9107617915927843j),(0.2242127664317987-0.07950482939206417j),(0.44123257568674923+0.1617710905205088j),(4.02315980097108-1.6867910597840132j),(5.405938545809645-0.1945690293516243j),(0.7699224999015638-1.2629151236441984j),(0.6482060746672663-0.38100826370126684j),(6.1871211386893865+2.3289090999479582j),(4.249527571145168-1.2415808935461006j),(0.10816227847353956-1.8978695086818786j),(0.32716035855289693+0.006709817195382595j),(0.5181362348184865+0.17878804540477455j),(0.07504880948419501-0.19392279744812096j),(-0.30304682915813874-0.003671605439141374j),(-0.3014055087657353+0.25906174550452543j),(-0.3038257405178833-0.25242929953477544j),(-0.05078925451491386-0.004577612338188004j),(-0.5509151227249043-0.0028106625375419894j),(-0.3076285541002511+0.5008388431947951j),(-0.3072567982320763-0.5009306607248671j),(-0.05127294637009001+0.24683803882616373j),(-0.053913317124167415-0.24732166393975907j),(-0.553421996329006+0.24855592600233656j),(-0.5715198061936104-0.2532424492898516j),(0.1932531412574596-0.0030005501670298937j),(-0.789854689825685+0.006279721620867976j),(-0.3093123721287498+0.7692455862337081j),(-0.2772365697014355-0.7485066209807744j),(-0.037886578060945045+0.49651854228935055j),(-0.05846312282211739-0.49226974804683526j),(-0.5606114315067269+0.491273066070777j),(-0.5436198597869416-0.5049948987686832j),(0.19815220952430398+0.24167259187235005j),(0.1851445326770665-0.2503450628719601j),(-0.7884131714967691+0.25457009143178566j),(-0.8174633908307126-0.2506817751125026j),(0.4335353202075695-0.009791508439024748j),(-1.061027327312715+0.04391680561695628j),0.0
0.13,(-20.456737948108767+23.9425049500247j),(12.183981165345477+5.629988747307302j),(4.371386426556141+11.973779233026617j),(-14.128636812794781-19.49497327862842j),(3.6838126152715023-0.6306815616758674j),(0.7077566610837878-1.2370688030342458j),(0.4339300629930426-7.159020690491404j),(-8.089531457833756-2.5261469117311766j),(-8.253600476660809+1.5362320044298796j),(-0.42261043062913617+0.4890830495291341j),(0.6994479335458768-7.135761975377315j),(5.9025200938979605-1.0106182206568284j),(1.0403900034724756-0.914206036637188j),(0.22149113726293218-0.0832737208545866j),(0.43806036496058903+0.1585246299897081j),(4.019842486655723-1.6903371947871j),(5.402619649794897-0.19810790204452733j),(0.7666392155385445-1.2665212695143109j),(0.644975994839914-0.38450295497338294j),(6.1837934501406+2.3253748618771306j),(4.246191802759984-1.2451177942314413j),(0.10475830539695496-1.9013756614233317j),(0.3239907545980548+0.002916099861332077j),(0.5146813914327302+0.1752130756559626j),(0.07033150311175157-0.19729816603612255j),(-0.30332282441517433-0.003875488015644116j),(-0.3006724750018228+0.25966650107080813j),(-0.3040638599403567-0.2525036349094159j),(-0.050789711939406956-0.004989584643342619j),(-0.5509088401126477-0.0031801066275498123j),(-0.30801323320294605+0.5010710978366842j),(-0.3076887942435366-0.5008379585144703j),(-0.05122907492243806+0.24647243014156206j),(-0.05375661115985949-0.24714715057302397j),(-0.5535158007715766+0.24844977583520692j),(-0.5728428411015509-0.252363608573658j),(0.19299463706956949-0.0030430611223283555j),(-0.7888084591582916+0.005623613366591333j),(-0.30916487049702585+0.7710422065340071j),(-0.2757888370091781-0.7503945434382981j),(-0.03657579645266441+0.4956337282362906j),(-0.05826604827664147-0.4915738423993074j),(-0.5613954452115943+0.4914820260466112j),(-0.5434512572758805-0.5059919522822801j),(0.19748914419411623+0.24083441302471925j),(0.18447994995731234-0.24973072114161787j),(-0.787376711535564+0.25446709796656475j),(-0.8183819915251084-0.24997222824279847j),(0.4323787696801984-0.009727583813060377j),(-1.0601265059792833+0.0472724752369507j),0.0
0.14,(-20.460415136050745+23.939363940462126j),(12.180308807788723+5.626840781229008j),(4.367711209072506+11.970638978273538j),(-14.132315094717375-19.498112552577552j),(3.6801337886682375-0.633813498292718j),(0.7041216928762893-1.2402236660224644j),(0.430256975942946-7.16216609833214j),(-8.093203520539282-2.5292827279564984j),(-8.257278836885007+1.5330882472840486j),(-0.42631263611776987+0.48592690189608334j),(0.6957608136253943-7.138906232765524j),(5.898837185936205-1.0137548181065614j),(1.0367196539160581-0.9172502632657885j),(0.21840645263516575-0.08668871513034518j),(0.4345825656639897+0.155666262597135j),(4.016166643417668-1.6934855454981175j),(5.398942360875944-0.20124854205704654j),(0.7629887652841687-1.2697360342918647j),(0.6413954507522802-0.38761061618814946j),(6.180106870850169+2.322238787265731j),(4.242498560857141-1.248254280030364j),(0.10099818707578899-1.904476444465789j),(0.320435110032527-0.0004930432848753059j),(0.5108693640952939+0.1720579166564217j),(0.06536917372390859-0.2001265708001989j),(-0.303628298199945-0.0040455140135795915j),(-0.29986947733012836+0.2602143893255782j),(-0.30431662719754343-0.25254129937594477j),(-0.050829161606959564-0.005393325629945628j),(-0.550943779041403-0.00355391234211195j),(-0.3083965455959843+0.5013377304833974j),(-0.30810104513396613-0.5007471089130019j),(-0.05120885285615948+0.246097069171323j),(-0.053577183581374054-0.24699867596734218j),(-0.5536241010220032+0.24835339250947044j),(-0.5740624735769954-0.25139498764287044j),(0.1927395869846889-0.0030449966174293844j),(-0.787856300473155+0.00480048913116903j),(-0.3089612385033137+0.7727940482436501j),(-0.2746263343806016-0.7525279758392224j),(-0.03529561633397645+0.49468535727523094j),(-0.05795192054192674-0.4909532451983467j),(-0.5621299165832871+0.49180863796951346j),(-0.5433989327244857-0.5070168081494462j),(0.19671897518656173+0.2399884769567547j),(0.18394651269338286-0.2490584567078331j),(-0.7864086038816192+0.2543088927956456j),(-0.8192069546853995-0.2492104549641694j),(0.4313025968024781-0.009525982011004968j),(-1.0590838348085951+0.05045256822694414j),0.0
0.15,(-20.464404205737424+23.93665046997859j),(12.176323843959219+5.624119701614792j),(4.36372398930792+11.967925828900235j),(-14.136305370887774-19.500824343205796j),(3.6761438742782264-0.6365176949353479j),(0.7001748296239099-1.242955104526631j),(0.4262715173282755-7.164885190057353j),(-8.097187275613974-2.5319915207587047j),(-8.261269678560348+1.53037204164756j),(-0.43032891594949035+0.4832006707220607j),(0.6917620713506477-7.141622136782582j),(5.894842856784042-1.0164634443716307j),(1.0327508260209568-0.9198663711621271j),(0.21500375498518443-0.08971943397160771j),(0.4308438128154968+0.1532217984132031j),(4.012178996911002-1.696206866593429j),(5.394953372738653-0.20396182314174588j),(0.7590172573535925-1.2725291148007571j),(0.6375099644990094-0.39030220542358796j),(6.176108125494375+2.31952999082556j),(4.238494804468506-1.2509612814702127j),(0.0969293619589966-1.9071430966519414j),(0.3165397061871461-0.0034855532158617614j),(0.5067484321698456+0.16935227122265573j),(0.06022177905030386-0.20238512080439175j),(-0.3039572663025131-0.004179535030220394j),(-0.2990031786121476+0.26070111591422135j),(-0.30457993039181364-0.2525413598444437j),(-0.0509061619896394-0.005786528870135089j),(-0.551019972525995-0.003928426941715889j),(-0.3087761100093396+0.501639300011019j),(-0.30848925536855853-0.5006642812021215j),(-0.051211197448278206+0.24571377349660417j),(-0.05337715795996875-0.2468787586556456j),(-0.5537456214469582+0.24826792595089095j),(-0.5751721055463092-0.25035273749269327j),(0.19248857345195539-0.0030056244595685054j),(-0.7870085326769732+0.0038203502928774806j),(-0.3087097125098767+0.7744897266131016j),(-0.27376457143109023-0.7548795257355755j),(-0.034051658096884964+0.493682379479417j),(-0.057524948844778157-0.4904210362469772j),(-0.5628021532046071+0.4922416002871222j),(-0.5434592518488165-0.508057864763742j),(0.19584967698568212+0.23913830894670102j),(0.18355599202626843-0.24834024105243271j),(-0.7855143536082522+0.25410041000627065j),(-0.8199326223101626-0.24840909243326836j),(0.4303219496311427-0.009190253987658877j),(-1.0579181910769442+0.053439315369872384j),0.0
0.16,(-20.46865435189929+23.93438740029775j),(12.172077076527634+5.621848431941512j),(4.3594755504678515+11.965662607671597j),(-14.140556826644739-19.503085822370394j),(3.671893719445979-0.6387714118580399j),(0.6959666198048475-1.2452402222131074j),(0.422024449978217-7.167155086316275j),(-8.101431967877357-2.5342504469485574j),(-8.265522180080792+1.5281062536917305j),(-0.43460813975482593+0.480927345535724j),(0.6875026132885957-7.143886932711046j),(5.890587902689797-1.0187213020064374j),(1.0285339411027468-0.9220326588097363j),(0.21133316583150794-0.09234061909654473j),(0.4268911842624644+0.15121046326975493j),(4.007930401955185-1.6984782504349738j),(5.390703492381698-0.20622496175147947j),(0.7547749886822985-1.274876442756268j),(0.6333690029802943-0.392554802051034j),(6.171848057509064+2.3172712568680027j),(4.234231549409165-1.2532160975875541j),(0.09260332475291191-1.9093532097284267j),(0.3123554799481133-0.0060357399455647845j),(0.5023703021467014+0.1671190857610867j),(0.05494623321155702-0.20406146986172247j),(-0.3043038242519859-0.004275294930580347j),(-0.29808108496929336+0.26112340202938533j),(-0.3048500939368129-0.25250379293442293j),(-0.05101806886854338-0.006167340259915992j),(-0.5511366803467739-0.004300025976252195j),(-0.30915006718374394+0.5019759054394836j),(-0.30885131633424917-0.5005934049379218j),(-0.05123455731561062+0.2453245118463019j),(-0.05315884798564678-0.24678883088677495j),(-0.5538788588692566+0.24819442615604667j),(-0.5761686001764738-0.2492502769359362j),(0.19224134373987056-0.002924852301497192j),(-0.7862734487481418+0.0026981394491573107j),(-0.3084178128985773+0.7761240557194538j),(-0.27321035723713955-0.7574150227990359j),(-0.03284688565865929+0.4926353220059072j),(-0.056993816859167844-0.48998626695545866j),(-0.5633994663134232+0.4927680972138778j),(-0.5436271579979939-0.5091034139948254j),(0.1948904012192287+0.23828568413539222j),(0.1833153262871474-0.24758737327943717j),(-0.7846962301704038+0.25384656419790885j),(-0.8205564493664567-0.24757868100972394j),(0.42944446742190756-0.008723801353098363j),(-1.0566462917506154+0.056221880322971096j),0.0
0.17,(-20.47311065378608+23.932591264661202j),(12.167623440161577+5.620043586943568j),(4.3550208179925445+11.963865825690238j),(-14.145014516269502-19.504880486358175j),(3.6674382837284223-0.6405582263584818j),(0.6915517434944173-1.2470623713110278j),(0.4175706805138799-7.1689592019307105j),(-8.1058827236398-2.536042975169097j),(-8.269981377940525+1.5263074159411039j),(-0.4390950225682324+0.4791235644898797j),(0.683037426751736-7.145684185734644j),(5.886127222187244-1.0205119221836252j),(1.0241231865429075-0.9237338234921403j),(0.2074498857744906-0.09453213218922935j),(0.42277420068105453+0.14964489876006198j),(4.003475842535051-1.7002831270702683j),(5.386247640116568-0.2080215170393916j),(0.7503164449260961-1.2767601847650585j),(0.629025977901876-0.3943516067351369j),(6.167381629089649+2.315479039304031j),(4.229763868277419-1.2550023959281773j),(0.08807562642124825-1.9110907283458283j),(0.30793802375699814-0.008124282529237165j),(0.49779010764282683+0.16537455026805475j),(0.049596406719269674-0.20515381653419223j),(-0.3046621473165157-0.004330429847414506j),(-0.2971115457828964+0.2614789844109805j),(-0.3051238785574623-0.25242948497482104j),(-0.05116103533379768-0.006534358019160248j),(-0.5512923890496146-0.004665113285014505j),(-0.3095170798706876+0.5023471859325755j),(-0.30918730633971486-0.5005361699509296j),(-0.05127691241476563+0.2449314040970513j),(-0.05292475746715695-0.2467292386254799j),(-0.5540220825678566+0.24813384319233042j),(-0.5770522818750861-0.24809829260301428j),(0.1919968099363002-0.00280322764148287j),(-0.7856573157367533+0.0014537404166133838j),(-0.30809234407087727+0.7776980484664258j),(-0.2729618003363563-0.7600935188209319j),(-0.031681606461834357+0.4915562890955732j),(-0.05637168270623507-0.4896539603412868j),(-0.563909170802671+0.4933737987310227j),(-0.5438961721542005-0.5101416411884504j),(0.19385147665866256+0.23743062752625183j),(0.18322662099738585-0.24681048011506054j),(-0.7839532674046379+0.25355225048225577j),(-0.8210790037898223-0.24672766425614023j),(0.42867028062947005-0.008129876372675593j),(-1.0552826934858857+0.05879635961777575j),0.0
0.18,(-20.477714075166805+23.931272267828486j),(12.163022001525603+5.618715472612903j),(4.3504188595570215+11.962545682396504j),(-14.14961936298576-19.50619815588554j),(3.662836638894899-0.6418680327777674j),(0.6869890123650514-1.2484111526122998j),(0.41296925934829765-7.1702872458950235j),(-8.11048055070251-2.537358885895645j),(-8.274588166733961+1.5249857272734522j),(-0.4437301248280935+0.4777996143614822j),(0.6784255797981048-7.147003780938267j),(5.8815198160956035-1.0218251646940801j),(1.0195765157888221-0.9249609612928544j),(0.20341419449632145-0.09627895489963732j),(0.4185448255762374+0.14853116223882484j),(3.998874431800806-1.7016112642324053j),(5.381644849567559-0.20934139085891648j),(0.7457003004611213-1.278168742325173j),(0.6245382457750439-0.39568194143386043j),(6.16276792119111+2.314163461644201j),(4.225150890454793-1.2563102125470935j),(0.08340587418509812-1.9123459500586746j),(0.30334758561073866-0.009738229063447006j),(0.4930664094018356+0.16412809832981817j),(0.04422312647602531-0.20567090413278194j),(-0.30502649050330016-0.004342468181219155j),(-0.29610375369420466+0.2617666153461796j),(-0.30539848128995845-0.2523202320040051j),(-0.051330011784557636-0.006886632691606701j),(-0.5514848119459171-0.0050201209966995305j),(-0.3098763328324189+0.5027523207979292j),(-0.3094994906153741-0.5004920263461051j),(-0.05133577404214459+0.24453672127322615j),(-0.052677580331993615-0.24669924155241896j),(-0.5541733342778589+0.24808702719794948j),(-0.5778269362903582-0.24690473894194787j),(0.19175304894847411-0.002641937823308914j),(-0.7851643747645978+0.00011197823101477371j),(-0.30773939444783766+0.7792189165843636j),(-0.2730083087274584-0.7628672877122414j),(-0.030553471474210652+0.4904589620730997j),(-0.05567617895428626-0.4894251110291932j),(-0.5643185852203532+0.49404286058660135j),(-0.5442583929326805-0.5111606251664682j),(0.19274440921915448+0.23657141398529263j),(0.1832871488685377-0.24601951590771054j),(-0.7832812635291416+0.2532223444832335j),(-0.8215039664842826-0.24586238893809692j),(0.4279920109075091-0.007411581967018641j),(-1.053839792629022+0.061165782660121674j),0.0
0.19,(-20.482401464329744+23.930434286077094j),(12.158335959281214+5.617868086199005j),(4.345732885071081+11.96170606556847j),(-14.15430815895969-19.507034976098485j),(3.658151968927168-0.6426970425003955j),(0.6823413696862989-1.2492824154716042j),(0.4082833806864271-7.171135221376149j),(-8.115162338357544-2.5381942714358012j),(-8.279279299155737+1.5241450529197738j),(-0.4484498523767203+0.4769594305516344j),(0.6737302212312773-7.147841923307978j),(5.876828787519542-1.0226572179469307j),(1.0149556483537778-0.9257115670953857j),(0.19929145076102409-0.0975711888436471j),(0.4142574652817916+0.1478687268221729j),(3.994189412068029-1.702458767340054j),(5.376958267671782-0.21018082776377867j),(0.740989418383837-1.2790967518260372j),(0.6199671079166358-0.396541249398482j),(6.15807013352799+2.313328316998654j),(4.220455802106025-1.2571359520085363j),(0.07865773152293316-1.9131155253254408j),(0.2986490690616414-0.010870996686077675j),(0.4882611952939902+0.16338240712255336j),(0.03887417577538934-0.20563202071745232j),(-0.3053911885585818-0.00430883060023181j),(-0.2950677446043839+0.2619860626694177j),(-0.3056715354817733-0.2521787397697707j),(-0.05151874592900784-0.007223667144861122j),(-0.5517108891126067-0.005361509529407061j),(-0.3102275328419445+0.503190029487029j),(-0.3097923213133867-0.5004581845028422j),(-0.05140818483394134+0.24414288554693894j),(-0.05242020062639674-0.24669701306415948j),(-0.5543304281905067+0.2480547283819257j),(-0.5784998103111185-0.24567483821836267j),(0.1915073025029862-0.0024428100362746505j),(-0.7847968410251622-0.0012973808527052206j),(-0.3073643364701188+0.7807000706302407j),(-0.27333058987027475-0.7656818255035928j),(-0.029457475188854228+0.48935859934698467j),(-0.05492941261879501-0.4892966852511452j),(-0.5646150317695393+0.4947579242954602j),(-0.5447044965817397-0.5121483382268265j),(0.19158188195958503+0.23570456824111694j),(0.18348934980234471-0.24522376262798837j),(-0.7826727811437252+0.2528617023369906j),(-0.821838131322342-0.24498710502414936j),(0.42739477110868535-0.006571871712031489j),(-1.052327825216283+0.06334011173014406j),0.0
0.2,(-20.487105554082433+23.930074867202453j),(12.15363264408685+5.617499116208903j),(4.3410302466793+11.961344551321934j),(-14.159013565299931-19.507393416572583j),(3.6534515700194032-0.6430477839542709j),(0.6776758903248258-1.2496782578063947j),(0.40358038252514916-7.171505425713586j),(-8.119860857387794-2.538551535929445j),(-8.283987386000721+1.523782924464295j),(-0.45318645646035155+0.4766005970855874j),(0.6690185806003676-7.148201137731012j),(5.872121341849171-1.023010598969548j),(1.0103260698169652-0.9259895345832324j),(0.1951520924144568-0.09840405560303975j),(0.40996896896030366+0.14765048138766462j),(3.9894881548176717-1.70282807949746j),(5.372255154679157-0.21054241500799264j),(0.7362508505110326-1.2795450845484595j),(0.6153778104490378-0.3969310951735932j),(6.153355584574403+2.3129710680771174j),(4.2157458461790736-1.2574823873859615j),(0.07389891817060415-1.9134024575085475j),(0.29391203321738135-0.011522371576327843j),(0.4834398803162019+0.16313339741235477j),(0.03359429430190907-0.20506699909714368j),(-0.30575065596764833-0.004226830040431217j),(-0.2940143976745173+0.2621381097623923j),(-0.3059411107916545-0.2520086237293419j),(-0.05171978278436208-0.00754541657039621j),(-0.5519667873921329-0.005685767590639963j),(-0.3105709086830291+0.5036585715952089j),(-0.3100724375076543-0.5004296150749682j),(-0.0514907187661422+0.2437524702380409j),(-0.052155692515351876-0.2467196402731777j),(-0.5544909509531866+0.2480375970240953j),(-0.5790816120668104-0.24441108051548976j),(0.19125597714579454-0.002208311315195355j),(-0.7845549037836312-0.002739629360449073j),(-0.3069718265979803+0.7821611199876575j),(-0.2739006506857457-0.7684758503452639j),(-0.028385955624096716+0.4882720364095392j),(-0.054157965162402066-0.4892616208463462j),(-0.5647858363083661+0.49550011713924785j),(-0.545223736982745-0.5130926461435696j),(0.1903777550825445+0.23482486488491644j),(0.1838208308907365-0.24443182986868886j),(-0.7821171472298216+0.2524751606919023j),(-0.8220914051449872-0.24410396568582837j),(0.4268561652846411-0.005613549838894028j),(-1.0507548669739193+0.06533624198227792j),0.0
0.21,(-20.491754961751674+23.930185230517935j),(12.148983518597904+5.61759994240717j),(4.336382438761031+11.961452404110432j),(-14.163664112057596-19.50728227131299j),(3.6488068505781963-0.6429291026107034j),(0.6730637807444151-1.2496070260968977j),(0.3989317466532681-7.1714064504194j),(-8.124504760066996-2.5384393953487345j),(-8.288640896164+1.52389053984447j),(-0.45786803372915374+0.4767143466127405j),(0.664361968200028-7.148090268995769j),(5.8674687867600515-1.0228941534075453j),(1.0057570318234788-0.9258051562398841j),(0.19107163638431252-0.09877789672549894j),(0.4057386286031685+0.1478627305742874j),(3.9848421606960596-1.7027279814944458j),(5.367606884152416-0.21043508254586318j),(0.7315558373798242-1.2795208466646302j),(0.6108395443001846-0.3968591645970997j),(6.148695711564025+2.313082847188904j),(4.2110923224051175-1.2573586602620468j),(0.06920121012134116-1.9132161028743608j),(0.2892106927410021-0.011698508954711494j),(0.4786713065920306+0.163370233555235j),(0.028425178131113754-0.2040162168297762j),(-0.3060993869548326-0.004093671705537353j),(-0.2929554353256057+0.2622245555540632j),(-0.3062057131896249-0.25181440904937125j),(-0.051924464676863374-0.007852288483551597j),(-0.5522479003924711-0.005989412177304168j),(-0.31090721115019576+0.5041557468616534j),(-0.31034866519381993-0.5003990489907444j),(-0.051579481154525986+0.24336819981412194j),(-0.05188732028259013-0.24676312400785874j),(-0.5546522616694274+0.24803618347510917j),(-0.579586510927493-0.24311322373416552j),(0.1909946442422212-0.0019415485404022561j),(-0.7844367263768863-0.004175118598955036j),(-0.30656580531128097+0.7836278728668413j),(-0.27468179755592265-0.7711813025071828j),(-0.027328594323535297+0.4872176858368874j),(-0.05339289249491532-0.48930882726123515j),(-0.5648183283500368+0.4962490521664149j),(-0.5458039456501252-0.5139813081668391j),(0.18914706593433286+0.23392532837047222j),(0.1842643664158304-0.24365165484480045j),(-0.7816004531504877+0.25206753670857024j),(-0.8222768077616871-0.24321302729764044j),(0.42634628868600044-0.004539271234062057j),(-1.0491268333181714+0.06717800144525812j),0.0
