t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000
0.75,(-0.6197218788628255+0.10299536608486665j),(-0.033682875042772495+0.02082029844656346j),(-0.00022612956656967842-0.00016356910151061487j),(-0.0021894791739595076+0.047975953125300994j),(4.049078215956334e-06-3.834002188770873e-06j),(2.1846980311641804e-09+2.4987704379732093e-09j),(-1.3874980727849866e-06+1.8876300006209237e-05j),(-0.014714186451690795-0.010237324430606754j),(1.0376250102326756e-06-1.8406132661222839e-06j),(9.887177619243104e-06-3.769406412419149e-06j),(-0.0004464478838708084+0.00025332899214501505j),(2.226506925624412e-12+1.8814610936606948e-12j),(0.0006676040331576689-0.0001454704021184047j),(7.45889985981884e-05-2.5030359127311293e-05j),(-2.928898324066288e-20+4.4585429452515716e-20j),(1.8170858604343852e-19-3.8388781545111113e-19j),(-1.6168993273247934e-05-8.017032826552497e-06j),(0.00030434849772372326-1.4176180196954439e-05j),(3.4234647215858196e-06-1.0277548154920726e-05j),(0.004129704257138818+0.0009892567750488328j),(-0.6403589572780735+0.11606294316492187j)
0.76,(-0.2740709137929629+0.56268525640199j),(-0.0058626681022583525+0.03856450316634341j),(-0.0002761588493603031+1.2360095686037622e-05j),(0.037221678664641676+0.03460977760471016j),(1.2376688949336305e-06-3.746866700914226e-06j),(1.0456548800765852e-09+1.7185379163752362e-09j),(9.951021596026476e-06+1.9108962369975584e-05j),(-0.016311594185250713+0.004057232325877066j),(6.139245528028367e-07-2.547186591896252e-06j),(5.88178823022804e-06-1.1138053223042546e-05j),(-0.00016251037520949925+0.00043534354114660613j),(1.9734080238262423e-12+1.3382796643331658e-12j),(0.00041623813193239414-0.000627960974621741j),(2.9342373684414587e-05-7.713605877684408e-05j),(-1.7381274414063693e-21+4.9369595189752137e-20j),(-5.2630185899241597e-20-3.4003544418086576e-19j),(-1.6002666714831733e-05-5.30684809450448e-07j),(0.00024037053722125075-0.00016419521345542598j),(-5.554295997675221e-06-1.098967146633973e-05j),(0.004171325620000528-0.002401464991271224j),(-0.2762887227842335+0.5877361650612964j)
0.77,(0.29899755274837025+0.5471300011819288j),(0.02492844843980393+0.028832612676904054j),(-0.00020614236720185907+0.00017643851481449467j),(0.05314756592023023-0.006462176006823132j),(-3.997611545133554e-07-2.711330684824582e-06j),(3.8460696936481925e-10+1.1819190155661107e-09j),(2.0953164389669243e-05+1.2379976259209642e-05j),(-0.007220703277338651+0.013879596475091991j),(-1.630255008728119e-07-3.2595606818536645e-06j),(-3.6054570854439064e-06-1.455683282214418e-05j),(0.0001347828352940574+0.00038979217824528786j),(1.7572128021495639e-12+8.543235101332169e-13j),(-0.0001470698702222885-0.0008134525783450153j),(-4.2700665957435974e-05-7.472470706185877e-05j),(2.2657888542536205e-20+3.9922375111377306e-20j),(-1.926103954549318e-19-2.068822982124419e-19j),(-1.27532321871984e-05+5.391754446908995e-06j),(0.00010944555607940416-0.0002535455954447885j),(-1.3258834733213875e-05-4.265006169286947e-06j),(0.0015444993243249824-0.005255000916647913j),(0.31805561510328517+0.5644228325298919j)
0.78,(0.6169094065066085+0.07236198069521445j),(0.03694934078509022-0.00011663971683473391j),(-5.450672820256732e-05+0.00025847113572135616j),(0.030579171491383755-0.04702397550099681j),(-1.0218740361630803e-06-1.557708947353317e-06j),(1.7574055585905048e-11+7.899103593926078e-10j),(2.7289027948259323e-05-7.598624017823082e-07j),(0.00512862252101109+0.013517407449593809j),(-1.3923349246271786e-06-3.863268097075789e-06j),(-1.4830840965037678e-05-9.981809900736247e-06j),(0.0003053628092885832+0.0001899970605213887j),(1.5468847198329655e-12+4.267158385106134e-13j),(-0.0007282479901297225-0.0005410718632530246j),(-8.78445117980977e-05-1.5181656617689487e-05j),(3.7638507871959583e-20+2.0452482990149e-20j),(-2.291395654401078e-19-5.245488380102868e-20j),(-7.851454009913631e-06+8.634406389370146e-06j),(-4.329069762893876e-05-0.0002562541414430476j),(-1.3891431441853743e-05+7.272489452635008e-06j),(-0.002911067803835072-0.005538571301092855j),(0.6426043653424534+0.06745513648904444j)
0.79,(0.41418232293245866-0.45982673026641674j),(0.023158341586596506-0.026967448896127396j),(0.0001084850983554416+0.00023100804559750894j),(-0.017267107067860898-0.05579164219674234j),(-1.0259972578231431e-06-6.887820582700934e-07j),(-1.684265934348162e-10+4.940878466565935e-10j),(2.5213259413230565e-05-1.7045646240263505e-05j),(0.012360291146466215+0.004814958942239676j),(-3.1942766234438187e-06-4.162521356165592e-06j),(-2.1120260555392557e-05+3.1581681830350104e-06j),(0.00030686055901369574-3.514645980040145e-05j),(1.3204422538059772e-12+5.802623300968322e-14j),(-0.0009987265636169597+9.958759163664673e-05j),(-6.972805188684497e-05+5.942461339650249e-05j),(4.009004661599505e-20-2.5860945385127337e-21j),(-1.8417253852585776e-19+7.152927895053209e-20j),(-2.930798399632821e-06+9.13577052740388e-06j),(-0.00016568380740393358-0.00017701831387549046j),(-5.081169981367111e-06+1.6822979265336775e-05j),(-0.006827986065370588-0.002172583761648162j),(0.4257653129330952-0.4835551586080347j)
0.8,(-0.13549210084730257-0.6016379618218943j),(-0.004914775888156362-0.03358757881103193j),(0.00021569712906643117+0.00011580906356710441j),(-0.05583973355994572-0.022968702747824622j),(-7.759801099336673e-07-1.8364480156914756e-07j),(-2.4241784058600367e-10+2.691233875804966e-10j),(1.3270418171733191e-05-3.1039055756420855e-05j),(0.0108353472157968-0.005353202255705682j),(-5.678213157165377e-06-3.7882654465893867e-06j),(-1.6054274543245176e-05+1.9907812246259494e-05j),(0.000187825381361543-0.000182688871546219j),(1.0656168067262747e-12-2.434879890490744e-13j),(-0.0007682030603958162+0.000829164336233012j),(6.196578941292319e-07+9.328828546078268e-05j),(3.057467400926872e-20-2.2374488890333536e-20j),(-9.541164461098908e-20+1.3772852239205934e-19j),(8.237404226137979e-07+7.657956020711841e-06j),(-0.00021856338829518899-4.986313317411814e-05j),(9.459509404427178e-06+1.718094122086453e-05j),(-0.0072750494546890525+0.0037969763578009803j),(-0.14759693698230467-0.6251608747060795j)
0.81,(-0.5675572800560268-0.2361015913447314j),(-0.027024750353753367-0.01748263057216807j),(0.00023099355652152965-3.228385701534361e-05j),(-0.05452787379234633+0.029364418335569784j),(-4.973956158990825e-07+4.020228734777152e-08j),(-2.4695387458540204e-10+1.0041850835759519e-10j),(-6.4689949646264285e-06-3.672982675215032e-05j),(0.003113035716557101-0.010482160190643077j),(-8.78524851192122e-06-2.086480593662962e-06j),(2.001637669679145e-06+3.0635005304238935e-05j),(3.469137595806738e-05-0.00021750264948726096j),(7.809025912452849e-13-4.65444246791833e-13j),(-4.089987815280292e-05+0.0013075951492073652j),(7.187153587088117e-05+6.053707518743456e-05j),(1.2893901172694128e-20-3.355587577626677e-20j),(-1.8092204508046177e-21+1.4310246064953693e-19j),(2.9542291310433574e-06+5.274490585539239e-06j),(-0.00019090948010387174+7.580662856777755e-05j),(2.1013967323745668e-05+5.8093667477227414e-06j),(-0.0026802923010004706+0.008982059435861924j),(-0.5934956425676674-0.24044298211528004j)
0.8200000000000001,(-0.51889655635257+0.326134403432008j),(-0.02918663649057349+0.00818013170502577j),(0.00015939833037628332-0.0001524755792603883j),(-0.011819680232145687+0.061862630781316486j),(-2.845435022433457e-07+1.0118753078174998e-07j),(-2.0880750126633243e-10-2.1320986997941824e-11j),(-2.827498176573302e-05-2.9807432265364322e-05j),(-0.004938533291412811-0.008493276521650687j),(-1.1926755879856903e-05+1.8653992625863984e-06j),(2.6665188997951935e-05+2.5541595281528814e-05j),(-8.230177434872072e-05-0.00016446204394480487j),(4.763129101689798e-13-5.944977364919216e-13j),(0.00099322904756519+0.0012075350344074854j),(9.232280054295487e-05-1.4306512914869995e-05j),(-7.151436350381507e-21-3.3582617447134503e-20j),(6.737056824865157e-20+1.0295359418216137e-19j),(3.6287442197686414e-06+2.899291342946173e-06j),(-0.00010275925113742928+0.00015573911710464484j),(2.0843670851389807e-05-1.2183687639396021e-05j),(0.005290393977098849+0.009241200575962725j),(-0.5376424192714055+0.34405954163447416j)
0.8300000000000001,(-0.0330588383852712+0.6103143004434317j),(-0.012442595013277304+0.025483550253794528j),(3.917856274199716e-05-0.0002031998358692124j),(0.04102443863721273+0.04841665868610451j),(-1.5087157703552322e-07+9.11930017493523e-08j),(-1.4533352701330676e-10-1.0246490223408532e-10j),(-4.408013282101131e-05-9.88044885919351e-06j),(-0.008519967641202652-0.002061529903746459j),(-1.3538431447642791e-05+8.849757656613487e-06j),(4.4455471752320985e-05+1.1805197860788862e-06j),(-0.0001337293206784095-7.410931272887954e-05j),(1.734996709876829e-13-6.209244938007505e-13j),(0.001903324362795624+0.00028010264943140813j),(4.996179009508194e-05-7.658046900024175e-05j),(-2.3474605409268222e-20-2.3244899489261447e-20j),(9.806390993279436e-20+4.147431448897053e-20j),(3.332745739162991e-06+1.0602526250861342e-06j),(5.513290216301782e-06+0.0001680349034653459j),(6.397736459414111e-06-2.5856420301030095e-05j),(0.011679239934053015+0.002757089752415039j),(-0.030048495209593656+0.6355091346803975j)
0.84,(0.4781895767211052+0.37822647107024987j),(0.009893446308949162+0.024437041816517843j),(-7.833528093922737e-05-0.00017577054323720073j),(0.06329907681034802-0.0017419971436532025j),(-7.707688153584874e-08+6.221628490262429e-08j),(-6.826985721043036e-11-1.4749611631004259e-10j),(-4.612189838189234e-05+1.8292517206775543e-05j),(-0.006579566814425066+0.0041239841018612024j),(-1.0969577408186801e-05+1.8570476066044825e-05j),(4.081302197758836e-05-3.473228296507713e-05j),(-0.00012642815805503108+8.951515824920676e-06j),(-9.648556462651535e-14-5.441702245416667e-13j),(0.0019708392370188393-0.001394297643744537j),(-2.0807680718672395e-05-8.531074573014615e-05j),(-3.141438893696443e-20-6.272875074806703e-21j),(9.108810336364095e-20-1.7541890362534508e-20j),(2.581964805506874e-06-9.177640310622595e-08j),(9.155437038572057e-05+0.00011927761433864464j),(-1.5478096009461855e-05-2.485263494652455e-05j),(0.011088068060831712-0.007505016212034338j),(0.49945235422328615+0.3906459544160567j)
0.85,(0.5834770914299933-0.17194956704787065j),(0.02286207735442322+0.008395674777494673j),(-0.00015111694106023256-9.257578437710476e-05j),(0.03757134700065151-0.05001289374688776j),(-3.953501363494722e-08+3.6056059178301274e-08j),(1.3901186391733052e-11-1.5948625239495813e-10j),(-3.022250879378595e-05+4.5321214261400826e-05j),(-0.0015154778387301586+0.006657240163837657j),(-1.2427989731317032e-06+2.8458346618289366e-05j),(9.035719879311815e-06-6.393746200101715e-05j),(-8.526691828797473e-05+6.100411701231173e-05j),(-2.98063881769195e-13-3.780191629914949e-13j),(0.000502637208563132-0.003013918208666903j),(-7.04157646913391e-05-4.2933550389151325e-05j),(-2.8986977301308913e-20+1.1848451192857784e-20j),(5.788309010363483e-20-5.720218213440706e-20j),(1.758243887120394e-06-6.499483997903797e-07j),(0.00012801277452747332+3.806645915815249e-05j),(-3.133264920760325e-05-6.815389152548411e-06j),(0.0020965753537875442-0.01461825305976986j),(0.6054059936770639-0.18095890478281912j)
0.86,(0.1957740716392282-0.5745189398227546j),(0.019859156012907612-0.010268556461272024j),(-0.00016133033003322167+7.080091470836781e-06j),(-0.015622357743010112-0.05913001907870585j),(-2.09958770559957e-08+1.821419102374456e-08j),(9.440273031979947e-11-1.4037405485503463e-10j),(1.440958867284333e-06+5.9791958417787825e-05j),(0.00312462458754004+0.005070559290161666j),(1.6962363175285524e-05+3.3044970161821244e-05j),(-4.253038558821186e-05-6.509876543378185e-05j),(-3.588765795425398e-05+7.875295400299387e-05j),(-3.9896217806600794e-13-1.5378907991808992e-13j),(-0.00234051712037381-0.0030747849465216793j),(-7.447842639306718e-05+1.3800756619516264e-05j),(-1.7354949777059952e-20+2.551678192408267e-20j),(1.4551620374307415e-20-7.042174664459729e-20j),(1.0683171777662677e-06-8.044961412885229e-07j),(0.00011100466507241085-3.96232768166463e-05j),(-2.9167354615217664e-05+1.9326626515121044e-05j),(-0.010313012417499172-0.012341574173029883j),(0.2017864744790244-0.5963579537041149j)
0.87,(-0.35549285493905-0.49034899331145715j),(0.005433732618170203-0.0196528821877062j),(-0.00011770104111365835+8.548183489461819e-05j),(-0.054354710394770266-0.023388597393954408j),(-1.1545009251373415e-08+7.778043276667651e-09j),(1.6708697939998785e-10-9.118753138907603e-11j),(3.9417300215552666e-05+5.255018261666634e-05j),(0.004986577757333353+0.0012959202686566758j),(4.0575739498087274e-05+2.5136686315965103e-05j),(-8.997858128652758e-05-2.573267566107461e-05j),(4.668486783094102e-06+7.111366284922232e-05j),(-3.802589943222141e-13+8.043816066210331e-14j),(-0.004834887864538721-0.0003977529579110113j),(-4.66739253854734e-05+5.0825360825257546e-05j),(-3.930062299912132e-22+3.064442529348678e-20j),(-2.3823491867986024e-20-5.942126674752381e-20j),(5.781596882595117e-07-7.40403747390123e-07j),(5.767076653580669e-05-8.582865870515922e-05j),(-7.061661407020751e-06+3.7378402634742116e-05j),(-0.017270468924547602-0.0005540442507087021j),(-0.3682606511810622-0.5076362956795233j)
0.88,(-0.604265166214934+0.0072907899953315956j),(-0.009631262367382546-0.015763008197639417j),(-4.663234188495813e-05+0.00012073598996926715j),(-0.04962497331217069+0.02732368348507975j),(-6.327705658808946e-09+2.386047740307395e-09j),(2.256405674171884e-10-1.2253516588388572e-11j),(6.89518370821248e-05+2.1366355917170124e-05j),(0.0038817614962421932-0.0021074569081820332j),(6.037010916579558e-05-4.4549186167943417e-07j),(-0.00010232488568779558+4.699511952491681e-05j),(2.9553024541751796e-05+5.0497921269542066e-05j),(-2.466182876064398e-13+2.662514290213153e-13j),(-0.004305492419407647+0.004209184534338259j),(-1.4203528802155712e-05+6.435272060264478e-05j),(1.65215429964813e-20+2.582179745715699e-20j),(-4.714095587180089e-20-3.2799570865546184e-20j),(2.717636209764615e-07-5.910783143700217e-07j),(-4.399868359856714e-06-9.011107802290893e-05j),(2.365170042432048e-05+3.3737795342789186e-05j),(-0.01256846768780713+0.013301265223074203j),(-0.6245170768416385+0.0065046714301794095j)
0.89,(-0.3420859108682909+0.4963997482586893j),(-0.0162505500655574-0.0034649516597294373j),(2.194775055246348e-05+0.0001115199256799003j),(-0.008247879615949142+0.0530332890867606j),(-3.2245483611292104e-09+8.347462474442492e-12j),(2.6295576027569555e-10+9.660324165507934e-11j),(7.499477985022367e-05-2.5976334722380242e-05j),(0.0012337835866165275-0.0035407890756718615j),(6.262906650430113e-05-4.163626832813572e-05j),(-5.6959234122881585e-05+0.00012286208110887792j),(3.931261970808464e-05+2.7299407189676475e-05j),(-3.3566669737083296e-14+3.4767381539427947e-13j),(0.0005413229465096293+0.007350452342792394j),(1.623207978300349e-05+7.101037941595101e-05j),(2.813326942273646e-20+1.2661731443067446e-20j),(-5.185596118282587e-20-1.5671591235245176e-21j),(1.0187501401188178e-07-4.3324922981342956e-07j),(-5.001526305734257e-05-6.022945337486305e-05j),(4.388023174560391e-05+7.179179539274013e-06j),(0.001738766718472123+0.019016870210106396j),(-0.3546805314494987+0.5106544317934002j)
0.9,(0.20707239500392385+0.564437830233846j),(-0.01227316332568465+0.00832141448221312j),(6.674084269525443e-05+7.23501407426103e-05j),(0.03476799942116075+0.03639854686414287j),(-1.3530274339079918e-09-7.339676431703469e-10j),(2.706011708881477e-10+2.3586724063283235e-10j),(4.90410772641605e-05-7.222229573381595e-05j),(-0.001192544714640545-0.0029139494631575964j),(3.507384206112994e-05-8.553950638721078e-05j),(4.353976256600208e-05+0.00015677183737732297j),(3.818725118009343e-05+7.84713517660173e-06j),(1.9235485664614733e-13+2.895077917939963e-13j),(0.00724777412571119+0.005134517943942939j),(6.209221142246875e-05+7.191019840588654e-05j),(3.0836881169885474e-20-4.7256988205724684e-21j),(-4.037635970553928e-20+2.4405428403326296e-20j),(1.94266007181732e-08-3.0104683035797963e-07j),(-6.578222295668839e-05-1.540844088185992e-05j),(3.852017687199765e-05-2.8314882723564275e-05j),(0.01586516083582839+0.011553867988912189j),(0.2097693299540807+0.5820273797307555j)
0.91,(0.5784847198785862+0.1567154683850547j),(-0.0022955743923896623+0.01291675109726521j),(8.054235666166204e-05+2.387040597716951e-05j),(0.046456137117485356-0.0052297400369313235j),(-3.094084229216016e-10-6.935871310546658e-10j),(2.383491166017359e-10+4.0609848584126724e-10j),(-4.891252978277288e-06-9.593381987208968e-05j),(-0.0023244408178776433-0.0011923377981113074j),(-2.456561034905023e-05-0.00010958181057084511j),(0.00016166483165072163+0.00010933323057370668j),(3.115437001127363e-05-5.3919745611652084e-06j),(3.4513955846469514e-13+9.713283523263488e-14j),(0.01014087026694735-0.0028353512855999116j),(0.0001286581241648672+3.400251729002579e-05j),(2.3732226535867766e-20-2.0954283837232906e-20j),(-1.9046215439957178e-20+3.875293074607512e-20j),(-1.3749165307041558e-08-2.028101655951471e-07j),(-5.2918688221101795e-05+2.368361149432238e-05j),(7.259046312939211e-06-5.070186625122564e-05j),(0.019372861545694717-0.004381308247291213j),(0.5926302016335817+0.16544344855861814j)
0.92,(0.46067960606924724-0.37991089816335355j),(0.0066426798054689045+0.009385878050509045j),(6.865912524072759e-05-1.6447843339406325e-05j),(0.021916696708823243-0.037016848752524846j),(1.5477706453025952e-10-3.7284310311404573e-10j),(1.538384537043285e-10+6.076848488909447e-10j),(-6.848842253363452e-05-8.054120640549026e-05j),(-0.002088839689225643+0.0004629463626830637j),(-0.00010087373361131744-8.956454966365144e-05j),(0.00023210164023751192-2.6062185490756824e-05j),(2.2227605505262516e-05-1.2582554810240978e-05j),(3.445175082779238e-13-1.6982998459811464e-13j),(0.00481564997869538-0.011291549820184247j),(0.00016935883210263887-7.784222028265247e-05j),(8.890162021041203e-21-3.096075698139697e-20j),(4.3706607421560054e-21+3.952481484307154e-20j),(-2.2498306909115095e-08-1.3477692359122206e-07j),(-2.35432086124911e-05+4.34967353062989e-05j),(-3.31405737984485e-05-4.350102295234706e-05j),(0.009399085319122813-0.01741631701811457j),(0.47549317623803417-0.38455430993996265j)
0.93,(-0.04304773231611515-0.5929575816902449j),(0.0098311108900272+0.0016977785557142895j),(4.30125398180437e-05-3.949820263335019e-05j),(-0.015042038587185783-0.03624590148368319j),(2.376627636435217e-10-5.204099274529799e-11j),(2.410132394238254e-12+8.405867633881047e-10j),(-0.0001139097645079944-2.3846003566215372e-05j),(-0.0010837293256997548+0.001345595084141131j),(-0.0001596766395924441-1.3882698452124425e-05j),(0.00019010452133087305-0.00020374469132816646j),(1.3903546839609648e-05-1.5160312078159192e-05j),(1.5214187567936642e-13-3.9974325215862407e-13j),(-0.0067015943141901495-0.012372654720407782j),(9.866767841792269e-05-0.00023538854230397257j),(-9.24631117314552e-21-3.1505975358234537e-20j),(2.299250176110976e-20+2.878821340497084e-20j),(-2.091226339539818e-08-8.950883659125574e-08j),(6.704459053544574e-06+4.13966283817325e-05j),(-5.772619321687901e-05-7.436562101883621e-06j),(-0.006847063283599699-0.018168824934772565j),(-0.03715169180636732-0.6062205975188768j)
