t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B01_z_0000_00,B01_z_0000_01
0.6900000000000001,(-0.09144396837587926+0.2408547070129145j),(-0.15242652060242157-0.013024530452370751j),(-0.35198692954842903-0.3063072098017272j),(0.21241758491504736-0.04602247507704612j),(0.8809743246883733-0.30720561726843326j),(0.42761394076435943-0.10229593324599374j),(0.08984980824266477+0.21893674741394778j),(0.03659237732829173-0.4466478465570617j),(0.7124773758916199+0.11459700398904618j),(-0.3620947711864587+1.2359133738312524j),(-2.589943037722312-0.5664076858277379j),(0.8825827420694158+2.3084678617340346j),(-1.3230987093374877+1.2018916458359232j),(-0.3967958872059775-0.39295461875256926j),(-0.05891649863964884-0.5175313567918755j),(0.20363965234605205+0.1875476698885675j),(-1.390073944477653-0.9202277630406289j),(1.270570666757381-1.4140259492357612j),(-1.6747425630410975+0.13486709773866662j),(-0.7604047186688551-0.8646614318597412j),(0.2663162057173408+0.1595028258104054j),(0.6606521083496129+0.32332277741039955j),(-5.744483016332072+5.537181034782413j),(0.34858658497285905+1.2062755010367614j),(-0.4325284601262966-0.005206594467195959j),(-0.49200320972814715-1.0919811454004102j),(-0.47261446851697253-0.40651717917389296j),(-1.2595906913526353-0.2740726587763061j),(-46.09417921501188+16.291970166632723j),(-5.412072257129877+25.68122032404131j),(15.259788530521314+7.291045852846366j),(-1.5590192979675053+34.36575461607301j),(0.6532789407235593+0.8543831309469707j),(0.5579858624714074+0.6017473234429638j),(0.6740721658117891+0.9490993567672047j),(0.23796914420362614+0.022685926022556313j),(0.9556155658089891+0.5828092523058421j),(-1.7214176550542777-0.8231983610231601j),(-0.06743856513348757-0.21072707858597634j),(-0.0001305318835063199-0.8809633903081988j),(-0.09144396837587926+0.2408547070129145j),(-0.15242652060242157-0.013024530452370751j)
0.7000000000000001,(-0.11482607549704563+0.22816729097814556j),(-0.1548998423957338-0.007956217270964046j),(-0.32874300219624897-0.3271126912535765j),(0.21919706241452716-0.01424558568181215j),(0.8856752523348088-0.28554832749397263j),(0.43411508824177386-0.052500674415667206j),(0.07615876651488925+0.22488409912240004j),(0.06202959002251496-0.4171499942712726j),(0.7073030828071202+0.1416188162101114j),(-0.37019021843417577+1.302345106441355j),(-2.776423172762877-0.47241322358974575j),(1.0366522557146913+2.363086129695227j),(-1.2883565045529544+1.2057538136366193j),(-0.3986011393024457-0.4008849677236692j),(-0.028821870687987076-0.5195764708547408j),(0.19852851878735592+0.22220195529798825j),(-1.3512924082622195-0.8395340840548192j),(1.179807913788038-1.4289148829040201j),(-1.632402044767523+0.11412537458042005j),(-0.731089170619669-0.8675555162164429j),(0.2535319951733984+0.18489527827668434j),(0.655721783683812+0.36420143308631847j),(-5.501012913489609+6.068166867218495j),(0.26262430989207725+1.174620610302519j),(-0.40587119196389454-0.036656774309747404j),(-0.47372475204624703-1.0561118306268278j),(-0.43822393348830985-0.45186584187620926j),(-1.2411332459440723-0.2798079374114063j),(-46.471087628913175+16.948406854518463j),(-6.324788979471899+25.023143403549476j),(14.838076859410577+8.214525647070563j),(-1.0874190234057153+35.68736565738162j),(0.6499669131585493+0.8757794328445172j),(0.5474167828734885+0.6448915136234987j),(0.6723429797714867+0.9545583423084066j),(0.222327519031157+0.06298911449518395j),(0.9207626221097139+0.5965130485619774j),(-1.696334449343446-0.7849723117838276j),(-0.03942279600179416-0.21036603411953647j),(0.022280795949567965-0.8448793397442506j),(-0.11482607549704563+0.22816729097814556j),(-0.1548998423957338-0.007956217270964046j)
0.71,(-0.13693321790713464+0.2131629274888603j),(-0.15763037673939898-0.003476011814788428j),(-0.3047479871729591-0.3463923007401588j),(0.22406412709260454+0.018245021927636218j),(0.8902162315473843-0.26398305140382966j),(0.4389337439424582-0.002552433574253825j),(0.06155550160281976+0.23010523742110509j),(0.08603427228889443-0.38656366372878104j),(0.7009484921266806+0.16886412040200655j),(-0.37440079292425077+1.373810752822641j),(-2.9738456835698215-0.34923229368703324j),(1.2087024201299659+2.4089459505611175j),(-1.2547001706214709+1.207627431121537j),(-0.400080544062135-0.4082759125368657j),(0.0008053992953536079-0.5201769296897966j),(0.19154711871222166+0.2569678628674916j),(-1.308250991463967-0.7683214439662247j),(1.093076043563683-1.43575007987554j),(-1.5907076567683731+0.09301222085286492j),(-0.7020023500794168-0.8690807448179548j),(0.2390185623372063+0.20961489686673368j),(0.6506766777223159+0.40441299558045224j),(-5.222435129067985+6.578792851092438j),(0.16408667643174904+1.1452327134103504j),(-0.378739927919775-0.06622141113474013j),(-0.45355652687462444-1.0223507708848225j),(-0.40129188414439054-0.49414636842234255j),(-1.2216931461147422-0.2854713648496005j),(-46.815730129338434+17.604205057070867j),(-7.268804400761148+24.31682921100024j),(14.29724071416993+9.147198244945859j),(-0.5658961367072781+36.95020000551279j),(0.6471000625038965+0.8976623282849718j),(0.5374761210942105+0.688316210739297j),(0.6705164027721817+0.9606201152738953j),(0.20512199415042637+0.10277946220387292j),(0.8858693631582457+0.6091314662192773j),(-1.6730906803661956-0.7490196186308498j),(-0.012260916785293414-0.20801654248180024j),(0.04601857811153125-0.8090375657540442j),(-0.13693321790713464+0.2131629274888603j),(-0.15763037673939898-0.003476011814788428j)
0.72,(-0.15752427517186984+0.19596835493695586j),(-0.16052835806048288+0.0004212355842208249j),(-0.28011265766193605-0.3641328306291244j),(0.2269759726108947+0.0513282452857134j),(0.8946029594120942-0.24250059662167223j),(0.44208573924669914+0.047504135925101096j),(0.04608481225999718+0.23449640579868114j),(0.10841336278666236-0.3548966610274347j),(0.69339751450873+0.19640014879783954j),(-0.37400744873082764+1.4508351608051202j),(-3.179695767561921-0.19123726461350993j),(1.3997649714976341+2.4425060609989555j),(-1.222201267233409+1.2076092197517982j),(-0.4012240633428011-0.41514364941744336j),(0.029889835684390714-0.5194050559179744j),(0.18278100136948622+0.29176097425712255j),(-1.262178242612096-0.7060900509061806j),(1.0109979458938934-1.4354943654766275j),(-1.5496792172663774+0.07155282913769967j),(-0.6731355077196688-0.8693430146241988j),(0.2228416310781269+0.23360260232349275j),(0.6457010510684922+0.4439152494590752j),(-4.913957194147552+7.065206701358812j),(0.05303261829182197+1.118198839313525j),(-0.3510864984736806-0.09381445841454943j),(-0.4316218733164195-0.9904619056529997j),(-0.36211117368503687-0.5332104982552716j),(-1.2013077843283981-0.2910467418745059j),(-47.12762775280215+18.256784695662027j),(-8.239035414560316+23.559844328034007j),(13.639541819748068+10.080988385819614j),(0.002133410287248963+38.15467767240265j),(0.6447303904195951+0.9200843743727483j),(0.5283433922141251+0.7320951505065174j),(0.6685705281439736+0.9672734852323168j),(0.18632145482456977+0.14201756441843227j),(0.8508867833970476+0.6206908357372646j),(-1.6515540281477648-0.7151846841710626j),(0.013947949288394618-0.20367825690292704j),(0.07082664792511975-0.7732178134476576j),(-0.15752427517186984+0.19596835493695586j),(-0.16052835806048288+0.0004212355842208249j)
0.73,(-0.17637084690285407+0.17673720086711453j),(-0.16350683169592634+0.00375177296743485j),(-0.25494731961636613-0.3803308302639449j),(0.22790916249287874+0.0848808775394431j),(0.898840739350336-0.22109233058984487j),(0.4436121563102387+0.09762462100581744j),(0.02980087807505101+0.2379547761184816j),(0.12897755136778072-0.32218431279316784j),(0.6846339203256491+0.22431224046738218j),(-0.36815994630193205+1.533971480406057j),(-3.3898658318842316+0.007727114934357933j),(1.6103554246990108+2.4593881169429928j),(-1.1909204380563405+1.2057959064821497j),(-0.4020224659815353-0.4215053728783081j),(0.05836272532292195-0.5173364434640739j),(0.1723323630227544+0.3265128148833708j),(-1.214096822051296-0.6522352715823914j),(0.9340051353801361-1.4290820088857352j),(-1.5093251583404548+0.049774659162899165j),(-0.6444733987717026-0.8684404772442599j),(0.2050720584615972+0.2568109688648818j),(0.6409907444645824+0.4826738369406581j),(-4.581422191448676+7.5244149296166425j),(-0.07040404152384488+1.0933561445650297j),(-0.322890695415529-0.11934743634648969j),(-0.4080355324923043-0.9602131002075784j),(-0.32098238851958555-0.5689432332185507j),(-1.1800171483121595-0.2965156344543005j),(-47.40631692315756+18.903660495957542j),(-9.229992320483122+22.75002047330108j),(12.867423584587847+11.007386462932816j),(0.6133477504443167+39.30065841122322j),(0.6429161528786967+0.9431032657087915j),(0.520213732003367+0.7763097812495264j),(0.6664796154844657+0.9745093413433124j),(0.16590902371013624+0.18066670929150558j),(0.8157712193813406+0.6312043686382084j),(-1.6316051445931188-0.6833247331778497j),(0.03909467883538535-0.19736737355600995j),(0.096446717431498-0.7372088656296142j),(-0.17637084690285407+0.17673720086711453j),(-0.16350683169592634+0.00375177296743485j)
0.74,(-0.19326056521702747+0.15564873862790163j),(-0.16648317979500163+0.006542439332058102j),(-0.22936086458281063-0.39499226906026386j),(0.22686019996251489+0.11878039937004697j),(0.902934572535575-0.19974996052032215j),(0.44357950820591374+0.1477676991856051j),(0.012767610257279769+0.24037943162480122j),(0.1475449152851137-0.28848962511030446j),(0.6746423309704324+0.25270797684802276j),(-0.3558468145280578+1.6237982131749225j),(-3.59815756555532+0.2540285985064153j),(1.840131003907191+2.4543305944039213j),(-1.1609078400423967+1.2022833553961576j),(-0.40246726950244355-0.427379050546426j),(0.08616207306287733-0.5140492242486042j),(0.16031844419829683+0.3611726361641772j),(-1.1648377932734846-0.6060917659878415j),(0.8623676461887441-1.4173939901204058j),(-1.4696437211449958+0.027707426873929044j),(-0.6159955868584709-0.8664631646146823j),(0.18578496273718823+0.2792052205277443j),(0.6367513126766197+0.5206610532184782j),(-4.23112076434633+7.9542982018958375j),(-0.20602566706649533+1.0702658823152427j),(-0.2941588575258039-0.14273168562980007j),(-0.38290664548019715-0.9313750213473155j),(-0.2782094390966185-0.6012626007184039j),(-1.1578635367876353-0.3018573466193492j),(-47.65133680801761+19.54246089491498j),(-10.235815354375012+21.88553908990088j),(11.983814704984535+11.917619283835258j),(1.2645513919736204+40.38781189918849j),(0.6417230206515793+0.9667821568871475j),(0.5132989121649593+0.8210482489369211j),(0.6642140056522021+0.9823206691741856j),(0.14388106768318165+0.21869435661538048j),(0.7804847811141419+0.6406733883135557j),(-1.6131355525279163-0.6533086706204737j),(0.06306249620781663-0.18911693217669714j),(0.1226165018374961-0.7008115116231612j),(-0.19326056521702747+0.15564873862790163j),(-0.16648317979500163+0.006542439332058102j)
0.75,(-0.20800029175171514+0.13290617334877078j),(-0.16938055692629186+0.008829969070580554j),(-0.20345990169191924-0.40813210052901694j),(0.22384566151254195+0.15290782503721326j),(0.9068892677607395-0.1784653215156657j),(0.44207966675597765+0.1978978652661793j),(-0.004941105355796179+0.24167244460883178j),(0.1639447667707365-0.2539027959389558j),(0.6634097746935276+0.28172237390990007j),(-0.33585769318553876+1.720913260628908j),(-3.7957675588499793+0.5536741029387388j),(2.0874441584723176+2.421252274247458j),(-1.1322036251292888+1.1971657998116252j),(-0.4025506802927181-0.4327832062745081j),(0.11323248078807986-0.5096233753302964j),(0.14686984579334728+0.39570885419988017j),(-1.1150600524178187-0.5669678861764574j),(0.7962230286236389-1.4012423158712193j),(-1.4306241316118118+0.005383065963178748j),(-0.5876776436440362-0.8634927497234891j),(0.16505884941991816+0.30076414483632574j),(0.6331962317553879+0.5578542363704425j),(-3.8696086619334604+8.353570025812402j),(-0.35357360829828355+1.0481938994797866j),(-0.2649224106551486-0.16388064138665867j),(-0.35634152064935903-0.9037202763171859j),(-0.23409537540668837-0.630118807709548j),(-1.1348912884111586-0.30704892640012127j),(-47.8622492936318+20.170948295434837j),(-11.250338367060168+20.965021665636296j),(10.99214716573918+12.802673492587981j),(1.9526373832594184+41.415262818441185j),(0.6412254458831934+0.991189969450616j),(0.5078286920929086+0.8664041420438218j),(0.6617400333359024+0.9907025628532675j),(0.12024607367328735+0.2560735273056996j),(0.7449957863308005+0.6490884317259606j),(-1.5960458878753245-0.6250160344258078j),(0.08572930918444235-0.17897699316843388j),(0.14906847645138455-0.6638416764450186j),(-0.20800029175171514+0.13290617334877078j),(-0.16938055692629186+0.008829969070580554j)
0.76,(-0.22041912174550748+0.10873446702186472j),(-0.17212920929602535+0.010660123213119332j),(-0.17734797899774968-0.4197737425989085j),(0.21890189897400236+0.18715051593900484j),(0.9107095701982115-0.15723017296421948j),(0.4392295745353358+0.24798795332543414j),(-0.0232412930701486+0.2417400386342102j),(0.1780215727689587-0.21854001793706032j),(0.6509281088465521+0.311524401898289j),(-0.30673582186489157+1.8259231494910437j),(-3.970868556803746+0.9113981631480612j),(2.348812280053284+2.353503423106215j),(-1.1048384606130752+1.1905351740872019j),(-0.402265533426049-0.4377367126062528j),(0.13952495881562843-0.5041400729411422j),(0.1321288503160885+0.43011013819008176j),(-1.0652721014232738-0.5341713005091928j),(0.7356029441302059-1.3813614708495976j),(-1.3922477454555167-0.017164330026844112j),(-0.5594922456636331-0.859602416776864j),(0.14297476260765468+0.3214809233601447j),(0.6305451988515397+0.5942337840745937j),(-3.503538872667629+8.721684588443885j),(-0.5127194168343057+1.026098195403116j),(-0.2352363332517951-0.1827120789053416j),(-0.3284462310350097-0.8770228398798839j),(-0.18893851371574474-0.6554928538467041j),(-1.1111465307745545-0.31206520343047056j),(-48.03864404776598+20.78703229755618j),(-12.267160796808763+19.987607382298886j),(9.896663667538741+13.653601078037426j),(2.674650267285903+42.38219289754963j),(0.6415082708760156+1.0164016667503228j),(0.5040525421021268+0.9124749619529825j),(0.6590199378407937+0.9996522293304677j),(0.09502340882428652+0.29278407381251487j),(0.7092792057322076+0.6564302571485434j),(-1.5802444234626487-0.5983360381105028j),(0.10697002186469945-0.16701467191436375j),(0.1755293169648938-0.6261336646101322j),(-0.22041912174550748+0.10873446702186472j),(-0.17212920929602535+0.010660123213119332j)
0.77,(-0.23037111832245324+0.08337772713277583j),(-0.17466765427442757+0.012086665468271123j),(-0.15112490152804492-0.4299484904899759j),(0.21208433481377031+0.2214048775542314j),(0.9144003103133103-0.1360360029091213j),(0.43517079403248526+0.29802138064882516j),(-0.0420389194628411+0.24049382088955604j),(0.1896387891408627-0.1825415401978228j),(0.6371977711633932+0.34232516565708165j),(-0.26671779269268225+1.939424568336921j),(-4.108476328382221+1.3293723619846605j),(2.618374223906001+2.2443942665977414j),(-1.078834075695681+1.1824805428424507j),(-0.40160523321488095-0.44225859336927287j),(0.1649966787963422-0.4976810980535022j),(0.11624783343716988+0.4643861571229179j),(-1.0158541784059036-0.5070271536646856j),(0.6804565706134825-1.3584052159851934j),(-1.3544891543769129-0.03989857877461049j),(-0.5314101730586445-0.8548568189524066j),(0.11961549094815135+0.3413638790023374j),(0.6290225265288406+0.6297808272361429j),(-3.1395131469926594+9.058702021841722j),(-0.6830417327739156+1.0026246331110524j),(-0.20517751650410357-0.19915029519881092j),(-0.2993290611880047-0.8510577754685118j),(-0.14302894335987046-0.6773946831818598j),(-1.0866769553298066-0.3168788563771565j),(-48.18014185642133+21.38877984044942j),(-13.279730090082493+18.953021982688522j),(8.702376970337973+14.46157978832775j),(3.427720565959029+43.28746377150816j),(0.6426686220833039+1.042498473246496j),(0.5022417742851601+0.959360270770673j),(0.6560117718217258+1.0091689816119938j),(0.06824198522041752+0.3288138075950151j),(0.673317123259281+0.6626707885916092j),(-1.5656458252051564-0.5731666976093203j),(0.12665881337874557-0.15331401517733267j),(0.20172007301251776-0.5875434443829987j),(-0.23037111832245324+0.08337772713277583j),(-0.17466765427442757+0.012086665468271123j)
0.78,(-0.2377377038373524+0.0570961979508073j),(-0.1769437000520375+0.01317020359979085j),(-0.12488615049995813-0.43869487857942746j),(0.20346639398262067+0.25557886340691355j),(0.9179665747103937-0.11487384053736036j),(0.43006896141529194+0.34799404688188423j),(-0.061230091045491764+0.2378520657008019j),(0.19868244178192834-0.1460689945307684j),(0.6222335699809632+0.3743881411397704j),(-0.21365691822313485+2.0619736989650455j),(-4.190866499432515+1.8055972041000254j),(2.8874760032143088+2.088071830554031j),(-1.0542038230293063+1.1730876240693244j),(-0.4005636954773788-0.4463678369026379j),(0.1896106771733024-0.4903282963263792j),(0.09938784686312369+0.49856800659240524j),(-0.9670794409471426-0.48489016268084617j),(0.6306705416906229-1.3329471912092559j),(-1.3173172478543536-0.06278148893560931j),(-0.503401217297246-0.8493121055813538j),(0.09506485832815215+0.36043714331945287j),(0.6288556178356904+0.6644746005243325j),(-2.7839533097313587+9.365120837383078j),(-0.863986971143581+0.9761128483456971j),(-0.1748430054547504-0.21312819007044856j),(-0.2691028218212007-0.8256012706436292j),(-0.09664546384420736-0.6958609605167795j),(-1.061531622982839-0.32146050809642596j),(-48.28639989328247+21.974421946641392j),(-14.281435178249694+17.861635321832928j),(7.415235564670602+15.21825439472678j),(4.209151218789086+44.13014064543263j),(0.6448181403730336+1.0695680054161762j),(0.5026921184587235+1.007159450288471j),(0.6526693067943461+1.0192542179974982j),(0.03993885291262396+0.36415946627338625j),(0.6370992121652251+0.6677740238755967j),(-1.5521701011536155-0.5494140363586052j),(0.144671369564008-0.1379757080270036j),(0.22735711499243977-0.5479518716868685j),(-0.2377377038373524+0.0570961979508073j),(-0.1769437000520375+0.01317020359979085j)
0.79,(-0.24242964196628572+0.03016290754053748j),(-0.17891528862039321+0.013976918711245259j),(-0.09872240528785753-0.44605800736061596j),(0.19313813168391175+0.2895942213499438j),(0.92141390149404-0.09373407684880397j),(0.4241132235222721+0.39791583168182365j),(-0.08070143316105358+0.23374102564269564j),(0.2050642868283163-0.10930203266302195j),(0.6060736040163581+0.4080419081810826j),(-0.1449257550094795+2.1940362090009438j),(-4.19882609454453+2.3322183107228605j),(3.144604326068918+1.8807422835734862j),(-1.030953245445139+1.1624384016465796j),(-0.3991352924135271-0.4500832201881393j),(0.2133355178591606-0.4821630936250199j),(0.08171744728798855+0.5327083481299646j),(-0.9191334303928383-0.46715197911246253j),(0.5860854799924662-1.3054840698140855j),(-1.2806962268889752-0.08577294568964072j),(-0.47543500648074527-0.8430160041369086j),(0.06940713456225421+0.37874124338120896j),(0.6302734947924702+0.6982895470702272j),(-2.4429887851683785+9.641688117662346j),(-1.0548132204984126+0.9446156434267791j),(-0.14434812681168743-0.22458920803523236j),(-0.23788704959548754-0.8004310161191307j),(-0.05005298345985921-0.7109525610737552j),(-1.0357608035115828-0.3257788466558681j),(-48.357118802265894+22.54235680021506j),(-15.265708953023681+16.714504747132224j),(6.042020988755917+15.91580164901895j),(5.016317186232113+44.90910675446416j),(0.6480856078877182+1.0977042687426823j),(0.505726781591036+1.0559689823412002j),(0.6489419333854733+1.0299113845605534j),(0.010157746972830808+0.39882750977028186j),(0.60062322467839+0.6716969301977084j),(-1.5397417116620131-0.5269913627622702j),(0.16088705370520345-0.12111660272884847j),(0.2521538764726148-0.5072677284741258j),(-0.24242964196628572+0.03016290754053748j),(-0.17891528862039321+0.013976918711245259j)
