t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B00_z_0009_00,B00_z_0010_00,B00_z_0011_00,B00_z_0012_00,B00_z_0013_00,B00_z_0014_00,B00_z_0015_00,B00_z_0016_00,B00_z_0017_00,B00_z_0018_00,B00_z_0019_00
1.22,(0.5508281419391113+0.1946658985101712j),(0.15971529998775613+0.06535652510319528j),(1.4541943932588213+0.015743282120020408j),(0.18672505882102305+0.16448352430338592j),(-0.015558908119869944-0.3949521809491787j),(0.0477629412999026-0.0037539926108050396j),(0.15563614856633806-3.006493593357848j),(0.5967738497175259+0.2715893806302156j),(1.5860317935575603-0.12124496099715208j),(0.40639773940181767-0.60836485477328j),(0.3601234521314571-0.18968648717406775j),(0.5142485492283679+0.34366505319501767j),(0.3448476960867466+0.26351976214599737j),(1.2448554897990334-1.3611325047232172j),(0.2050553264873989+0.08680281874327003j),(-0.022684680282478865-0.23785400763210784j),(-0.023674643432772584-0.2904539654051225j),(0.01897555072836165-0.1402618248456021j),(0.6299190882515832+0.2439257495427973j),(1.4727302645233926+0.09430410929163838j)
1.23,(0.5467264226007147+0.1918811855268072j),(0.15840233015268335+0.05765725375835515j),(1.4537811754567986+0.017867437610327965j),(0.18337716729038758+0.15690940581451165j),(-0.010162921431801733-0.40764559387602795j),(0.04793652390012215-0.013607820686250039j),(0.11768188430427988-3.1203241822730825j),(0.5912496254080726+0.2683719593385785j),(1.5891408722032139-0.11810298125105491j),(0.4152641405847449-0.6190928046172265j),(0.36422393679257836-0.19455166938134177j),(0.5075588937443501+0.33882900517266407j),(0.33951919973721323+0.2577390581214535j),(1.2676674271526458-1.388460483504207j),(0.20325198452440077+0.07991396002777093j),(-0.018685404746072734-0.24962093820119488j),(-0.019093013516992434-0.30251950047015264j),(0.021688498820134825-0.15089837887813387j),(0.624899788746888+0.2412471523500013j),(1.4703738380889306+0.09642742897467477j)
1.24,(0.5427406873823738+0.1893155570941152j),(0.15725491945387313+0.0502530213780156j),(1.4533371812411167+0.019640395908324774j),(0.180193898718871+0.14962289647558383j),(-0.004664735092094614-0.4200085216301114j),(0.04830282631209363-0.023148636264677894j),(0.0745823854946278-3.237988703266808j),(0.585877506450624+0.26537694580703475j),(1.5920625822539047-0.1153904729788097j),(0.4240387220718165-0.6295908321612758j),(0.3683712057920409-0.19911572134426658j),(0.5010479174759136+0.334266574979039j),(0.3343435280903384+0.25223846106635506j),(1.2901563535983231-1.416131899053045j),(0.20160239910017283+0.07331253844797611j),(-0.014519138416125118-0.26104813510481906j),(-0.014362352661374278-0.3142455538227961j),(0.02458514640452086-0.16120036665918994j),(0.6200202405549416+0.23877235145249365j),(1.4680612976940852+0.098167120289104j)
1.25,(0.5388645811480786+0.18697082024121608j),(0.15626571204819675+0.04314616836115889j),(1.452874062941269+0.021060872701854774j),(0.17716861596115652+0.1426243961980208j),(0.0009262415738891345-0.4320338317536479j),(0.048854806237231665-0.03237276121504764j),(0.02586152495295821-3.359402875874005j),(0.5806503963096952+0.2626060592788256j),(1.5948116429151304-0.11311984442230377j),(0.4327059620194519-0.6398542426350879j),(0.37255554158259546-0.2033762670354814j),(0.4947070540248613+0.3299772991851011j),(0.3293132828033416+0.24701716736606494j),(1.3122530855719028-1.4441516939990928j),(0.20009916870258623+0.06700050195196784j),(-0.01019451059381184-0.2721293314319151j),(-0.009491592292632049-0.32562556794274045j),(0.027657077208667776-0.17116237118078648j),(0.6152740180812705+0.23650358078267794j),(1.4658051657739968+0.09952705362355979j)
1.26,(0.5350917118998435+0.18484786551822172j),(0.1554273089578828+0.036337990701835216j),(1.4524024606955428+0.022129137008430437j),(0.17429463336230958+0.13591335103663843j),(0.0066007230828218-0.44371566811839996j),(0.04958530037650101-0.041277552471913094j),(-0.02898332319768551-3.4844432854613614j),(0.5755611068695494+0.2600601058311147j),(1.597402351034699-0.11130087535792607j),(0.4412510872402158-0.6498795968205853j),(0.37676759066716486-0.20733214234216304j),(0.48852770020767905+0.32595977811356114j),(0.32442105159954016+0.24207342536862583j),(1.333888497730599-1.4725256852699413j),(0.19873487293609501+0.060978752086717825j),(-0.005720190245718244-0.28285946865112505j),(-0.0044896547462588525-0.33665422401754824j),(0.03089579984402016-0.1807801397292988j),(0.6106545920251595+0.23444219609474395j),(1.4636164271171064+0.1005124325762983j)
1.27,(0.5314156818020147+0.18294665587348236j),(0.15473230866272936+0.02982871536527501j),(1.4519319455869208+0.022846945124403606j),(0.17156525350752708+0.1294882323549732j),(0.01234959085013141-0.45504953272786913j),(0.05048706439486021-0.049861439246737034j),(-0.09047984196073781-3.6129433018920345j),(0.5706023909706444+0.25773896747160113j),(1.5998484197385632-0.10994073046582895j),(0.4496602028586842-0.6596647643994158j),(0.38099842038677245-0.21098340191680792j),(0.4825012484435608+0.32221166600712836j),(0.31965944266314156+0.23740452144337015j),(1.3549942693052748-1.5012604444006667j),(0.1975021126225203+0.05524712318859848j),(-0.001104843672011713-0.29323475802330606j),(0.0006345892311506937-0.3473275093737616j),(0.0342927923155691-0.19005063235745204j),(0.6061553608626954+0.23258866350501833j),(1.4615045098219939+0.10112969015418888j)
1.28,(0.5278301148641822+0.1812662190827652j),(0.15417334628030036+0.0236174803271251j),(1.4514709845987588+0.023217474751834194j),(0.16897380257064962+0.12334651988986049j),(0.01816393576914795-0.4660323622465267j),(0.05155281236840563-0.05812395558579707j),(-0.1591788671177597-3.744689158492531j),(0.5657669714867113+0.2556415945535665j),(1.602162847479639-0.10904398827902877j),(0.45792041715668896-0.6692089707874477j),(0.38523957073897386-0.21433131916677978j),(0.4766191160237288+0.3187296639789611j),(0.3150211168326733+0.23300676937224604j),(1.375503673963401-1.5303631717516122j),(0.19639354815072+0.049804366162086326j),(0.003642907786618396-0.3032527366875908j),(0.005872362872760552-0.35764277952491436j),(0.037839546227281376-0.19897206492637223j),(0.6017696788469185+0.23094255146700954j),(1.4594772886530187+0.10138639296330951j)
1.29,(0.524328681271137+0.17980464376360586j),(0.15374313114840144+0.017702319683259637j),(1.451026926632347+0.023245260621313216j),(0.1665136641532628+0.11748468908985756j),(0.024035099994451643-0.4766625979265211j),(0.05277525552822259-0.06606576768292503j),(-0.2356520621437208-3.8794163062389653j),(0.5610475669939349+0.2537660015239852j),(1.6043578186220016-0.10861268301612692j),(0.4660199596776115-0.6785128370588748j),(0.38948310069436715-0.21737837930409823j),(0.4708727713864867+0.3155095158771831j),(0.3104988175989192+0.2288755033220355j),(1.395352403679719-1.5598415742593892j),(0.19540193590605132+0.044648137190526j),(0.008514529793472522-0.31291231742361936j),(0.011215025444109794-0.3675988137345472j),(0.04152761044182646-0.20754394593556344j),(0.5974908805448415+0.22950252616449354j),(1.4575411090902928+0.10129115430714675j)
1.3,(0.5209051184028501+0.17855907899953363j),(0.153434482644031+0.01208015418447194j),(1.4506060085611603+0.02293613256958612j),(0.16417831152317286+0.11189820306107101j),(0.029954717578787607-0.4869402476788666j),(0.05414714012033753-0.07368869541162815j),(-0.3204892547324675-4.0168061561495j),(0.5564369141328098+0.2521092660209459j),(1.6064446359316888-0.10864635690538546j),(0.4739482907330144-0.6875784126906204j),(0.39372162856703236-0.22012826546596906j),(0.46525375755142506+0.31254600719584485j),(0.30608539893652403+0.22500507462481653j),(1.414479415968041-1.5897037576852104j),(0.19452016263590236+0.03977499167371575j),(0.01350161657918228-0.3222138311600677j),(0.01665411369808449-0.37719586306338043j),(0.045348633944931216-0.21576710642702485j),(0.5933123019863851+0.2282663503067696j),(1.4557008302689511+0.10085355664921027j)
1.31,(0.5175532486411365+0.17752573758901793j),(0.1532403640951113+0.006746787490396745j),(1.450213380072014+0.022297156679155872j),(0.16196133817920927+0.10658150940737804j),(0.035914753588055015-0.496866939147656j),(0.055661284207599186-0.08099572760850038j),(-0.41429556372109544-4.15648330907558j),(0.5519277868110449+0.2506675313361267j),(1.6084336846488658-0.10914212097311046j),(0.4816962005823331-0.6964092009851836j),(0.39794836609400147-0.2225858380044525j),(0.4597537128947572+0.30983296716158354j),(0.30177385102202475+0.22138885256938j),(1.4328277928651565-1.6199581452971072j),(0.19374127763505744+0.03518038363241574j),(0.01859593177024921-0.33115906139173207j),(0.022181382448070962-0.3864356899689028j),(0.04929440765923026-0.22364372233578939j),(0.5892272985541319+0.22723088530954563j),(1.4539598849440958+0.10008408347592405j)
1.32,(0.5142669941116486+0.17669990292314777j),(0.15315391466522899+0.0016969083717126706j),(1.4498531458564095+0.021336579755314614j),(0.15985648668821043+0.10152804220108624j),(0.04190754130367767-0.5064459627896822j),(0.057310613246961205-0.08799103071685276j),(-0.5176884956518223-4.298013342964089j),(0.5475130124417763+0.24943601225567577j),(1.6103344271807654-0.11009472266810331j),(0.4892558967349454-0.7050101771527241j),(0.4021571459865493-0.22475710712804425j),(0.4543643894753941+0.3073632741190271j),(0.29755732391435935+0.21801922937870982j),(1.4503455993122527-1.6506134354426518j),(0.19305852266370116+0.030858670761070666j),(0.023789448211679366-0.3397512697821758j),(0.02778884395550247-0.39532159865053645j),(0.05335690495028191-0.2311773287610172j),(0.5852292597945811+0.22639209684289308j),(1.452320354590455+0.09899406022098109j)
1.33,(0.5110403885592515+0.17607593948458522j),(0.15316847911689113-0.003075900979378929j),(1.4495284235607024+0.020063777114471024j),(0.1578576757591931+0.09673022926598611j),(0.04792581711774147-0.5156823041341075j),(0.059088194284651605-0.09467995048447052j),(-0.6312952413333264-4.440901179869559j),(0.5431854854546831+0.24840900428888366j),(1.612155426883707-0.11149661910022182j),(0.49662107804894146-0.7133877991474326j),(0.4063424428293326-0.22664919915664558j),(0.4490776691475171+0.3051288643293014j),(0.2934291492962869+0.2148876295189253j),(1.4669867280878337-1.6816786104713664j),(0.19246535954083718+0.026803125248554202j),(0.029074386500244062-0.34799521236340886j),(0.03346880581526824-0.40385845548096516j),(0.05752832056931665-0.2383728257469018j),(0.5813116213805489+0.22574506372452058j),(1.4507830577399936+0.09759560358960319j)
1.34,(0.507867586600794+0.17564730694859404j),(0.15327763538492464-0.007579150441548351j),(1.4492414157762485+0.01848920339448478j),(0.15595902553859783+0.09217950489875582j),(0.05396275273468386-0.5245826645924682j),(0.06098726862222928-0.10106900650037554j),(-0.7557504499542501-4.584589985637069j),(0.5389381783576852+0.24757989628881905j),(1.6139043988962518-0.11333805506082183j),(0.50378699456566-0.7215500114564041j),(0.41049938731906827-0.2282703167225532j),(0.44388557771943543+0.30312074428542063j),(0.28938286039596056+0.2119845234541028j),(1.4827117182479628-1.7131630089140935j),(0.19195549538613338+0.023005950424086798j),(0.03444325193895285-0.35589714589460036j),(0.03921390701795644-0.4120526990300588j),(0.061801107783941704-0.24523647528802534j),(0.5774678744998107+0.2252839901324648j),(1.4493476496681623+0.09590157835416512j)
1.35,(0.5047428706409682+0.1754065778552752j),(0.15347521991807567-0.011821421242321759j),(1.4489934942459228+0.016624345879332154j),(0.15415488112866216+0.08786632809801166j),(0.06001198431444545-0.5331554704024941j),(0.06300128281862832-0.1071658794502958j),(-0.8916947957081021-4.728460462169518j),(0.5347641506630603+0.2469411864629947j),(1.615588285543455-0.11560714534548368j),(0.510750492315317-0.7295062421294393j),(0.41462377394931654-0.22962969331219774j),(0.4387802974397846+0.30132900663641876j),(0.28541221022652896+0.2092994459299058j),(1.4974885341651-1.745076471715049j),(0.1915229055130206+0.019458303223124807j),(0.03988886962478583-0.3634648241041527j),(0.04501715187258373-0.4199123393672365j),(0.0661680134598823-0.25177588940605783j),(0.5736915729862752+0.22500222110642012j),(1.4480127315535947+0.09392556048337318j)
1.36,(0.5016606557735742+0.17534545881086838j),(0.15375535077304664-0.015812339074736524j),(1.4487852943778727+0.01448167966119886j),(0.15243983434795086+0.08378020631411877j),(0.06606763822557601-0.5414108695134708j),(0.06512391790699923-0.11297939106695527j),(-1.0397746725893724-4.87183027460427j),(0.5306565560233605+0.24648450176544467j),(1.6172133534527982-0.11828996119783977j),(0.517510042647354-0.7372673934145965j),(0.41871206235884034-0.23073754259529397j),(0.4337541781099726+0.29974284979930493j),(0.2815111882975003+0.20682101883764772j),(1.5112932927664657-1.777429571673536j),(0.1911618540045887+0.016150322407358895j),(0.04540441739119651-0.3707074837089046j),(0.05087194148777327-0.42744694651578446j),(0.07062211087408299-0.2580000092802158j),(0.5699763385462387+0.2248922613015762j),(1.4467759672521823+0.09168180531633471j)
1.37,(0.49861549302133723+0.17545481516536188j),(0.1541124484705759-0.01956254117339945j),(1.4486168180887167+0.01207462384557605j),(0.15080874376846262+0.07990972467825073j),(0.07212435312189994-0.5493607164493817j),(0.06734911672041223-0.11851947684703792j),(-1.2006433492554713-5.013953213988969j),(0.5266086479487931+0.24620062065463955j),(1.6187853092044022-0.12137062092462488j),(0.5240657559692647-0.7448458264268605j),(0.4227613726649428-0.23160500302914402j),(0.4287997471355928+0.2983506013247028j),(0.27767403596417667+0.2045369786798565j),(1.5241109274947358-1.8102339331549484j),(0.19086691203078568+0.013071162415257761j),(0.050983456344525724-0.3776358202758729j),(0.056772102533216594-0.43466762812301446j),(0.07515683006202901-0.26391907554900274j),(0.5663158644629127+0.2249457969532276j),(1.445634205841743+0.08918521939961956j)
1.3800000000000001,(0.49560207129187933+0.1757246991039122j),(0.15454125464718274-0.02308363753426135j),(1.4484875429454955+0.009417497939953045j),(0.14925675307718111+0.07624258061704076j),(0.07817729811148119-0.5570185454120536j),(0.06967110923715358-0.12379715169954132j),(-1.3749638793372423-5.154017532027071j),(0.5226137844981452+0.24607949919468455j),(1.6203094300807195-0.12483138488757961j),(0.5304193801091156-0.7522553403268184j),(0.4267694751974234-0.23224407825577773j),(0.42390971883869677+0.29713974506865587j),(0.27389526059029234+0.2024342086290407j),(1.5359357788803196-1.8435026466799207j),(0.19063297399002033+0.010209032665934672j),(0.056619958758995274-0.38426195416087994j),(0.062711913036123-0.4415869965976553j),(0.0797659855296086-0.2695445900318379j),(0.5627039181868486+0.2251537210047805j),(1.4445836081069778+0.08645133456804126j)
1.3900000000000001,(0.49261521844497225+0.17614438108083985j),(0.15503684855834926-0.02638816652079045j),(1.448396535538575+0.006525477553275447j),(0.14777930782115808+0.07276562371026599j),(0.08422218684976805-0.564399532103457j),(0.07208443587419347-0.12882446877818116j),(-1.5634139846941337-5.291142701308662j),(0.5186654323493559+0.24611030047042204j),(1.6217907062840315-0.12865275515319524j),(0.536574283839423-0.7595111465241001j),(0.4307347751310142-0.23266757382854583j),(0.4190770033568314+0.2960969522097426j),(0.27016964870372995+0.20049877514345793j),(1.5467721034480812-1.8772507803326037j),(0.190455271579957+0.007551242090381286j),(0.062308333127696236-0.39059938691995755j),(0.06868612500819403-0.4482191261452048j),(0.08444380119159575-0.27488926924287754j),(0.5591343432375666+0.22550616134627396j),(1.443619775146735+0.08349628286546075j)
1.4000000000000001,(0.4896499018764066+0.1767023845173006j),(0.15559466150873041-0.02948954515147866j),(1.4483425669974277+0.0034145485689795123j),(0.146372170603981+0.06946490060393243j),(0.09025528745755014-0.5715204449482415j),(0.07458396867613354-0.13361447183172387j),(-1.7666930008289878-5.424373656214472j),(0.5147571706629777+0.24628142728050367j),(1.6232339908544662-0.13281358007640628j),(0.5425354264038356-0.7666298384484473j),(0.4346562925824998-0.2328890308131674j),(0.4142947154531378+0.2952081161373964j),(0.26649227832556843+0.19871596907739017j),(1.5566344949907418-1.911495987205061j),(0.19032938592060172+0.005084248620953213j),(0.0680434462059048-0.3966629487392782j),(0.07468998374603526-0.45457950029828265j),(0.08918493243403663-0.27996699018262877j),(0.5556010608521541+0.22599251210528623j),(1.442737877298806+0.08033677096659486j)
1.41,(0.4867012290264003+0.17738652367710658j),(0.15621048930206505-0.03240201440911138j),(1.4483242285596873+0.00010145903503877042j),(0.14503143480764383+0.066325704750269j),(0.09627342823610174-0.5783995865793696j),(0.0771649303661808-0.13818114147909602j),(-1.985530785052443-5.55267136094468j),(0.510882695151659+0.24658055806624452j),(1.6246441534482459-0.13729116401323438j),(0.5483093141645224-0.7736293574516995j),(0.4385336387918494-0.23292265680685806j),(0.4095561835541938+0.29445839122409806j),(0.26285853064859316+0.19707035119871186j),(1.5655482150179216-1.9462592054907675j),(0.1902512578673456+0.0027937133328031377j),(0.07382064192680782-0.40246873756383983j),(0.08071924370011219-0.460684950688136j),(0.09398448523544148-0.28479272899333324j),(0.5520980718194586+0.22660146792717123j),(1.4419327815947518+0.0769900528697987j)
1.42,(0.48376444821525344+0.17818394462947607j),(0.15688050281747876-0.03514057995060723j),(1.448340045123451-0.0033963318654063805j),(0.14375353691732334+0.06333263070968863j),(0.10227399922390315-0.585056726607156j),(0.07982291124502879-0.14253933587966683j),(-2.220698226912318-5.674898336633698j),(0.5070358227610989+0.246994686028058j),(1.6260262341270877-0.14206138220778122j),(0.5539039457300773-0.7805289554188424j),(0.44236698904378957-0.2327832549090526j),(0.40485495931839754+0.293832235480715j),(0.259264101232727+0.1955458020032202j),(1.573549432405689-1.981565445536923j),(0.19021719666218298+0.0006645588998985524j),(0.079635757116745-0.408034050721219j),(0.0867701808624371-0.46655358793198254j),(0.09883803232057209-0.28938249314957243j),(0.5486194589334644+0.22732106117698161j),(1.4411991759824834+0.07347389977837698j)
1.43,(0.48083495019587635+0.17908116920253384j),(0.15760125682956797-0.0377209486273958j),(1.448388584756116-0.007060708246308748j),(0.1425352675273694+0.06046963271773974j),(0.10825494970896996-0.5915130268220757j),(0.0825538839425001-0.14670472632241421j),(-2.4730186505091676-5.78979756448074j),(0.5032104973524885+0.24751016137536613j),(1.6273855933665513-0.14709880069198294j),(0.5593287471254539-0.7873491546775817j),(0.44615705300706027-0.2324861511595899j),(0.4001848280173439+0.29331345708038953j),(0.2557050108716818+0.19412557569298608j),(1.5806853758788662-2.0174446563364894j),(0.1902238870776957-0.0013189679967544874j),(0.0854851339856912-0.41337730993221067j),(0.09283960167913856-0.4722047256163582j),(0.10374162635955844-0.2937532479247676j),(0.545159390486313+0.22813870199111488j),(1.440531688591797+0.06980656626764745j)
1.44,(0.4779082707919034+0.18006414182689648j),(0.1583696971968761-0.04015946125041171j),(1.4484685622025513-0.010872955659367339j),(0.14137378110500082+0.057720087192285316j),(0.11421478187563587-0.5977909600824677j),(0.08535421604496604-0.1506937283003379j),(-2.743378935876157-5.895962973340729j),(0.4994007967531336+0.24811273664985947j),(1.6287280546143366-0.15237680078605642j),(0.564594498723145-0.7941117058053629j),(0.4499050431733654-0.2320471209363725j),(0.3955398199857776+0.29288526472162557j),(0.25217761626765245+0.19279235816446144j),(1.5870144068925545-2.0539326627417043j),(0.19026839521053493-0.0031732306903315844j),(0.0913656294172161-0.41851798067374174j),(0.0989248485489198-0.4776587984375712j),(0.10869181026288445-0.297922837926481j),(0.5417121252000946+0.22904122110255426j),(1.4399250003720938+0.06600675203939495j)
1.45,(0.47498009496152144+0.18111827916432152j),(0.15918316654704073-0.04247302205122419j),(1.4485789345331117-0.014813823054195506j),(0.14026660458389753+0.05506685883230886j),(0.12015254082247599-0.6039142242089935j),(0.08822068063845326-0.1545234286683952j),(-3.0327385764875325-5.9917995306710505j),(0.49560094151076883+0.24878761505556027j),(1.630060035918586-0.1578677075095762j),(0.5697132557665051-0.8008395439417313j),(0.4536126420674489-0.23148231477582407j),(0.3909142233623815+0.2925303217851097j),(0.24867862062935572+0.1915283288307618j),(1.5926060246629734-2.0910721642389527j),(0.1903481730790917-0.004915133374511372j),(0.09727462112890814-0.423476486910556j),(0.10502380202028837-0.4829372756161777j),(0.11368562465829708-0.30190990452855093j),(0.5382720189670052+0.23001491535937435j),(1.43937394950602+0.06209355878662171j)
1.46,(0.472046262591135+0.182228522411796j),(0.16003940858702184-0.04467902530217277j),(1.4487189871991755-0.018863588467475798j),(0.13921164485327578+0.05249236993943273j),(0.126067801237196-0.6099076522487968j),(0.09115046482256639-0.15821150950469073j),(-3.34213409054607-6.075470811352364j),(0.49180530564812625+0.24951950172196977j),(1.6313886673988995-0.1635429209251032j),(0.5746982643816632-0.8075567442232814j),(0.45728196887490397-0.23080818404731338j),(0.38630259830405556+0.29223080422079545j),(0.24520508428351906+0.19031522608089635j),(1.5975408194502982-2.1289137865310295j),(0.19046106217397063-0.006562049179933894j),(0.10321001081774014-0.42827412224111205j),(0.11113487984769255-0.4880625707334517j),(0.11872061266790293-0.30573380004657114j),(0.5348335337298349+0.2310455958517074j),(1.4388736261009847+0.058086441921191785j)
1.47,(0.4691027762799277+0.18337939216615914j),(0.16093657116351764-0.046795279564358534j),(1.4488884089207326-0.023002128151074518j),(0.138207195199366+0.049978672575957415j),(0.1319606510534706-0.61579712048512j),(0.09414117626353007-0.16177616930620628j),(-3.672674464129355-6.14483174324056j),(0.4880084296678622+0.25029265781826426j),(1.6327218916447321-0.16937304915611273j),(0.5795638749954314-0.8142884769687021j),(0.46091554609666796-0.23004140687840918j),(0.3816997928107934+0.29196846208133936j),(0.24175443536150942+0.18913441615621415j),(1.6019103946427582-2.16751717847873j),(0.19060529610001342-0.008131745891310894j),(0.10917022444378174-0.43293295851092356j),(0.1172570331079438-0.49305794914527784j),(0.12379482213174324-0.3094144995060113j),(0.5313912487892507+0.23211863855733444j),(1.4384194557847148+0.05400515714648664j)
1.48,(0.46614581132673644+0.18455504572796075j),(0.1618732081921147-0.04883993003375911j),(1.449087354016152-0.02720898866098016j),(0.13725194074576935+0.04750752315846444j),(0.13783167244310718-0.6216094555549193j),(0.09719084786548522-0.16523604215282645j),(-4.025522786953573-6.197344782614826j),(0.4842050360043345+0.2510909574266298j),(1.6340685444905878-0.17532804156643417j),(0.5843254550561043-0.8210609632525989j),(0.4645162667903317-0.22919881469258904j),(0.377100960247254+0.291724684594571j),(0.2383244805917121+0.1879669652004748j),(1.6058172826765142-2.206952149168831j),(0.19077950243527753-0.009642309718071992j),(0.11515420983898063-0.43747575293481133j),(0.123389739612502-0.497947434114608j),(0.12890680544730249-0.31297251084074884j),(0.5279398747713037+0.23321903741014674j),(1.4380072709822371+0.04986970207789968j)
1.49,(0.46317172807501183+0.18573933671531773j),(0.16284828056415807-0.050831379453450724j),(1.4493164909964003-0.031463461261022806j),(0.1363449629272599+0.04506045907325674j),(0.14368192051424616-0.6273723420006639j),(0.10029794064743905-0.16861011546778973j),(-4.401860889168179-6.229978310374395j),(0.48039004705849886+0.2518979470709699j),(1.635438414026084-0.18137732037597318j),(0.5889993028964826-0.8279014315186535j),(0.4680873629002214-0.22829731968592926j),(0.3725015785912913+0.29148056864084587j),(0.2349134161951414+0.18679371421432425j),(1.6093748843266849-2.2472998429724673j),(0.19098270391595476-0.011112067531482878j),(0.12116143185468388-0.44192585474034884j),(0.1295329948776459-0.5027557127699894j),(0.13405561721223228-0.31642878433563765j),(0.5244742704285226+0.23433145968858474j),(1.4376333688296565+0.045700253317668374j)
1.5,(0.4601770867106994+0.18691587684863326j),(0.16386115612808017-0.05278820805477911j),(1.449577036481216-0.035744657855532984j),(0.1354857430185787+0.042618876888673586j),(0.14951290009276028-0.6331142315264578j),(0.10346134491882217-0.17191764699008136j),(-4.802821131613126-6.239085335496873j),(0.47655860588602267+0.25269690778299236j),(1.6368422761406662-0.18748990883180622j),(0.5936025644893089-0.8348380758946935j),(0.471632375112604-0.22735384353528j),(0.36789747137985296+0.29121699047049265j),(0.23151983884729105+0.18559535661727325j),(1.6127074654455344-2.2886539543768656j),(0.1912143190371644-0.012559507979662772j),(0.12719186528168636-0.4463071123006135j),(0.13568730093291198-0.507508042947492j),(0.1392408098697937-0.3198046220918861j),(0.5209894623814825+0.23544030361244375j),(1.4372945548831753+0.04151709956951819j)
1.51,(0.4571586645424754+0.188068099754836j),(0.16491160882736372-0.054729092983114125j),(1.449870773748449-0.040031587560180236j),(0.1346741647259944+0.04016411172923111j),(0.15532654096016082-0.638864255156554j),(0.10668037984939836-0.17517808155584258j),(-5.22937536002436-6.220265243370184j),(0.4727060995374721+0.25347091957071627j),(1.638291905364804-0.1936345539667899j),(0.5981531547307882-0.8419000168837446j),(0.47515512460123754-0.22638524759822787j),(0.3632848302597844+0.29091468046190233j),(0.2281427566341688+0.18435251809040035j),(1.6159502498901412-2.3311219890337798j),(0.19147416213837248-0.014003201889529249j),(0.1332459857897079-0.4506437816678653j),(0.1418536532584555-0.512230161909651j),(0.14446242756308558-0.3231215882504766j),(0.5174806678356534+0.2365297580258081j),(1.4369881720069497+0.03734057152623025j)
1.52,(0.4541134757248612+0.18917932662499065j),(0.1659998170608507-0.05667272765524587j),(1.4502000554944063-0.04430323295540683j),(0.1339105158352657+0.03767751736734422j),(0.16112517190809408-0.6446521394101051j),(0.10995479152932999-0.1784109682627548j),(-5.682160327656772-6.168214802044576j),(0.46882818497413997+0.25420292813447165j),(1.6398000602381613-0.19977984196841897j),(0.6026696847546733-0.8491172651153954j),(0.47865968695373406-0.22540826483534696j),(0.35866023898631366+0.2905543006820464j),(0.22478159989561594+0.18304583834099983j),(1.6192496523360114-2.3748265827785886j),(0.19176244301941064-0.015461722361961468j),(0.13932475913942158-0.45496043735370273j),(0.14803352614448195-0.5169481978609054j),(0.14972099840516964-0.3264014206586536j),(0.5139433202316406+0.23758386403102733j),(1.4367121140664116+0.03319096937415442j)
1.53,(0.4510387933134271+0.19023283354153972j),(0.1671263613131921-0.05863774148609631j),(1.4505677906563479-0.0485386250457029j),(0.13319548889551774+0.035140546579958264j),(0.16691149394811933-0.6505081275133745j),(0.11328474961264041-0.18163587856464913j),(-6.161231020693714-6.076580296314967j),(0.4649208174049921+0.25487581365229994j),(1.641380442896183-0.20589430425410174j),(0.6071713966344036-0.8565206888500935j),(0.4821503684925968-0.22443943365823257j),(0.3540206986466931+0.2901165249685222j),(0.22143623181524083+0.18165605439653945j),(1.6227637001690047-2.4199068962469017j),(0.19207976610925004-0.01695356496380179j),(0.1454296289198315-0.4592818861282646j),(0.1542288567611868-0.5216885850974936j),(0.15501752536804092-0.3296659446095942j),(0.5103730977067508+0.23858657842332626j),(1.4364648243093672+0.029088488828972525j)
1.54,(0.44793217346880865+0.19121192027099068j),(0.16829222108433564-0.06064262041263625j),(1.4509774154216566-0.0527169159720556j),(0.13253018090481883+0.032534831309794204j),(0.1726885529872876-0.6564629065732104j),(0.11667084263232004-0.18487232581427132j),(-6.665724355895779-5.9378285058722975j),(0.46098028081073805+0.2554724614302396j),(1.6430476330058432-0.21194651250690155j),(0.6116781066808104-0.8641419859347628j),(0.4856316851280167-0.22349503388282912j),(0.34936365382209855+0.28958212120597326j),(0.21810695858446505+0.18016408500008896j),(1.6266627000486396-2.466520109076508j),(0.1924271291854081-0.018497068417943754j),(0.15156250305748672-0.4636330845336865j),(0.16044202821651998-0.5264779835437344j),(0.1603534759844829-0.33293698922754345j),(0.50676595416355+0.2395218387576622j),(1.436245278579639+0.02505314664452076j)
1.55,(0.44479148155398013+0.19209998029461905j),(0.16949877112756248-0.06270562863295072j),(1.4514328488150667-0.056817448593983105j),(0.13191609195029638+0.029842262164286888j),(0.17845971224659643-0.6625475415366741j),(0.12011407206815493-0.1881396867410291j),(-7.193346483206731-5.74319247762867j),(0.4570032203417859+0.2559758341833948j),(1.6448169965861057-0.2179051611660694j),(0.616210158394503-0.8720136609109171j),(0.4891083438040664-0.2225910249466697j),(0.3446870193390589+0.28893203542058415j),(0.21479453893917205+0.17855111564356912j),(1.6311302125338902-2.51484304448416j),(0.1928059216177072-0.02011033619073427j),(0.15772573933244538-0.4680390607275561j),(0.16667585186250664-0.5313432033386613j),(0.1657307710437682-0.3362363070115321j),(0.503118152658227+0.24037362985871052j),(1.436052953770907+0.021104706520825432j)
