t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019
0.6,(0.023861713152283186-0.02625789647339439j),(0.014824376534199137-0.16451526438235609j),(-0.008044156305673247+0.0030755117441030526j),(0.0008365238289659198+0.0070994876700904465j),(-1.2262639634284103+5.869517531945192j),(-0.03381698873099731-0.080948545364422j),(-1.02181228728521-2.169603524483017j),(0.0008431417057749051+0.0014723905682877592j),(0.005111114336210489+0.006365777231126718j),(-4.51986466190406+4.604674618629367j),(-1.1404052169988421-5.055226429927868j),(-8.206094897106764e-05+5.581261755112859e-05j),(-0.0015728238839885448-0.0012371639897335493j),(-0.08193845017640833-0.083406820847122j),(0.027227364876756532-0.19437565910951826j),(-0.12286681641906447-0.570237795944569j),(5.898542571271481-1.0015823130353398j),(0.3312337134565678-2.0362028577400153j),(-0.002279892995314772-0.0010343106073676315j),(0.0012407549204710559-0.0010657886493169503j)
0.61,(0.020517712174429298-0.033233588999563905j),(-0.01287126317821824-0.1845834337399841j),(-0.007512059182136778+0.004545296971885012j),(0.0014411985729336709+0.008285756346186245j),(-0.3824695042640198+6.4540806246614215j),(-0.05988296672541767-0.09250396206663919j),(-1.2936705385355087-1.8279646333978088j),(0.0012023082205119668+0.0014810538504969862j),(0.006326790899304668+0.0053794845605830924j),(-3.83474692237435+5.588482954188159j),(-2.2817553353838838-5.136650850142397j),(-8.643335431567426e-05+7.509352676602583e-05j),(-0.0019819107201231798-0.001147629695931557j),(-0.09399122894306636-0.06935284113101561j),(-0.007159145211646775-0.2191520843788974j),(-0.2508226239234337-0.6573539838681336j),(6.266751339015338-1.9631366194324578j),(0.047202880207019016-2.289552308070137j),(-0.002746213986396903-0.000687692277951729j),(0.001069938406502905-0.0012744074628597765j)
0.62,(0.015356901006927604-0.04019266801876346j),(-0.047644865032351685-0.20192534609769391j),(-0.006672598358372372+0.005942109831350814j),(0.0022979080222133457+0.00962249986190038j),(0.6083652699503532+6.94630054621225j),(-0.09319861327243026-0.10111274339278906j),(-1.4831944990312331-1.4648170677927204j),(0.0016117001259204759+0.0014204087681511525j),(0.007351574148046781+0.004121644385529395j),(-2.941102290968981+6.475190444883869j),(-3.5182404554880993-4.977466680699269j),(-8.8098556787706e-05+9.886331588127505e-05j),(-0.0024456883828994583-0.0009650175583255593j),(-0.10370296641169474-0.0532950792027278j),(-0.050435922148540285-0.24003749628344184j),(-0.4156675342594039-0.7346149721525231j),(6.528231597992726-3.066151345112755j),(-0.30736735278039307-2.5248819671707365j),(-0.003197402018577582-0.00019266658201719396j),(0.0008557949358886783-0.0014574566821310396j)
0.63,(0.00816561257166751-0.046734149054514874j),(-0.08996265502904048-0.21483204850221344j),(-0.005528044024773324+0.007197244417827732j),(0.0034795802071261204+0.011103126464400457j),(1.7416514196035768+7.3183159156876965j),(-0.13456866136397508-0.10483643555195139j),(-1.5923729013264178-1.0973180975696535j),(0.0020649297262298762+0.0012688525031085203j),(0.00811842769194658+0.002626571699131576j),(-1.850933189877993+7.2210284972931875j),(-4.804480163724518-4.539276923016947j),(-8.554694718362213e-05+0.00012762650464588797j),(-0.002957212760783711-0.0006592829480021841j),(-0.11067513551648323-0.03557925159950633j),(-0.10301870158982626-0.25474199511326306j),(-0.6212091018501115-0.7938240291290647j),(6.653455495663651-4.309208631913317j),(-0.7378242854270722-2.7291357250666453j),(-0.003596733935431262+0.00046983676841811533j),(0.0006010838857729665-0.0016050957512878776j)
0.64,(-0.0012084659724921516-0.052350633386865617j),(-0.14003667495469582-0.22123249862282016j),(-0.004096519036567175+0.008237746718344706j),(0.005073639996250914+0.01270773953062258j),(3.008567755648653+7.54124598584204j),(-0.1845896480063017-0.10120012207811596j),(-1.6264885494180297-0.7411102656427477j),(0.0025495265053070582+0.001002186698827274j),(0.008564939756911145+0.0009464622199696004j),(-0.5853495730405834+7.783049223707752j),(-6.082984464568381-3.7904909460307277j),(-7.677189070420202e-05+0.0001616882085016344j),(-0.0035015835679778388-0.0001948302327426123j),(-0.11454218265792293-0.01664764004975728j),(-0.16492253755661299-0.26053718908486934j),(-0.8703705859606894-0.8248698608817685j),(6.610072869214561-5.687004394855487j),(-1.2482207261175826-2.886760424796928j),(-0.0038963887059054354+0.0013131793073350685j),(0.000310894254859792-0.0017072469215229165j)
0.65,(-0.01281994088450597-0.05642555274918849j),(-0.19770521521173876-0.21867920151326323j),(-0.0024145947408385107+0.008989996840809202j),(0.00718293480955888+0.0143974258726409j),(4.3956639507198325+7.585681084234055j),(-0.24349949569255944-0.08711986889319794j),(-1.59362165981298-0.40970945980321855j),(0.003045015878930853+0.0005945879731253323j),(0.008638326648477383-0.0008484225443727966j),(0.8252177965383245+8.120979954387108j),(-7.284528809222068-2.7096350158455484j),(-5.917840745062611e-05+0.0002009800384452316j),(-0.004052652235172586+0.00046909153615832264j),(-0.1149987202264019+0.002955557174610296j),(-0.2355973306475057-0.2542642049460143j),(-1.1647047426655766-0.8155866195116137j),(6.36301901139936-7.1895400649147865j),(-1.840739104757498-2.9795325493175207j),(-0.004036783295496031+0.002340963839724041j),(-7.034637691076431e-06-0.0017541319058490736j)
0.66,(-0.02658182499616249-0.058239582587876246j),(-0.2622859691490661-0.20435738455745325j),(-0.0005391737036380831+0.009384445074073794j),(0.009925740787504347+0.016107053326301808j),(5.8844887260777465+7.422257334680929j),(-0.3109781334078001-0.05884550391136942j),(-1.5040362830318685-0.1140287841694721j),(0.0035208247356770237+2.0321431404991602e-05j),(0.008300981140479799-0.0026709931428724023j),(2.341164054146951+8.199216293607998j),(-8.329317335622328-1.2889370838736778j),(-2.951059107903074e-05+0.00024480884798306414j),(-0.004568914439570818+0.0013770612812943651j),(-0.1118320559697466+0.02258722039727351j),(-0.3137329040180361-0.23238123097128668j),(-1.503800457185876-0.751684446952756j),(5.874743543412225-8.801197130661365j),(-2.5149882796229517-2.986452784986305j),(-0.003946922503958459+0.0035419244985088107j),(-0.00034209976238847755-0.001736967418379625j)
0.67,(-0.04221524295655672-0.05699028478449871j),(-0.33240206512373205-0.17512926236008963j),(0.0014517903247964533+0.009361421103660759j),(0.013434329936271019+0.017736213774547722j),(7.451254961418714+7.022321616827618j),(-0.3858900632394584-0.011934734067279906j),(-1.3694854810717487+0.13793708612070044j),(0.003934196772160251-0.0007435648388156612j),(0.007536173986800155-0.004420321922252589j),(3.914267198571973+7.9888904629004225j),(-9.129097811174175+0.4619612807422242j),(1.617429119220423e-05+0.0002915126358200385j),(-0.0049886413046249+0.002574745904976886j),(-0.10495747329849114+0.04151923762349335j),(-0.3970373828238309-0.19106677195716204j),(-1.8845752517521848-0.6167884275467521j),(5.1055993128748085-10.49968865510786j),(-3.2671631333039537-2.8837420556317044j),(-0.0035463287284743534+0.004883836188091951j),(-0.0006807903456787585-0.0016488079766680843j)
0.68,(-0.05919539376326704-0.05182949561581607j),(-0.4057836925592583-0.127627579758961j),(0.003460224465400483+0.008877777691985965j),(0.01785128226918534+0.019138317967645986j),(9.06655574129166+6.358694928049023j),(-0.4659638590282159+0.05872084098426636j),(-1.2024769153699866+0.34125203730824527j),(0.004228417077598027-0.0017133385214065811j),(0.006353353921603223-0.005986622301962896j),(5.488701273062132+7.469937796370964j),(-9.590381617397341+2.5123824046771683j),(8.244286185449129e-05+0.00033800564755223715j),(-0.005224392925593922+0.004104125143619734j),(-0.09445246818224257+0.058965354123447146j),(-0.48199764337086365-0.12639689634279322j),(-2.3004612602776624-0.3926291184779588j),(4.014447459528638-12.25489403462754j),(-4.089060623526929-2.644986493636167j),(-0.002749213771634775+0.006306715584182669j),(-0.0010068829297953433-0.0014855035022207125j)
0.6900000000000001,(-0.07669841618962704-0.04192312157446691j),(-0.47905295832112027-0.05841488113657409j),(0.005370983374044211+0.007913924285429705j),(0.023322582747765566+0.02010770578362471j),(10.695148292400521+5.40653949112756j),(-0.5474058223767502+0.15878926141564342j),(-1.0155438262020864+0.4939994021636957j),(0.004331802134115887-0.0028932792425845214j),(0.004792347510273166-0.007258281292772447j),(7.002535855896708+6.633065845562976j),(-9.618885581190554+4.807359804057518j),(0.00017427235368042712+0.0003792084957864409j),(-0.005157356913208262+0.005995930914048094j),(-0.08058523984755142+0.07412148196289686j),(-0.56363788524361-0.034616623347158405j),(-2.7404988104057053-0.059437167578315186j),(2.559538332292294-14.027590572261957j),(-4.966955739796113-2.2414842275495444j),(-0.001471630442647314+0.007715891254422166j),(-0.0013019417329260654-0.001246710198807672j)
0.7000000000000001,(-0.09355630525000562-0.026537401176300275j),(-0.5475053274060824+0.03577350191636758j),(0.007057379637925904+0.006480591745640562j),(0.029986174357598608+0.020365140507502388j),(12.295826759902027+4.144335299532436j),(-0.6244539685037439+0.2942767387004668j),(-0.8205663314200415+0.5970720503844161j),(0.004158084398517731-0.004268894208617949j),(0.0029256594671608943-0.008130768533071236j),(8.389738530351947+5.481515656531029j),(-9.125257127309263+7.265113100672687j),(0.0002966045395221705+0.0004073725371939335j),(-0.0046322539368870855+0.008258457948772103j),(-0.06383214619547056+0.08621835391653895j),(-0.6353013407351268+0.08747507523633345j),(-3.1883732711857666+0.40340312650518695j),(0.6997426623495979-15.768116202798385j),(-5.88035190440835-1.6428606846894906j),(0.00035769805978816264+0.008975897682408815j),(-0.0015461808378837572-0.0009368629978515175j)
0.71,(-0.10822982404821849-0.005154182341834963j),(-0.6049093530498522+0.1576847396455396j),(0.008389367969642576+0.004624455680844355j),(0.03795443669670032+0.01954218758771679j),(13.821407858999663+2.554969590925367j),(-0.688887993938508+0.4711486568568282j),(-0.6281844376859175+0.6538121622972262j),(0.0036090081173769987-0.005798763991854209j),(0.0008580607550394588-0.008516932191700468j),(9.5826702511198+4.032490858653411j),(-8.032056023294059+9.775668520970298j),(0.0004535610778654792+0.0004113444875395757j),(-0.003454101099738556+0.01086190360501708j),(-0.04487904522983+0.09458329603690203j),(-0.6884913522343433+0.24201005972694967j),(-3.621446961016415+1.0163835259355096j),(-1.6037888578787705-17.415016659679246j),(-6.8006381845368775-0.8180250693523221j),(0.002782342518524258+0.009906630973989061j),(-0.0017197181843941985-0.0005659854714674725j)
0.72,(-0.11881222684202404+0.022385154204722105j),(-0.6433557292755758+0.3090864949474623j),(0.009244258355338862+0.002431587399848428j),(0.047288689101765764+0.017165760669757533j),(15.218858798432978+0.6269400568686416j),(-0.7295281775684247+0.6947464668900608j),(-0.4473370821299273+0.6695318909855226j),(0.00258010526110382-0.007405456133527188j),(-0.0012772464772049408-0.008357845253847923j),(10.515037427499038+2.318119471225397j),(-6.281846778003528+12.201099493244689j),(0.0006471979783388724+0.00037586371930588644j),(-0.0013887132127999345+0.013717570011360657j),(-0.02460234460324948+0.09870580404848917j),(-0.7128203043655778+0.42939673721917015j),(-4.009866563044584+1.7985341897260585j),(-4.385453347972739-18.89376246595257j),(-7.689707427302481+0.26344953664270676j),(0.005798809729346878+0.010283709414961246j),(-0.0018042130647482515-0.00015018709863934819j)
0.73,(-0.1230789979245507+0.05571196980284814j),(-0.6531980603946477+0.49017793280718497j),(0.009519432930217028+2.7636593947048815e-05j),(0.05796368375173392+0.012644717365558365j),(16.42960192462722-1.644329730277069j),(-0.7317761263779139+0.968951617783437j),(-0.28495144968937086+0.6509544953998542j),(0.0009706974914603138-0.008966390695229413j),(-0.003326342717811295-0.00763302242147624j),(11.125227225739796+0.38581071568382397j),(-3.8461051682473957+14.377881021627823j),(0.0008756715413386158+0.0002810628201206559j),(0.0018303603986918457+0.016651710665957033j),(-0.004027463033221879+0.09829978222072933j),(-0.6961277179467482+0.6475305032142172j),(-4.315849933970518+2.765680093764315j),(-7.672431925193247-20.115656184555338j),(-8.498619236234601+1.6294385740486619j),(0.009333432757463837+0.009845471288999512j),(-0.0017848222189671516+0.00028831783953739225j)
0.74,(-0.11860003609524791+0.0937500341180574j),(-0.6231388258886984+0.6988748132604754j),(0.00914607751795835-0.0024262615668978623j),(0.06981989619719306+0.005261653688482493j),(17.390036568726252-4.25507117096744j),(-0.6772780413893564+1.2950535946787294j),(-0.14579450563818724+0.6056205655660695j),(-0.0013009182667881062-0.010306145916665791j),(-0.005126226351724134-0.006368556149286261j),(11.359913710512416-1.702128123458749j),(-0.7344586203730961+16.12183643380333j),(0.001130713409531058+0.00010243686887632757j),(0.006484987842070888+0.019374671052501725j),(0.01573495712517064+0.09335412274386462j),(-0.6248396826011247+0.8908928580235822j),(-4.493286657013441+3.928278223137316j),(-11.481268570883536-20.977093295043723j),(-9.166426243850895+3.302788675244411j),(0.01321713499338538+0.008309347533774466j),(-0.0016523426752623144+0.0007218310381252883j)
0.75,(-0.10292979374981095+0.1345417647804115j),(-0.5405246553638567+0.9299861853867589j),(0.008102457871373488-0.004742579199929969j),(0.08250171845232378-0.005825654308720753j),(18.032326945153656-7.1916618658479035j),(-0.5438212067632348+1.670293634653104j),(-0.03248530431198567+0.5413050785644623j),(-0.004276481088237971-0.011192387238712005j),(-0.0065198505015157115-0.0046415952592219634j),(11.177778604200448-3.8697329263400215j),(2.9964190432260915+17.236077747215102j),(0.001394381198271218-0.00018832894066604395j),(0.012841435536169902+0.021447382948252932j),(0.03357152665125548+0.08416318050774944j),(-0.48464860622360484+1.1495904114265225j),(-4.487807484548429+5.288858358497043j),(-15.813756580213095-21.35938950446741j),(-9.61932630264366+5.298181759213482j),(0.017161089278270047+0.005400319260428313j),(-0.0014053338270447811+0.0011185611453279883j)
0.76,(-0.07388671658494947+0.17510946661699942j),(-0.39192157796581134+1.174323489421416j),(0.006424860061022502-0.0067217039969652125j),(0.09538024407993453-0.021566778273977023j),(18.28550995844225-10.429054783958463j),(-0.30560821288326045+2.0860848337843687j),(0.05434648971594202+0.4654879399852532j),(-0.007931063285067378-0.011338342428905633j),(-0.007373384021977258-0.002579685754067956j),(10.553145267458188-6.029572612592105j),(7.235147677561104+17.522190467119554j),(0.0016351950259959097-0.0006211594404594697j),(0.021100553499419687+0.022249371065186013j),(0.04846033059469225+0.07132985647704708j),(-0.26159065840160484+1.4084205115461221j),(-4.237495764056901+6.839139377983851j),(-20.652144920507084-21.129431300190745j),(-9.77034888151693+7.618297257051007j),(0.020738002297409207+0.0008935403401275192j),(-0.0010519406112346964+0.0014448510648312034j)
0.77,(-0.029924808283422588+0.2113893086027322j),(-0.16404171455810246+1.4178127442379973j),(0.00421407654504566-0.008170957565761226j),(0.10746087830032267-0.042976635483175644j),(18.076987123741908-13.929187251430324j),(0.06591722193738647+2.5259558246503064j),(0.1157819325467082+0.3849136685376592j),(-0.012141904376551924-0.010415345560621526j),(-0.007593856360504566-0.0003538745742621573j),(9.479284350486646-8.085934362963666j),(11.810292391152402+16.794681330843975j),(0.0018040058934511549-0.0012233926324601288j),(0.03132480004942767+0.020955246589453108j),(0.05956700252689926+0.05573658163064538j),(0.05641544694753403+1.6460916349575339j),(-3.674412761948204+8.556955693145762j),(-25.953752306381023-20.141454837082634j),(-9.519838543363484+10.249274047698634j),(0.023375545332659398-0.005328244444140768j),(-0.0006110856303180387+0.0016682084022614262j)
0.78,(0.02941362446905215+0.23828345643040694j),(0.15491704521561878+1.640716183411707j),(0.0016353619212234986-0.008926931547513579j),(0.11727842175339595-0.07105801817420962j),(17.33446396736771-17.63943420624132j),(0.6004978747370887+2.963331402798126j),(0.15424866788079858+0.3052656628315027j),(-0.016655719612607218-0.008079237047410112j),(-0.007144799064253848+0.001834837194670328j),(7.971113709660976-9.938989362002156j),(16.488540785389667+14.898373508275887j),(0.001830298484703394-0.0020129284245158662j),(0.04333926257003261+0.01653012881812624j),(0.06633078560157474+0.03848333810859023j),(0.47753595188466863+1.8347712213348144j),(-2.7270916949349164+10.403194955207256j),(-31.64517032900603-18.24027660795352j),(-8.757043628672875+13.155540738613944j),(0.024370020495727417-0.013204394644292608j),(-0.00011267943855451927+0.0017609735180336597j)
0.79,(0.10299424335378984+0.24987930437990608j),(0.5734801261540915+1.8171084396085355j),(-0.001089796376796326-0.008878821027893839j),(0.12278655608961431-0.10667530665253115j),(15.988405670783768-21.49119886639067j),(1.3265492163777206+3.3593523029511685j),(0.17311084181903633+0.23096822408243398j),(-0.021059566271178356-0.004014000770185476j),(-0.006057219336562503+0.0037751468842374732j),(6.066996605857566-11.489850907983485j),(20.977674955311056+11.728024286674716j),(0.0016200998669775304-0.0029881702093146408j),(0.05660710188230007+0.007758185620018336j),(0.06852837170179568+0.020796524507880478j),(1.0035159587502667+1.9401751627946955j),(-1.3241084805649832+12.319023805942797j),(-37.61636783615535-15.266310943379183j),(-7.363164500768333+16.274180002350736j),(0.022929127644808145-0.0224187790790417j),(0.00040346902850303234+0.0017043076365774739j)
0.8,(0.18759015396484285+0.23988104386168202j),(1.0946570405752865+1.9147893799786448j),(-0.003700898549737035-0.00798960989314197j),(0.12125464666518242-0.15036444309046484j),(13.975061412787504-25.398765554164967j),(2.2675396267685253+3.6610394866031646j),(0.17625312408931612+0.1651165837433433j),(-0.024762799279130707+0.0020053941939369505j),(-0.004433359426038461+0.005269534618867856j),(3.829340815350342-12.646341662685778j),(24.935514497498012+7.248943986717222j),(0.0010572227360796647-0.004114559214929258j),(0.07008549381398888-0.006678150290408028j),(0.06630487117821737+0.0039173062207626j),(1.626796605559171+1.9224425365996909j),(0.6012350747407083+14.223734076264572j),(-43.71514084946271-11.062656841280653j),(-5.216229762938919+19.509118409400536j),(0.018252023630867028-0.03232527713685109j),(0.0008902600846183373+0.0014920291317170398j)
0.81,(0.27746517300151924+0.20228472071333228j),(1.7133175543213994+1.8958447626279815j),(-0.005924198390415445-0.006311466901337589j),(0.10919370709806325-0.20206390620068637j),(11.240095994344962-29.25858218926447j),(3.4371765633010343+3.800224914447587j),(0.16769526125750409+0.10952314755093878j),(-0.026999947031441724+0.01003174088115608j),(-0.002441320505803157+0.006159990938348635j),(1.3437279929973878-13.329193628420951j),(27.985765639848655+1.5168829534651813j),(1.0117212087107884e-05-0.005308196387711846j),(0.08207665157917805-0.0280489308781224j),(0.06016490284092869-0.011017792966802572j),(2.327453077008027+1.738046361082596j),(3.105184148645094+16.01359510242132j),(-49.7425179695824-5.4844608737181595j),(-2.198162455663058+22.725594969026332j),(0.009651958897238423-0.04189210294024116j),(0.0012974754786604574+0.0011337015758851024j)
0.8200000000000001,(0.364146221857743+0.13230052480608484j),(2.413326944311372+1.7180773367006579j),(-0.00750502127798258-0.0039917188539283725j),(0.08234444335992179-0.2607548860889005j),(7.742822627047715-32.94917308904957j),(4.833442307401178+3.693772106874669j),(0.15126636680665073+0.06485834959157458j),(-0.02686589996993826+0.019851088333555436j),(-0.00029976379086530975+0.0063517128388130605j),(-1.2836352549683951-13.478295893993673j),(29.74122060328034-5.305047788318998j),(-0.0016530287565043986-0.0064181808161304305j),(0.09009963949813107-0.05733937756010135j),(0.050922025263097415-0.02308879475392491j),(3.0702696987530125+1.3429607314805434j),(6.226952446550196+17.56209407850828j),(-55.449855640503515+1.5894093580072663j),(1.7956772215360937+25.745545501564305j),(-0.003279088529341192-0.04968574370484707j),(0.001577320944079056+0.0006563133606813965j)
0.8300000000000001,(0.4365071743608641+0.02748433386192734j),(3.1646811475835266+1.337516553617855j),(-0.008243039785088075-0.0012664666191379544j),(0.03577423628766388-0.3240064849751303j),(3.4609806472683617-36.3319235445821j),(6.431718504840818+3.245689274149805j),(0.13035847282323132+0.03085800851350684j),(-0.02339467786166228+0.030885963906104326j),(0.0017465408847747712+0.005830707281826733j),(-3.9302593280278852-13.058520996489833j),(29.834085763327614-12.935041939795035j),(-0.00403837125287923-0.007210893677861069j),(0.0908221137852779-0.09491302472628857j),(0.03961100267062915-0.03168118541527459j),(3.802395649804864+0.6972275287517831j),(9.981624238459268+18.721931651660615j),(-60.53848573966273+10.242547199226596j),(6.844316812796752+28.34474160626649j),(-0.02047345522451281-0.053918543282673426j),(0.0016908606916368292+0.00010392373156515114j)
0.84,(0.48128826078927756-0.11101476289467403j),(3.920985687329426+0.7121632438020553j),(-0.008025536048334569+0.0015596596293217997j),(-0.03585614310910784-0.38743860742129244j),(-1.6040807945922884-39.25299297483491j),(8.17749458354188+2.3517396102925683j),(0.10776805136145484+0.00656638976732838j),(-0.01569024642759603+0.04211425690338079j),(0.003457787937063132+0.004671534194728824j),(-6.463479350782482-12.06458554103692j),(27.952273822184154-20.969652137597514j),(-0.007187971192832389-0.007361396422359357j),(0.08010414234960177-0.1400775014694263j),(0.027373370160475665-0.03653882740809214j),(4.452138971126125-0.22907352127350866j),(14.35299869758385+19.329033957621462j),(-64.66280388745298+20.505517689122836j),(12.986452290685344+30.252713060928265j),(-0.041180415605695124-0.05258359668143527j),(0.001614573675740326-0.00046518952043232513j)
0.85,(0.4841535915761212-0.27724743521343237j),(4.617723836803408-0.19296892259016407j),(-0.006852918665051345+0.004147021310923193j),(-0.13778286410036733-0.44414033566113537j),(-7.422043457350732-41.54661698110574j),(9.979453458831873+0.9070748916806979j),(0.08562378506046481-0.009414655457164587j),(-0.0031114097293124844+0.05202842131197731j),(0.004632668034487211+0.0030325286779795254j),(-8.748137508736123-10.524376727644372j),(23.87945926772604-28.891919897999404j),(-0.011029126332463344-0.0064591253389668524j),(0.05321668954620273-0.19057779175525735j),(0.015331606394245006-0.037772783325384494j),(4.929537594079958-1.4486459131486604j),(19.28694898631874+19.208736629506085j),(-67.43766289651015+32.33947278519034j),(20.20359859997709+31.156623333496622j),(-0.06378409458274382-0.043694581923339776j),(0.001346021707087477-0.0009840482162102513j)
0.86,(0.431337661653234-0.4595168626568052j),(5.171835357985996-1.399595739703558j),(-0.00485090019439856+0.006164690320241683j),(-0.27430952343828113-0.48412138553568534j),(-13.928428236951158-43.040023447551036j),(11.704035315756222-1.1828137813142172j),(0.06539004816403089-0.01869567821419512j),(0.014497948415718196+0.058664719722903255j),(0.005139058727496091+0.0011376837794943155j),(-10.655447491309928-8.50019976130934j),(17.535527735551554-36.09272795450964j),(-0.01531522903229408-0.0040364838581284646j),(0.005298830272488855-0.2420732050838067j),(0.004469459777985153-0.035824630015993765j),(5.129356988288523-2.949042568651312j),(24.685925387749236+18.184097132942675j),(-68.45075601055663+45.62002001835465j),(28.40198617075151+30.710320460475998j),(-0.08569569353561732-0.02563463312348099j),(0.0009074962152824178-0.0013849025805126834j)
0.87,(0.3118466663464877-0.639958000708985j),(5.483167221520159-2.908954711463956j),(-0.0022650204294920435+0.0073388316249141175j),(-0.44759120149567544-0.49392303593225223j),(-21.02002445478363-43.560113627501764j),(13.172839890346115-3.9878925325965837j),(0.047929380264453814-0.02290721443021919j),(0.0365566722607526+0.05973283488264404j),(0.004936308061099129-0.0007532731628228479j),(-12.07245651969455-6.0874976723112155j),(9.013037034736936-41.9065460771607j),(-0.019566785407410397+0.0003709755705145028j),(-0.0678936000450047-0.2876930905792258j),(-0.004464611344986944-0.03139015192601051j),(4.937083235221492-4.684722244420645j),(30.405243446308518+16.086129266462933j),(-67.2804025711187+60.12278750639549j),(37.39459689291098+28.549674515270187j),(-0.10337762769299755+0.002403106439763006j),(0.00034656700816780475-0.0016088164424925807j)
0.88,(0.12006447237373671-0.7949267509052795j),(5.43833148542791-4.694131693627925j),(0.000564397172229017+0.007498292396130536j),(-0.6560022112215352-0.4565745331783738j),(-28.551492727760515-42.941939523646894j),(14.164368343732912-7.536729074161775j),(0.03360408562397413-0.02355560332244782j),(0.06151303880734203+0.05287015502442457j),(0.00408435434799006-0.0023826438137445846j),(-12.91133506877824-3.410768757641316j),(-1.3954782214808716-45.66124510745385j),(-0.023027194382095842+0.00712656904259166j),(-0.16892750297074793-0.31780615009823554j),(-0.011017752529765824-0.02531564999757695j),(4.2382713284555384-6.570138965114968j),(36.25172565729136+12.765544884760907j),(-63.51871313048188+75.51239282004695j),(46.88532408062032+24.31500216413024j),(-0.11255699037585837+0.03992938855923292j),(-0.00026725737324326303-0.0016156550405664056j)
0.89,(-0.14152236651910444-0.8964495136994854j),(4.917407612364773-6.69264064316695j),(0.0032454858402298117+0.006609132094907769j),(-0.8921270346421172-0.3521356656009473j),(-36.333768928288904-41.03883835116012j),(14.42155422612475-11.798212419835872j),(0.02239698920195421-0.02192999944118914j),(0.08668797368614667+0.03602964567999929j),(0.0027368577746653276-0.0035344070754022494j),(-13.117603923621324-0.6166504550955674j),(-13.184781047321158-46.73980351499025j),(-0.024653692433285173+0.01635633551269674j),(-0.2973548176621593-0.3201710218818804j),(-0.015049803608397302-0.018483396578051568j),(2.9312698234023067-8.475154175813831j),(41.985167225811246+8.105453134135542j),(-56.79959728283959+91.3366366921494j),(56.45776485236992+17.680797892469293j),(-0.10867163235642734+0.08470521197430164j),(-0.0008500256061176763-0.0013928312044684831j)
0.9,(-0.45990125884012445-0.9148881950987833j),(3.803735736638399-8.800195190000665j),(0.005391258220243833+0.004790504444550132j),(-1.1405264905621137-0.15910352707388375j),(-44.13490576250584-37.73387860775814j),(13.666208461053705-16.663762948167783j),(0.014033781281229106-0.01905701124498008j),(0.10826435819801868+0.007984822179852087j),(0.00111829885270662-0.004068769445177279j),(-12.676360395816335+2.135551400604248j),(-25.64377692635884-44.64959071932385j),(-0.02316776030859677+0.027784413970606714j),(-0.4482122502497797-0.28064751059028176j),(-0.016707619848555136-0.01170388487112233j),(0.9428698169235838-10.2242029703975j),(47.322926857235096+2.0343518516924846j),(-46.83047137394599+107.02768962205103j),(65.57154368798399+8.392147069297557j),(-0.08756121517615596+0.13242785329858528j),(-0.0013145405643727656-0.0009609990025202947j)
0.91,(-0.8099384316361984-0.8228117494308134j),(1.9967671817039405-10.866794574412344j),(0.0066809156709353255+0.0023066639623390774j),(-1.375583031234928+0.1430456724090537j),(-51.68395227387718-32.95203833504364j),(11.620881322198645-21.93255900364218j),(0.008093508127491749-0.01569474715696916j),(0.1214929949249906-0.031099137313089283j),(-0.0005118525378858389-0.003944961167516095j),(-11.615639091993046+4.685280147861903j),(-37.88565963475848-39.09283957524856j),(-0.017188590555478042+0.040563308697990304j),(-0.6105702955822327-0.18462469966652853j),(-0.016364191422414888-0.005630382701278766j),(-1.7541427302648147-11.600622357903692j),(51.94781616253219-5.461303219180653j),(-33.425924556150974+121.91182133277427j),(73.56917632372657-3.6939072706809064j),(-0.04636717478733496+0.1766810433851043j),(-0.001583980954014777-0.00037504833946768807j)
0.92,(-1.1541806277505389-0.5998402670727513j),(-0.5724266230687358-12.696352683353387j),(0.006915613183033138-0.0004663182709087714j),(-1.5599078756510947+0.5699900962896702j),(-58.678320498621154-26.67229748526246j),(8.037714037587996-27.302698664800424j),(0.004098668735121928-0.012355536491104059j),(0.12117021491489477-0.0791180195217803j),(-0.001901966409201978-0.0032274000553684495j),(-10.00623713219031+6.8831624004601375j),(-48.90291722592744-30.03019778764436j),(-0.005465355525394802+0.05313786971247325j),(-0.7664430919723065-0.01925068715569865j),(-0.014535485898919483-0.0007063523422475972j),(-5.1231583029842795-12.357301679330321j),(55.5192955768148-14.325677395986748j),(-16.541034187709705+135.2287428219489j),(79.6961585634418-18.565014926457856j),(0.015455867059320783+0.20926934834666575j),(-0.0016059049877218735+0.0002806979770211456j)
