t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B01_z_0000_00,B01_z_0001_00,B01_z_0002_00,B01_z_0003_00,B01_z_0004_00,B02_z_0000_00
1.9100000000000001,(1.0340930332725244-1.43043424284095j),(-3.1611854665465353+0.2777666132352061j),(-3.048699141846958+0.38453515817776j),(1.0338594990373786-1.4303643403958903j),(-2.272202702471453+0.9746797368864848j),(-0.1768420771953943+1.6760085374663887j),(-1.590996830457107+0.4203392662728409j),(-2.5330309270302203+0.8059938782861344j),(-8.839135599470909-5.74494787375136j),(-5.35727747945058-4.2444346413311465j),(-11.229721532032881-1.5299266646832248j),(-0.3023763619887933+1.89325956639509j),(1.2146981075902525-0.4263316999048075j),(0.7901316047144805+3.7462776749252416j)
1.92,(1.040630422058291-1.4479366121230226j),(-3.159262743537568+0.2999266284408911j),(-3.045663168888826+0.4076111872050807j),(1.0404212952816814-1.4478447615703207j),(-2.2597008764871913+1.0063506212390987j),(-0.22907722164047345+1.6790425562542322j),(-1.5870336031996435+0.4702167926676896j),(-2.5242928576003685+0.8347327151276835j),(-9.213160845836786-5.493382537799826j),(-6.132445612909874-3.843841577472304j),(-11.328071229143465-1.1179582526321472j),(-0.28366718384069334+1.8488127384278081j),(1.174020811333042-0.432175915513608j),(0.7388675724792861+3.5444359772077467j)
1.93,(1.0469867577826717-1.4688102745646043j),(-3.1580346739951604+0.319896377065028j),(-3.043540802946061+0.4286018727412794j),(1.0468034370146873-1.4687024625808416j),(-2.2486240465621705+1.0345277903122216j),(-0.2799935069978293+1.678536680125625j),(-1.581114281355472+0.5155072978849152j),(-2.5167124050665897+0.860548794191511j),(-9.60668844197662-5.173043074849025j),(-6.862842308524342-3.258237256149443j),(-11.39598019711257-0.6327918936602106j),(-0.2662399323848508+1.8049768011589193j),(1.1336219686008278-0.44353572874492947j),(0.6938673823602537+3.359764982075128j)
1.94,(1.0533963998215536-1.493302097908451j),(-3.1578339581217434+0.33795683122885045j),(-3.0423836787762197+0.44729401578775707j),(1.0532389401638558-1.493183838423514j),(-2.2393456594177383+1.0592245340945627j),(-0.32862161620937413+1.6740452650850999j),(-1.5739787932228952+0.5556116258901398j),(-2.510611885012026+0.8834231641470927j),(-10.003917297115413-4.777332912676517j),(-7.493771487664982-2.4753065639801286j),(-11.414614557570928-0.07547234839857919j),(-0.2500962829873271+1.7616470920036489j),(1.0949103589183267-0.46030995497858423j),(0.6541376813625562+3.1903512919335357j)
1.95,(1.0604498483379057-1.5216363561246689j),(-3.158674321574094+0.35362382425747774j),(-3.042507015525399+0.46386321329630326j),(1.0603176696495615-1.5215126815631392j),(-2.232324679138156+1.0805168867738844j),(-0.3738025666756942+1.66505384154832j),(-1.5666463073067776+0.5902132399237661j),(-2.506355634820453+0.9033856743723279j),(-10.384200307020599-4.305377486083826j),(-7.957706705572087-1.5000391725016557j),(-11.362612967844276+0.5450852992729714j),(-0.23523196826088402+1.7187162060813939j),(1.0592252663898116-0.48219939718535865j),(0.6188706508799143+3.0345449571029324j)
1.96,(1.0687983577609166-1.5538961736621173j),(-3.160606853241625+0.36701742719367986j),(-3.0439427534537846+0.4782866705715278j),(1.0686903322553225-1.5537715214087473j),(-2.227690104322144+1.098569091872534j),(-0.4142586319575914+1.6512324639617213j),(-1.5598310117296323+0.619318201165738j),(-2.5040286653860657+0.9205078131483282j),(-10.724038108564887-3.765519936803164j),(-8.178198405790544-0.36426517356588994j),(-11.219777042240612+1.2094051273528361j),(-0.22165420376546624+1.6760692119105205j),(1.027859324740551-0.508707751237143j),(0.5874046421787794+2.8909171275733905j)
1.97,(1.0791750311743238-1.5900104459109279j),(-3.1637308431592155+0.3786617059529642j),(-3.0464835322782875+0.4903375233236569j),(1.0790896885286896-1.5898887766549799j),(-2.225323114615203+1.1135018880915473j),(-0.4487501405540141+1.6326366537208086j),(-1.5540065991771097+0.6432051063001742j),(-2.5034982185256194+0.9348695495257527j),(-11.001180372555167-3.178400817501835j),(-8.08032253965323+0.8646340822222267j),(-10.97379492569246+1.8862161733177518j),(-0.2094038086481336+1.633573246040593j),(1.0021202764378203-0.5390905600487906j),(0.559194458080425+2.7582258453791j)
1.98,(1.0924369777466265-1.6296456663933416j),(-3.167833026648098+0.38824850499067687j),(-3.0501159574749965+0.5005031100760485j),(1.092372297341203-1.629530086984377j),(-2.224999441252774+1.1258218656716275j),(-0.4763069900805378+1.6095671717222584j),(-1.5493239566141386+0.6626985423740336j),(-2.5046449694956054+0.9468430572454206j),(-11.199242849700566-2.5791792693855182j),(-7.611098686114037+2.0790204020747343j),(-10.62922034561593+2.532973828148971j),(-0.1985609754067732+1.5910512888696622j),(0.9833761033994516-0.5721818567986819j),(0.5337875891520919+2.6353867651950824j)
1.99,(1.1093480398022053-1.6722239793888707j),(-3.1726944144032587+0.39607867998262836j),(-3.05463153024986+0.5089806956463828j),(1.1093018222641589-1.6721166436857602j),(-2.2262512041862546+1.1357890733022675j),(-0.4966184214631652+1.5828124750945856j),(-1.545517008491035+0.6785296624456528j),(-2.5070978382068914+0.9566963990690538j),(-11.314112126127375-2.015221939468879j),(-6.770133027806417+3.136929186613651j),(-10.216327360597383+3.1006005802781593j),(-0.1892507623234576+1.5482775502230874j),(0.9730120800981424-0.6063588944778979j),(0.5108066703741478+2.521450297440234j)
2.0,(1.1307259238059102-1.717037456553599j),(-3.178033780464914+0.40258183828755184j),(-3.0596981260961904+0.5158219164974621j),(1.1306960393533168-1.7169401850595984j),(-2.2285301242176563+1.1435460826412531j),(-0.5099722611277985+1.5533341766379432j),(-1.5420718016031956+0.6912586738452469j),(-2.5103909651953753+0.9646215462191046j),(-11.358750579212181-1.536776611557823j),(-5.642909521489316+3.891120666368942j),(-9.792969746148566+3.547520429654271j),(-0.181644171670181+1.5050007389489746j),(0.9723853442690625-0.6398242607373851j),(0.4899350082191067+2.4155814838195537j)
