t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
1.6500000000000001,(-0.24520628130576747+0.04338555410700144j),(7.905504608839143e-05+0.0011864068432787176j),(0.0001730070260846007-0.0021184919882137284j),(0.24500309590596894-0.04411631288628248j),(0.003163821654498992-0.0019950541705587564j),(-7.2202428846714295e-06-1.9820784708724615e-05j),(-0.0016936062403379787+0.0009724383154027386j),(-0.0025172475310636004+0.0029022634845279707j),(3.122952727038119e-10+1.9991926824539436e-10j),(2.648420221235968e-05-1.5199749867977497e-05j),(-5.542891933092695e-12+8.111730930003202e-11j),(-1.806835654216939e-06-5.230091397545121e-07j),(-0.0009198992952711753+0.00029490192638235974j),(1.2015593318720747e-07+9.867177145923461e-08j)
1.6600000000000001,(-0.24521901937767618+0.04339768008082218j),(0.00011809906463863153+0.0012246746085558256j),(0.00012171065310912026-0.002193940419754949j),(0.24494948477421338-0.04405269499929256j),(0.003193367073284641-0.0020318451434347784j),(-1.013870609416292e-05-1.866569448583861e-05j),(-0.0016219077405986277+0.0009423382426217296j),(-0.002545473237791405+0.0029932235324935832j),(3.036243335908972e-10+1.8739619533939663e-10j),(2.534340825473864e-05-1.5158465805734314e-05j),(-2.9597647028841205e-12+7.973711368684854e-11j),(-1.9464268619871377e-06-5.402309427364658e-07j),(-0.0008537406019117679+0.0002985581609025376j),(-1.3860792272109183e-08-5.301053671729683e-07j)
1.67,(-0.2452485976859812+0.04346519863641864j),(0.00016661133985941242+0.001262930533721121j),(5.613323822701568e-05-0.002272394948561262j),(0.2449245204019502-0.04404197266686192j),(0.003227032036740803-0.002080043613798465j),(-1.3001707693821313e-05-1.707224770549066e-05j),(-0.0015605126702791371+0.0009087127795154289j),(-0.002569890613437082+0.0030993342270927487j),(2.9713698519969177e-10+1.748384136891057e-10j),(2.4477111130549597e-05-1.4865688138860031e-05j),(-2.325683707266306e-13+7.850424275365491e-11j),(-2.107378829354264e-06-5.962130465853389e-07j),(-0.0007836099227821487+0.0003014435451259874j),(9.051911869987672e-08+6.129688886750566e-07j)
1.68,(-0.24529893921591003+0.04359006587362783j),(0.0002253200257950559+0.0012997788139180704j),(-2.5360676737992916e-05-0.002352146694028454j),(0.24493214953949577-0.04408762692239381j),(0.0032637284525513905-0.0021406748750095097j),(-1.574785137087508e-05-1.5013219330574848e-05j),(-0.0015093778660053613+0.0008723403880725258j),(-0.002588410936091667+0.003221419682856299j),(2.9249759826248167e-10+1.6235972046764084e-10j),(2.3935365684201623e-05-1.4248617127203357e-05j),(2.591564736190295e-12+7.741531821554975e-11j),(-2.2961995108183006e-06-6.996781450145643e-07j),(-0.0007108291390348874+0.0003030688121323342j),(1.010088885084185e-06+1.5210973478713765e-07j)
1.69,(-0.24534358956673066+0.04371197541341071j),(0.00029347251168231384+0.0013342255431594713j),(-0.00012301553471107183-0.0024317748042729103j),(0.24494542796035532-0.0441298045436843j),(0.003301888940581312-0.0022148352394842225j),(-1.8304836218166095e-05-1.2470508624380168e-05j),(-0.0014684222845401333+0.0008338626382867407j),(-0.002598366665953651+0.0033602816643924045j),(2.8943717371507797e-10+1.5008211202007404e-10j),(2.376865772700988e-05-1.3201797187525174e-05j),(5.466360213010537e-12+7.647722777918696e-11j),(-2.5192994170569906e-06-8.613848937885477e-07j),(-0.000636695774330359+0.0003028558963854681j),(-1.934584277703025e-06-1.595348087240954e-06j)
1.7,(-0.24533940823045922+0.04374927419887224j),(0.0003697025348160756+0.0013654659839790202j),(-0.00023655862159386866-0.0025099206027695085j),(0.24492060341965174-0.04408673446459492j),(0.0033393539099985307-0.002303759439015156j),(-2.0590196064674557e-05-9.435643988513956e-06j),(-0.0014375216517174805+0.0007937899690216563j),(-0.002596390259300062+0.0035167492329771038j),(2.877491853692472e-10+1.3812051992223822e-10j),(2.4005558721190737e-05-1.1579078713703472e-05j),(8.348718622656951e-12+7.57037821032374e-11j),(-2.7828553747633776e-06-1.094990111391026e-06j),(-0.0005624641853568673+0.00030017996339272614j),(9.395687853835171e-07+4.397920533285706e-06j)
1.71,(-0.24532959326674553+0.04379329249123965j),(0.0004543261106490074+0.0013910476980827388j),(-0.00036733011569878467-0.0025830347720016923j),(0.2449009447926151-0.0440520150242605j),(0.003373714234109853-0.0024080755618262934j),(-2.2508159483210155e-05-5.903773059638641e-06j),(-0.0014165338368498852+0.000752556186671776j),(-0.002578849800925216+0.003690503668352537j),(2.8730417403308285e-10+1.265520458227796e-10j),(2.4554113495636303e-05-8.981205055407571e-06j),(1.1208620112523383e-11+7.511445858191603e-11j),(-3.092686327636332e-06-1.4193252150940348e-06j),(-0.0004891800667952032+0.00029431689791207345j),(1.146675343635833e-05-1.1677268875046536e-05j)
1.72,(-0.24534884946090604+0.04383779676783299j),(0.0005449690590619996+0.0014082424655236223j),(-0.0005136942212945919-0.0026467171416736544j),(0.24491943779594594-0.04402095581362175j),(0.0034031641790777637-0.0025269382268150718j),(-2.3944357439813574e-05-1.8772369046651687e-06j),(-0.0014054089111009678+0.0007104992621892622j),(-0.002542905546156504+0.0038791989081699025j),(2.8801651978648986e-10+1.1547901113361288e-10j),(2.494172289368468e-05-5.0345056569428205e-06j),(1.4017968296284195e-11+7.473967777842759e-11j),(-3.4543498432622378e-06-1.8591901485673433e-06j),(-0.0004174403949074902+0.00028467388635275827j),(-5.4442966385990164e-05-4.743982426059953e-05j)
1.73,(-0.2453861535521223+0.04387068811678992j),(0.0006427168062180177+0.0014149414488213888j),(-0.0006773982775564154-0.002697083915391073j),(0.2449643135679582-0.04398257956083982j),(0.003424846230423036-0.00265963842847377j),(-2.4778418916087883e-05+2.6133722782377527e-06j),(-0.0014041524602400942+0.000667843782070304j),(-0.0024847346383080034+0.0040805104255803755j),(2.898047350945668e-10+1.0503327945260938e-10j),(2.4181185125716614e-05+3.46319057703732e-07j),(1.6745558849207565e-11+7.461374045545167e-11j),(-3.872842128993022e-06-2.446926850803065e-06j),(-0.00034732576361581825+0.0002710765822705j),(-0.00028189629098490773+0.00016265986146176903j)
1.74,(-0.24538891149009268+0.04389796002622019j),(0.0007528194429391698+0.0014096184878480064j),(-0.0008642953937545114-0.0027307551631166227j),(0.2449835432062591-0.04394382102697409j),(0.0034347033729986735-0.0028057355727962164j),(-2.488507587853246e-05+7.507852290192202e-06j),(-0.0014128200732541833+0.0006247019908725798j),(-0.0023993704812566748+0.004292287750995291j),(2.926646840848269e-10+9.533747426995565e-11j),(2.089430574487287e-05+6.382637290890635e-06j),(1.93693816949474e-11+7.478074044205895e-11j),(-4.352197739186813e-06-3.2238895912770575e-06j),(-0.00027831933855008257+0.0002542939212716199j),(-0.00013627202640993302+0.0013936991446467516j)
1.75,(-0.24535565562023098+0.04390970038518825j),(0.0008652666617298858+0.001392721036305711j),(-0.0010641006479748633-0.0027460211230414698j),(0.24497472197116205-0.043895041285513435j),(0.0034302640023976777-0.002963080633297767j),(-2.4134419282174494e-05+1.272370444344062e-05j),(-0.0014316937882280405+0.0005810103860811752j),(-0.0022841133497139474+0.004510437551177477j),(2.9676042424063837e-10+8.64752644459427e-11j),(1.4758431477522135e-05+1.0759960132659733e-05j),(2.188768375785255e-11+7.530241783778321e-11j),(-4.894487651833932e-06-4.244423997012752e-06j),(-0.0002106201700761401+0.00023660610811777945j),(0.003317755138438182+0.004436373072306277j)
1.76,(-0.24534896461540648+0.043962251958986065j),(0.0009827939560510279+0.001356655101631612j),(-0.0012783903991029923-0.0027323534875829713j),(0.24499847996030963-0.043893335657677536j),(0.003408738378984949-0.003126722706786135j),(-2.2367886826548196e-05+1.815014169707704e-05j),(-0.0014609132298606788+0.0005369141061598987j),(-0.002136920878075562+0.004727134780862354j),(3.0239093761665265e-10+7.850140244457684e-11j),(7.736934946509056e-06+1.1695549708200933e-05j),(2.4314166599843775e-11+7.625616159783074e-11j),(-5.4990130476920714e-06-5.578895677967975e-06j),(-0.00014657463331237879+0.00021976017839626895j),(0.018824354896852774+0.00671198188216919j)
1.77,(-0.24536324947954474+0.044074854097562365j),(0.0011129964605412382+0.0012960577450670658j),(-0.001513531628516113-0.0026818472610746686j),(0.24504856323322205-0.0439590449812672j),(0.0033674178158446715-0.0032923344561189972j),(-1.9434311278237477e-05+2.3632068204243963e-05j),(-0.0015007893844178103+0.0004925704956890643j),(-0.0019558086475680468+0.004935469155985058j),(3.0977966535370713e-10+7.16060513183774e-11j),(2.2111025629822457e-06+9.735758100403697e-06j),(2.6637189046820853e-11+7.772978708442645e-11j),(-6.160673523059993e-06-7.3163851271352855e-06j),(-8.900081258140369e-05+0.00020340291492508078j),(0.06538547371239693-0.008591409404456211j)
1.78,(-0.2453518512207356+0.04414947158115987j),(0.0012432871720408736+0.0012147685145968662j),(-0.0017552643615487097-0.002596506986144044j),(0.2450773430160061-0.04399485151160051j),(0.003306451710942824-0.0034560466062313515j),(-1.5207737237806048e-05+2.897249559569204e-05j),(-0.0015521372995585076+0.00044793364678045257j),(-0.0017417200547972978+0.005129736689720241j),(3.1998117506509826e-10+6.533574949907193e-11j),(-9.572146505922754e-07+6.653890788337285e-06j),(2.8999473530694275e-11+7.985636351015689e-11j),(-6.871612470360489e-06-9.577762591194561e-06j),(-3.926395331522554e-05+0.00018556263231349584j),(0.17409476530841544-0.09945594877434136j)
1.79,(-0.24527913338578364+0.044235294896506155j),(0.0013592858363380247+0.001117632796104914j),(-0.0019872128193699143-0.0024797733419559967j),(0.24504632774112323-0.04404936339482843j),(0.003225841578494188-0.00361487154304851j),(-9.57900604069983e-06+3.392881380272097e-05j),(-0.0016159171095598158+0.00040302115972364256j),(-0.0014956789528970268+0.005305368538545118j),(3.329677190228943e-10+6.008146363788238e-11j),(-2.1334815843094848e-06+3.7594511684135334e-06j),(3.133406012658297e-11+8.273302928473464e-11j),(-7.613020050084417e-06-1.2503282767944944e-05j),(2.550768859584307e-06+0.00016556553494124468j),(0.37665788368320413-0.4226182274193642j)
1.8,(-0.24526118463897764+0.04430957220539281j),(0.0014733196170651044+0.0009896629219491384j),(-0.00221842745385963-0.0023148903781089174j),(0.24507341598703777-0.0441014458921084j),(0.0031262692072021275-0.0037621059187944394j),(-2.434251024207645e-06+3.817908292351442e-05j),(-0.0016926215669612137+0.00035849034354415134j),(-0.0012210175879620478+0.005453159190176099j),(3.481123634834629e-10+5.671744840694109e-11j),(-2.1071881508807537e-06+1.6378919897647633e-06j),(3.3444489321422886e-11+8.644953103955842e-11j),(-8.356005811007638e-06-1.6260915969123083e-05j),(3.6950049894229316e-05+0.00014390326781283598j),(0.6563523656990796-1.3441207402503497j)
1.81,(-0.24528434662872736+0.04417787829441759j),(0.001573091541502802+0.0008376009048783862j),(-0.002432399047337864-0.002108234480711767j),(0.24514561429089923-0.04395741293809732j),(0.0030141998556109393-0.003891507689330227j),(6.291523782910073e-06+4.1342804674909365e-05j),(-0.0017832284875953339+0.0003149696478425881j),(-0.0009274014742004943+0.0055657213412437165j),(3.664640437949386e-10+5.5303875067728256e-11j),(-1.545438141648778e-06+3.881065154067938e-07j),(3.536873309237464e-11+9.123641802562622e-11j),(-9.062080008228626e-06-2.1074660113846575e-05j),(6.470146155131431e-05+0.00012046773167607828j),(0.8125736592624748-3.634466700970771j)
1.82,(-0.2452443442559504+0.044167421703361166j),(0.0016411618435900786+0.0006833709049836145j),(-0.002608927411141427-0.0018818712716389013j),(0.2451516417106926-0.04393667892112141j),(0.0028921645151929816-0.004002322949915694j),(1.6601230835301787e-05+4.299120210013471e-05j),(-0.001889009734530575+0.00027352533055499277j),(-0.0006189861214676807+0.0056410916531778295j),(3.8779040099979e-10+5.553264523545464e-11j),(-9.092413414358186e-07-1.8817561315339735e-07j),(3.7038421132795526e-11+9.71597445021314e-11j),(-9.677603000232304e-06-2.7204496143592667e-05j),(8.656721273028005e-05+9.578558413409001e-05j),(0.15034634141571168-8.788783022157897j)
1.83,(-0.24508564464086013+0.04415770636538792j),(0.0016880436851404246+0.0005176461495980372j),(-0.0027520866886391244-0.0016316888316483854j),(0.2450314963003881-0.043930012245854855j),(0.002767230693605983-0.004095338454101045j),(2.8400220526978107e-05+4.260378841577536e-05j),(-0.0020096328207892425+0.00023501179157523513j),(-0.00030917826215704923+0.005684021995914799j),(4.122531208272586e-10+5.995179903394154e-11j),(-4.1274926646898597e-07-3.3182506738382676e-07j),(3.799641405060824e-11+1.0462084753448703e-10j),(-1.0108058968336033e-05-3.4967371622920566e-05j),(0.00010352327216396909+7.041520353424527e-05j),(-3.1561486798545992-19.51722087148421j)
1.84,(-0.24484866824722304+0.04414565084011357j),(0.0017054907277680132+0.00035587162403589686j),(-0.0028509650632514176-0.0013731575176452052j),(0.24482664305915433-0.04393129163317307j),(0.0026418340268849483-0.00417103059086809j),(4.1546334315600104e-05+3.9589221959104006e-05j),(-0.00214574962056498+0.00020159549744054814j),(-2.3953802336261536e-06+0.005692776023514654j),(4.387225423081047e-10+6.7904724036902e-11j),(-1.1140426348459858e-07-2.8016364735735074e-07j),(3.798010291167763e-11+1.1359940207059568e-10j),(-1.0243916440642484e-05-4.472905873952342e-05j),(0.00011639272811112514+4.457975548796248e-05j),(-13.268644552599707-40.44690187229775j)
1.85,(-0.24468075895748842+0.04411540902727774j),(0.0016974239573401828+0.0001964677795441332j),(-0.0029126405754914724-0.0011016377001482809j),(0.2446917267195143-0.043907388007683484j),(0.002513520658989987-0.004228449517525899j),(5.577412390263664e-05+3.3242219558359156e-05j),(-0.0022982607287687948+0.00017697473244633795j),(0.00030727471619044057+0.0056592211377430755j),(4.664529093757271e-10+8.147647896930862e-11j),(2.8998192297015426e-08-1.707130874527774e-07j),(3.624577419736365e-11+1.2438766668601997e-10j),(-9.91213140589853e-06-5.693821361245782e-05j),(0.00012598994569626307+1.828308881504042e-05j),(-38.82594874943381-79.05339700934985j)
1.86,(-0.24472383914783116+0.0440731464078151j),(0.0016679897501855087+4.4327576662684764e-05j),(-0.002937028726389196-0.0008296163248676542j),(0.24476999795234816-0.043880924679501145j),(0.0023854818471761604-0.004272919367488045j),(7.055488963296144e-05+2.278243717652581e-05j),(-0.0024644512334716082+0.00016353192700500712j),(0.0006102796631968676+0.0055929710260980425j),(4.938733330429835e-10+1.0500563191465832e-10j),(6.890962068132897e-08-7.684232480039574e-08j),(3.145736818521293e-11+1.3728183913605327e-10j),(-8.872342278537538e-06-7.210846103871897e-05j),(0.00013307040808789312-8.608907261071937e-06j),(-96.5555480317948-146.7881895281589j)
1.87,(-0.24468035272927163+0.044054424026157175j),(0.001618698164652157-0.00010110473818391542j),(-0.0029232972363601624-0.0005591801937515354j),(0.24475253371478242-0.04387890829516193j),(0.0022573607710841123-0.00430276776180053j),(8.516977618550051e-05+7.348946158843244e-06j),(-0.00264045958105681+0.00016436209272305984j),(0.0009011625707681533+0.005491095542254779j),(5.191151187149711e-10+1.3605722571071752e-10j),(6.206150103854285e-08-1.5235735513269825e-08j),(2.275042565966434e-11+1.5200278554480797e-10j),(-6.85670428760762e-06-9.088839622113159e-05j),(0.00013794847937222124-3.652050859619155e-05j),(-217.0946194600346-260.27073981629803j)
1.8800000000000001,(-0.24476692900456667+0.044108145228023976j),(0.0015533485889902235-0.00024051034986875526j),(-0.0028752554238269923-0.00029506837254816983j),(0.2448610940412168-0.04395194441927254j),(0.002129531664619547-0.004319347319222697j),(9.858103282104055e-05-1.3956169817969416e-05j),(-0.0028207786187538393+0.00018148000552280786j),(0.0011747312546123785+0.0053572210337316534j),(5.389581838337115e-10+1.7880381191131072e-10j),(3.900009407442072e-08+1.5031081535695883e-08j),(7.797451191685801e-12+1.6830001278169807e-10j),(-3.4782168477901884e-06-0.0001140220590561242j),(0.00014112365729907609-6.572093408254619e-05j),(-453.9934923053056-442.25400646786863j)
1.8900000000000001,(-0.24473165919368517+0.0441645542052237j),(0.0014701165176839934-0.0003597171338207952j),(-0.0027903525407445007-5.280977037095175e-05j),(0.24484345938115187-0.044029648594091114j),(0.0019971303672415884-0.004321379176370645j),(0.00010937278911631871-4.211064838885465e-05j),(-0.0029970723329564484+0.00021684510831224528j),(0.0014278218273019246+0.005188323194657443j),(5.508972137523685e-10+2.3282028250466434e-10j),(1.5942820484420798e-08+2.4273448156548946e-08j),(-1.5632121294945944e-11+1.8517478754160346e-10j),(1.6893482488233437e-06-0.00014244645909138395j),(0.00014273998165275942-9.63470035760754e-05j),(-897.1482606645418-721.8308349368306j)
1.9000000000000001,(-0.24478784355055763+0.044143897930727254j),(0.0013753158662894126-0.00046783136480886523j),(-0.0026794667816383267+0.00017085092810308219j),(0.2449100061242917-0.04403454737792719j),(0.0018542288407642647-0.004309445746309976j),(0.00011571377065163736-7.797387988189885e-05j),(-0.0031594496315633254+0.0002677209544468193j),(0.001662453228245122+0.00499144667320141j),(5.515694158301308e-10+2.9419024113992424e-10j),(-1.214526368535852e-09+2.1373211844601834e-08j),(-5.0259382814125255e-11+2.004667189982974e-10j),(9.174461716664261e-06-0.00017729565653674275j),(0.00014313232015767866-0.00012842077702061757j),(-1692.124471240034-1133.005934264755j)
1.9100000000000001,(-0.24475342340097445+0.04406347627512637j),(0.0012738403303047458-0.0005535165713648968j),(-0.002545520530321878+0.0003622052746377928j),(0.24488157226516388-0.04397826503086887j),(0.0017012517910026585-0.004274396781176636j),(0.00011512108938862413-0.00012246024428113605j),(-0.003295064243165278+0.0003301353759249852j),(0.001865638687174638+0.004761985241950629j),(5.368643109397335e-10+3.565246977967189e-10j),(-1.0847043580074465e-08+1.2759196205414241e-08j),(-9.927255400730138e-11+2.1021413015556513e-10j),(1.9613702906902053e-05-0.00021993690074424805j),(0.00014279704135980806-0.00016163958005465333j),(-3066.980506800997-1710.3467634139556j)
1.92,(-0.244723843846699+0.0440324214903908j),(0.001170254624505952-0.0006135076725955032j),(-0.0023950973367957884+0.0005167359072080355j),(0.2448545219709369-0.04396745097103384j),(0.001540531702536162-0.004210938880544318j),(0.00010448623680919228-0.00017634907839559038j),(-0.003392491838659206+0.0003956075765579874j),(0.002028161100429648+0.004502133710079461j),(5.017560673832709e-10+4.0917022689545037e-10j),(-1.3529496488300676e-08+2.940676155479901e-09j),(-1.654507416445727e-10+2.077634309694373e-10j),(3.3753123224059646e-05-0.000272036258551244j),(0.00014236115412511268-0.00019524432253551508j),(-5368.4026770812925-2479.8852602884717j)
1.93,(-0.2447364105428878+0.04399965174967915j),(0.001065700242353734-0.0006595896712523156j),(-0.002234680742847798+0.0006450095401537975j),(0.24486529031953266-0.043953229331514465j),(0.0013670155974704157-0.004114461841274031j),(8.015005323367533e-05-0.00024017969022868598j),(-0.0034415499139437904+0.00045168800724257026j),(0.002153185026601563+0.0042176347704213826j),(4.398954695459144e-10+4.3918020561696275e-10j),(-1.079912989030658e-08-5.153626433111801e-09j),(-2.496765023886136e-10+1.8329084481047608e-10j),(5.2453028275219806e-05-0.0003356442142363696j),(0.00014247305605255187-0.00022785797445165084j),(-9108.829266988454-3442.632963618408j)
1.94,(-0.24477000264262908+0.044002360046258265j),(0.0009644863631674062-0.0006859373884317886j),(-0.002068548334487482+0.0007401825905207218j),(0.24489454132218885-0.043972976143427725j),(0.0011840484483578912-0.003971669224948606j),(3.7750673911519636e-05-0.00031446089619067047j),(-0.0034315223300288404+0.00048397534586275726j),(0.0022304109126489533+0.0039068994245673155j),(3.4632021494601786e-10+4.3885072938558796e-10j),(-4.5687222362508365e-09-9.67186007047389e-09j),(-3.4915772804062893e-10+1.245213382618738e-10j),(7.67053339439282e-05-0.0004133051633687415j),(0.0001435643349515172-0.00025745267744249704j),(-15025.740975539507-4547.592060326979j)
1.95,(-0.2446432297293506+0.04397773492374937j),(0.0008633079944341729-0.00069951964813438j),(-0.0018961164461044962+0.0008096700795348255j),(0.24476072491879497-0.04396323902412024j),(0.000994938789642364-0.0037772401843847976j),(-2.7310128318469167e-05-0.00039979584977595435j),(-0.0033578167215647034+0.0004782971985140596j),(0.0022584276174617956+0.00357441419870285j),(2.2704897116442088e-10+4.1069706871444637e-10j),(2.879037533878322e-09-9.528108462190384e-09j),(-4.561361589229463e-10+1.962790981767556e-11j),(0.00010765836324619992-0.0005081866224748055j),(0.0001455302188849736-0.00028155047452995313j),(-24153.05811513115-5651.283486799171j)
1.96,(-0.2444521135101441+0.04388430900338633j),(0.0007640601033250849-0.0007005331538568789j),(-0.0017202588699969353+0.0008540104011428661j),(0.24456033048564874-0.04388222007884794j),(0.0008035720781830792-0.0035266350666857634j),(-0.00011974917516266902-0.000497816055920604j),(-0.0032179466630152817+0.0004240132538550101j),(0.00223578356000935+0.00322259396417061j),(1.0287251919861063e-10+3.602486437376299e-10j),(8.75104989363818e-09-4.567558817726714e-09j),(-5.572210413982771e-10-1.3476374517410218e-10j),(0.00014660518721144135-0.0006242563742870595j),(0.00014738437848248618-0.000297643389572588j),(-37906.17431685298-6457.244209698457j)
1.97,(-0.24455162036817085+0.04384437827833579j),(0.0006726644124464315-0.0006851537346996405j),(-0.001547122082270777+0.0008696151186733524j),(0.24464906395940964-0.043852402138632646j),(0.0006143104629083267-0.0032193558425880797j),(-0.0002442719745831114-0.0006116815780866097j),(-0.003011697223238349+0.00031544192466639404j),(0.002162143006290933+0.00285415646320117j),(-2.343993803036257e-12+2.9172832612101023e-10j),(9.843842800113582e-09+3.807684177125579e-09j),(-6.301247315273808e-10-3.1770630479932744e-10j),(0.00019492725742240556-0.0007665491303010535j),(0.0001470841404401957-0.00030389058614881223j),(-58176.00068620153-6433.597423852721j)
1.98,(-0.244654257954811+0.04398417489616826j),(0.0005820750670224592-0.000659454488699619j),(-0.0013705516088054312+0.0008650853098581617j),(0.24474011599322576-0.04399998496627383j),(0.00042708153077285964-0.002859566861904678j),(-0.00040471852517952317-0.0007470640725988234j),(-0.002742022601354692+0.00015426478028203108j),(0.002044605942282691+0.002468997695069702j),(-7.261798816754572e-11+2.1354145058070143e-10j),(3.3448859016675915e-09+1.1546836708224187e-08j),(-6.32596318439515e-10-4.789220021849037e-10j),(0.00025401923930173475-0.0009415805623686537j),(0.00014178946207270903-0.00029996604096690644j),(-87428.58813631524-4704.398113312243j)
1.99,(-0.24447754634040444+0.04406050242897714j),(0.0004928523672278758-0.0006230126028429631j),(-0.001190469364085288+0.0008402040849953675j),(0.2445514282661843-0.04408214992525027j),(0.0002446672040451298-0.0024525887514117066j),(-0.000604549946416227-0.0009122408057888572j),(-0.0024109168684567704-5.4448889244349865e-05j),(0.0018849331494884788+0.0020691685799827755j),(-1.048242925182717e-10+1.394953583250247e-10j),(-1.0400796299099374e-08+1.0778065512022384e-08j),(-5.290779665120743e-10-5.803265402860642e-10j),(0.00032514931096576974-0.0011578868342642656j),(0.00012883820877567444-0.00028733719622730587j),(-128809.85589064303+97.3486034732714j)
2.0,(-0.24483161555157038+0.044063214822874786j),(0.0004073285354088301-0.0005757342336798585j),(-0.0010093305722754372+0.0007956072443695993j),(0.24489350231683646-0.044088853189910834j),(6.81090998907989e-05-0.00200721192878981j),(-0.000846458722633707-0.0011181642337689019j),(-0.0020217677474272553-0.00030176190261643174j),(0.0016881830858163525+0.0016579853538705334j),(-1.0762549963231086e-10+8.188868779132979e-11j),(-2.07901530363983e-08-8.514020008160263e-09j),(-3.573930176532143e-10-6.103824435667667e-10j),(0.0004092008164939683-0.0014266172980307848j),(0.00010697852640603734-0.0002683510201098165j),(-186233.02247170886+9996.783352648075j)
