t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
1.26,(-0.0033103799545516977+0.002297530618208907j),(-0.00018966486202715995-0.0002735508565761649j),(0.0004438981101743142-0.0006246695798450365j),(3.48543684794916e-08-4.654608268320488e-07j),(-2.118697177484063e-07-8.33335509982492e-09j),(6.779576424526895e-08+2.8093328581879313e-08j),(-4.388159657913642e-05+4.593851201641012e-05j),(-0.0009487279983603614+0.00031869671497304646j),(-0.004381858419486145+0.0007348733434469406j),(-0.00032207910501304434+0.0002358785631407076j),(9.618162924911333e-08-9.63015998506314e-07j),(-0.00024491419915050836-1.952658997743855e-05j),(-3.186769806431495e-07+1.702388243273684e-08j),(0.0001962831665133808-0.00010673483516821029j),(-9.890076588394192e-05-8.137940990216089e-05j),(9.064846400863551e-07-2.934877240828943e-06j),(-0.00023163099303219134+0.001564420233405424j),(1.088109867967511e-06+5.323740429763207e-07j),(2.2260497602900488e-08+8.721219433989228e-08j),(0.004512452885656641-0.0001474345193209917j),(-3.970006978041129e-10-1.0018236453339743e-10j),(0.0009605160575151022+0.000930491306313964j),(2.2923197769846083e-09-1.2337123518619647e-09j),(-0.002482418331853556+0.006038745859844435j),(-0.0002144952867751819+0.00018413848759586088j),(1.7101680108154435e-09+5.915664463648417e-10j)
1.27,(-0.0017359156476193112+0.0036235953011089514j),(-0.0003148014809828424-9.830738340102011e-05j),(0.00033887816505968096-0.0006623240827322729j),(-2.883122534129949e-07-3.5359866064083723e-07j),(-1.9209286432336884e-07+1.1042321471469198e-07j),(6.99213101268798e-08-7.485872853679485e-09j),(-3.34779171909898e-05+8.768574552588315e-05j),(-0.0003380935814628646+0.0010170296180526985j),(-0.002724320346957872+0.0029984550124913644j),(-9.678731170504258e-05+0.00032702782904966363j),(-1.883408528621376e-07-8.5159078785871e-07j),(-0.0002117562527642251+8.448488964008809e-05j),(-1.8444584757218638e-07+2.2598231147761597e-07j),(0.00011067870540246692-0.00023072707335049185j),(-0.000128349438240996-1.5299432454953548e-05j),(-8.662500799416082e-07-2.8490153099307474e-06j),(0.00012413727161959023+0.0015892111046315325j),(1.1109105914299063e-06-2.6357538258804655e-07j),(7.082286584811891e-08+3.9563741011770935e-08j),(0.0032111821593786283-0.002547720696343672j),(-3.9388651169031813e-10+6.298433459439225e-11j),(0.0013278653426065392+0.000460306649131317j),(1.1761330796323582e-09-2.2543691504139634e-09j),(0.0006937102178965248+0.007171605531394972j),(-0.00014208262716859833+0.00030901853775975j),(1.7485813782176815e-09+2.3594160387919046e-10j)
1.28,(0.00028937235115261836+0.004025745394271582j),(-0.0003025272822450482+0.00011425426336051839j),(0.0002214803302157872-0.0006916806466388882j),(-4.4319361621272997e-07-5.062655242867997e-08j),(-1.0861707750180625e-07+2.0464406061350837e-07j),(5.4403035022391914e-08-3.902792372032262e-08j),(1.1371243147690767e-06+0.0001468710948181353j),(0.0006655631622374426+0.00097422341575336j),(-0.0004064391694945229+0.0036387187463058023j),(0.00010153860812438936+0.00027538573113148766j),(-3.940865920579391e-07-6.85968455485671e-07j),(-0.00014373189058928726+0.00015283793930596592j),(4.170813379784901e-08+2.6485920605681075e-07j),(-5.0408477807846676e-05-0.0002855179666410323j),(-0.00011390875520636148+5.242100585386579e-05j),(-2.1588791854641003e-06-1.7692273203866485e-06j),(0.0005342644472379932+0.0015320523496675053j),(6.475309606576929e-07-8.769937519134966e-07j),(7.025129774790274e-08-2.0823429482324888e-08j),(0.0011084199551891689-0.0035157023512665613j),(-3.2797039687675427e-10+2.082117699970184e-10j),(0.001494091733798539-0.0001352868234450235j),(-3.1627277884336954e-10-2.4654604975116505e-09j),(0.004322437851263699+0.006614265261973598j),(-9.518396893328041e-07+0.00040567679704138536j),(1.7404167940284184e-09-1.1951127238801377e-10j)
1.29,(0.0022524419654167357+0.003391811294967045j),(-0.00016464835473646523+0.0002650767767881474j),(0.0001003784922674855-0.0007085573380954303j),(-3.4142564272474254e-07+2.739718462555521e-07j),(1.693056438186008e-08+2.424213893164652e-07j),(2.556697365809752e-08-5.810656268431892e-08j),(8.91312859655302e-05+0.0002230197550625908j),(0.0013281791890521536+6.582009628399983e-05j),(0.001511955259636908+0.0029315598348604445j),(0.00021053642619688574+0.00014099795889502268j),(-5.285024053222365e-07-4.952528697151023e-07j),(-6.424914870028631e-05+0.00018267649874959671j),(2.0977025091262637e-07+1.330246692834674e-07j),(-0.00023401298887228486-0.00023204050355843096j),(-6.571411935920132e-05+9.910907371452388e-05j),(-2.5039685916937244e-06-2.5383864388618197e-07j),(0.000993467034659403+0.0013532266166916501j),(-7.830042181479782e-08-1.056008957496471e-06j),(3.174929072994498e-08-5.838646097652393e-08j),(-0.0008183767237486112-0.003206877287422701j),(-2.1355540501166654e-10+3.1309697050354607e-10j),(0.0014222873272227243-0.0007876965100374832j),(-1.63911458990353e-09-1.8327090320537542e-09j),(0.007499807668856403+0.004265462829007416j),(0.00019582553151257622+0.00043628218392818786j),(1.6895955858913007e-09-4.1262251033096456e-10j)
1.3,(0.0036535817304950134+0.0018947725867538992j),(2.3357476238583454e-05+0.0002948186245318801j),(-1.627018066177835e-05-0.0007195940472618179j),(-3.9000060492065074e-08+4.317902358160744e-07j),(1.4887935937961743e-07+2.0849670767630847e-07j),(-8.376754464361121e-09-5.968857141714087e-08j),(0.00028209352687102204+0.0002880247758270775j),(0.0009780101502923416-0.0011782459297585003j),(0.002547732272533262+0.0015328048872736613j),(0.00021833966542808916-4.1187066445714745e-06j),(-5.992954756561826e-07-2.970864525402144e-07j),(1.1676239623639712e-05+0.00018018175279770375j),(2.2239717158384683e-07-6.730999531595948e-08j),(-0.0003712480512785796-6.582206660024051e-05j),(-1.3016027592228306e-06+0.00011118571243375403j),(-1.9296201461063515e-06+1.0325000882844156e-06j),(0.0014603428721399053+0.0009831689684483417j),(-7.402340816310734e-07-7.427525906736913e-07j),(-1.6517391684321363e-08-5.8231754408838666e-08j),(-0.002080359136571154-0.002136485473114952j),(-6.985678869834184e-11+3.6278707348141514e-10j),(0.001083881110553282-0.001413902896918442j),(-2.361315047026019e-09-5.45026212283842e-10j),(0.009356464610901833+0.00041925200982318497j),(0.0004177778920521519+0.0003707381159648104j),(1.6184587428249698e-09-6.681615525678518e-10j)
1.31,(0.004167555818436193-6.866514518719027e-05j),(0.00017582261454678936+0.00021253747903463607j),(-0.00013073313594508663-0.0007382329971807691j),(2.87725475952369e-07+3.2662607401144776e-07j),(2.4895867861581603e-07+1.0870137763800146e-07j),(-3.783567589267459e-08-4.367088476855902e-08j),(0.000638990904946267+0.00024304057362856382j),(-0.00041980718311073156-0.00174772648427935j),(0.002688535240377555+4.314631711629696e-05j),(0.00015380207435230543-0.00010716399794127545j),(-6.125958107092896e-07-1.0555121068309452e-07j),(7.594281338107801e-05+0.00015275503620602442j),(8.707052362078083e-08-2.0146473739491297e-07j),(-0.0003944017026844742+0.00017660908791198443j),(5.692529370798119e-05+8.572205453757989e-05j),(-8.338012592235176e-07+1.6569126418061926e-06j),(0.001813234351210471+0.000365130195241524j),(-1.053404101915121e-06-9.227866360552495e-08j),(-4.7756457019199124e-08-2.780874409636295e-08j),(-0.0025826552818796955-0.0008025307477224936j),(7.817389632089606e-11+3.5199733525129426e-10j),(0.00047820299626485555-0.0019105687171908476j),(-2.2261571345522056e-09+9.160982533314519e-10j),(0.009229909126010915-0.004178503096447342j),(0.0006159289958983378+0.00019476855961788296j),(1.4923942119411468e-09-9.097968745088674e-10j)
1.32,(0.003715892489531385-0.0020266630958418767j),(0.00024577206876373516+7.138570701736239e-05j),(-0.00025888346951927134-0.0007774199540175255j),(4.435234338577608e-07+1.6186105188872803e-08j),(2.879829424213918e-07-3.2834276581817876e-08j),(-5.456265795039413e-08-1.4649324033857265e-08j),(0.0011473315350459007-0.00013285974121099849j),(-0.0019703017875109152-0.0008741286984217526j),(0.002166620735219324-0.0011739206444410994j),(6.109466163184973e-05-0.00014884661423857643j),(-5.759903889659947e-07+6.599543446562709e-08j),(0.00012475222055727156+0.0001067505404341766j),(-9.493363959987306e-08-1.864858490870698e-07j),(-0.00026151745200672736+0.0004171604952486705j),(8.840332253017835e-05+3.386349600986294e-05j),(2.7765785279576925e-07+1.5324076902560401e-06j),(0.0018638072644629124-0.0004498164069590677j),(-8.957502945774785e-07+6.049941343410191e-07j),(-4.911616649709834e-08+1.1706595499808711e-08j),(-0.0024494236483521173+0.00046127313005029963j),(2.0679269770130687e-10+2.851212796541298e-10j),(-0.0003552659237206076-0.002162677677390628j),(-1.2884926346470846e-09+2.021140045935398e-09j),(0.006856011547170715-0.00848307882136311j),(0.0007344700274742526-8.101348716710603e-05j),(1.2907678944046321e-09-1.1418141808499846e-09j)
1.33,(0.0024336746825948012-0.003560422092740215j),(0.00022755076035764574-7.326246881923508e-05j),(-0.0004335661530966265-0.0008431721891337523j),(3.2969735579228464e-07-3.187910744123291e-07j),(2.5219530390945287e-07-1.8221455533213135e-07j),(-5.343657638838547e-08+1.9543848221570628e-08j),(0.0015302714413973088-0.0011512006316089073j),(-0.0023456471974883453+0.0012186220165891289j),(0.0012216943136564788-0.001956166162381256j),(-2.3583044273546778e-05-0.00013696139000492566j),(-5.015941919777952e-07+2.0636599480823764e-07j),(0.0001546635008191628+4.610060333319483e-05j),(-1.9782768117290438e-07-4.21192551374547e-08j),(1.506212761816102e-05+0.0005539244113434124j),(8.40945344104472e-05-2.3134390687307557e-05j),(1.0071958047031185e-06+8.592708134776953e-07j),(0.0014908559567703963-0.001243760574678395j),(-3.4857145203997236e-07+1.055214701917208e-06j),(-2.5335289895737498e-08+3.861131064049431e-08j),(-0.0018275478042575593+0.0014769655854402356j),(2.964215825197651e-10+1.743360581667701e-10j),(-0.0013303586325451315-0.00206211151044566j),(1.5241458846687106e-10+2.3793351116790035e-09j),(0.0024702700564528607-0.011426762744831873j),(0.0007257936683482347-0.00041949156854996896j),(1.0185415539419414e-09-1.3575563211525076e-09j)
1.34,(0.0006001678942203254-0.004378009358981239j),(0.00014078304901406913-0.00017794740001514213j),(-0.0006973534203657912-0.0009164553384986064j),(4.9804015092774025e-09-4.781189730329375e-07j),(1.437868448358734e-07-3.02400527391053e-07j),(-3.309101805713188e-08+4.9198911212222475e-08j),(0.001052523516645911-0.0028932365772611724j),(-0.0007581655956189687+0.0031537671566464814j),(8.695625174347222e-05-0.0022042462447610786j),(-8.149626918906651e-05-9.119108715815845e-05j),(-4.0679707155557667e-07+3.1285537108882877e-07j),(0.0001595411632365396-2.3144582961059018e-05j),(-1.5370016129554238e-07+1.269681695474948e-07j),(0.0003545454985389742+0.0005014055251450812j),(4.935855357429726e-05-6.433850727457726e-05j),(1.1551845078107871e-06-3.0472841949864246e-08j),(0.0007664184001745121-0.0017637527254217434j),(3.52073531525263e-07+1.0839777304992048e-06j),(7.149354368454422e-09+4.179556427799713e-08j),(-0.0008645110249009683+0.0020916861850418674j),(3.3393719269250327e-10+4.059060426886018e-11j),(-0.002296311563008893-0.0015250049589534869j),(1.5073103601173045e-09+1.8485206664294898e-09j),(-0.0030979749561445393-0.012090997725904227j),(0.000559393199438754-0.0007563595073228839j),(7.062728168413083e-10-1.5394232898430717e-09j)
1.35,(-0.001399120922472223-0.004321914341764549j),(1.8521893090918325e-05-0.00021631727095981862j),(-0.0010987261029448035-0.0009323811920084495j),(-3.4569692556206406e-07-3.634747050922677e-07j),(-1.8257404243109294e-08-3.5954557537706545e-07j),(3.593955232750732e-09+6.354880038564903e-08j),(-0.0011996661428171516-0.004586637184734623j),(0.0021626361513893883+0.003270072830196305j),(-0.0009942955497382316-0.0018840906519526192j),(-0.00010454246678225364-2.9893686635470392e-05j),(-3.033720452287972e-07+3.9257082036291474e-07j),(0.00013350130752393214-9.069477687841125e-05j),(5.057438840566106e-09+1.9626212582635742e-07j),(0.000625845329612411+0.00023575954664765823j),(-5.577713653439489e-07-7.669324512538453e-05j),(7.113941481224901e-07-7.613354904989033e-07j),(-8.385534119805286e-05-0.0018758858514907712j),(9.269367250161354e-07+6.989772652873547e-07j),(3.0578379778457235e-08+2.3976760013766955e-08j),(0.0002562080739931447+0.002183422412290122j),(3.150345510588841e-10-9.460594109971965e-11j),(-0.0030605534814115553-0.0005267228709922903j),(2.29385815314184e-09+6.062527575709855e-10j),(-0.008678402247483058-0.010018248103790062j),(0.0002381873696171971-0.0010182537862177645j),(4.083221175813931e-10-1.661252180218629e-09j)
1.36,(-0.0031861925633809183-0.0034481002047700646j),(-9.906903701996757e-05-0.0001874521582153391j),(-0.0016631175940812343-0.000770574470558108j),(-5.230831242515811e-07-2.920019109991013e-08j),(-1.9881034412477676e-07-3.313262004118513e-07j),(4.608774620958842e-08+5.347057700835598e-08j),(-0.005423284200528205-0.0044567054545412415j),(0.004542379199499196+0.0008718015178808443j),(-0.001771678641976056-0.0011120909346461045j),(-9.53482790827371e-05+2.6533690740589724e-05j),(-1.947310738959534e-07+4.512759288278554e-07j),(7.957923031261748e-05-0.00014215699157855012j),(1.5917698693326971e-07+1.1859513254256167e-07j),(0.000693743633803214-0.00017323868445910114j),(-4.652707508360973e-05-5.7375733706936676e-05j),(-1.0404151330428606e-07-9.924532409198208e-07j),(-0.0008392118630704728-0.0016275659281104317j),(1.1625657918223364e-06+5.632011796587624e-08j),(3.595430590221997e-08-2.1085609252252647e-09j),(0.0012731961899337854+0.0017536524704474495j),(2.4490674232858326e-10-2.088243918462534e-10j),(-0.0033992614109720804+0.0008664127611136062j),(2.2014645175703077e-09-8.749636748802523e-10j),(-0.012949202369088041-0.005376387028413376j),(-0.00019953787466704692-0.0011347177775892579j),(1.296046404550063e-10-1.743208698189546e-09j)
1.37,(-0.0044266659335454595-0.0019558759248915142j),(-0.00017968375031465885-0.00010459901170164167j),(-0.002304902516322741-0.00023498165302194153j),(-4.2169722321577117e-07+3.402871823061534e-07j),(-3.543399722108862e-07-2.133256452598232e-07j),(7.924425107382632e-08+1.5521624143948264e-08j),(-0.009938005240509456-0.0005070250346751685j),(0.004389442294905896-0.0030080333839828423j),(-0.0020578996490318233-7.196937763034221e-05j),(-6.210213069607484e-05+6.513082426351559e-05j),(-7.42041281036072e-08+4.943916683448818e-07j),(5.6970235393110675e-06-0.00016386514924264398j),(1.9581554502129388e-07-5.3687174904000484e-08j),(0.0004869269996773324-0.0005704843627381668j),(-7.082840369459622e-05-1.481418603086365e-05j),(-8.949864413532113e-07-5.334747343280998e-07j),(-0.0013562521201852637-0.0011521618807930991j),(9.81587973554805e-07-5.943092478266211e-07j),(2.400098958028893e-08-2.335953837246532e-08j),(0.001946183693163036+0.0008869739288062091j),(1.373419480798014e-10-2.8385408620105256e-10j),(-0.0030984581459855684+0.0024709975784155073j),(1.2718730776038678e-09-1.9978417028138277e-09j),(-0.014736793396558676+0.0009852127150466843j),(-0.000681899896314834-0.0010553365077863785j),(-1.6104313490761695e-10-1.7739945758361925e-09j)
1.3800000000000001,(-0.0049632878456700846-0.00016625203566550178j),(-0.00020461987733174034+4.298036254414596e-06j),(-0.00275656852438249+0.0008011321749383528j),(-9.510448485469495e-08+5.454117248583906e-07j),(-4.418851372403362e-07-2.2882364086254162e-08j),(8.5546319935837e-08-4.437450779886716e-08j),(-0.011235335278263458+0.007646221022902707j),(0.0011019264368547698-0.005954377461537116j),(-0.001791736744815118+0.0009643517145670646j),(-1.8462669634410443e-05+7.90225991851957e-05j),(7.275996597960953e-08+5.108853209825574e-07j),(-7.208739833247072e-05-0.00014850838247692735j),(7.71145046654626e-08-1.9090648922243596e-07j),(5.3326217006236735e-05-0.000771458029258864j),(-6.355839604276383e-05+3.318628591655422e-05j),(-1.1378087526131088e-06+5.107370637468517e-07j),(-0.0016029467559935053-0.0006091050452966399j),(4.589210911967563e-07-1.0178400961385115e-06j),(2.927821876559269e-09-3.0995257461714086e-08j),(0.0021078544226831504-0.00019667992204791302j),(1.0288714986216624e-11-3.0853033636478423e-10j),(-0.0020191391618549154+0.004002916361113904j),(-1.800576643246808e-10-2.347771966656136e-09j),(-0.013364565900632982+0.007801088393819633j),(-0.0011203217398192595-0.0007672790384573602j),(-4.729399334210068e-10-1.73339364521788e-09j)
1.3900000000000001,(-0.004849888963798857+0.0016370520237225475j),(-0.00017208376178604466+0.00010481071764381813j),(-0.002629908662967546+0.0022296321213363954j),(2.8806821692248394e-07+4.757075842591201e-07j),(-4.2610075251005657e-07+2.0033192754015513e-07j),(4.855668767233901e-08-1.0632545488579774e-07j),(-0.00550329880749483+0.017017654501191703j),(-0.003938882453842278-0.005601666218384859j),(-0.0010683090788554874+0.0017081730200212693j),(2.014634601141204e-05+6.91794967893246e-05j),(2.448654502942707e-07+4.7309206642730296e-07j),(-0.00013379872136509902-9.838389750070065e-05j),(-1.0672607290540294e-07-1.8394116584978404e-07j),(-0.0004359221205638216-0.0006488995896699518j),(-2.7928838633729492e-05+6.560957054002025e-05j),(-4.3431903157974865e-07+1.6339468624604328e-06j),(-0.0016064815429505488-0.00011059660353427179j),(-2.1416314696109936e-07-1.0496405466704386e-06j),(-1.6480083053533345e-08-2.4034630493198666e-08j),(0.0017257095598468544-0.0011943160234866319j),(-1.1331281248061144e-10-2.806567965254207e-10j),(-0.00016524382570515055+0.005067071876767823j),(-1.533927559511498e-09-1.7818467160269033e-09j),(-0.008895836142734682+0.01348738289273943j),(-0.0014221769087532925-0.00029970134877943934j),(-8.009733039364491e-10-1.6191400499421456e-09j)
1.4000000000000001,(-0.004215050076935682+0.0032994183194086134j),(-9.570378812808391e-05+0.00017167590515582528j),(-0.0016150429865136688+0.003665095634867776j),(5.267945291959985e-07+1.6742848789387215e-07j),(-2.9486212771995034e-07+4.006876574717698e-07j),(-3.128384964054758e-08-1.4171725948722477e-07j),(0.007965007998022109+0.02113567755441921j),(-0.007661866085584884-0.0012811202253616488j),(-9.436084041654792e-05+0.0019833599779917237j),(4.539525819628865e-05+4.4369532574391524e-05j),(4.167686862935256e-07+3.666074140711471e-07j),(-0.00016448636666803988-2.4896155229111466e-05j),(-2.1797239296662085e-07-2.8777315873511222e-08j),(-0.0007462139136018221-0.00023070498385775685j),(2.0358964873413694e-05+6.866235401655049e-05j),(1.0908913603274024e-06+2.1782318381626666e-06j),(-0.0014756583416988436+0.00028481028461061495j),(-7.747340586109992e-07-6.737488724907281e-07j),(-2.6131501883474785e-08-7.674525234313462e-09j),(0.0009168957579320365-0.0018574044110133043j),(-2.1334281553130856e-10-2.0615568909614297e-10j),(0.0022728676740453725+0.0052540735026103584j),(-2.2757179920802972e-09-5.187987912654466e-10j),(-0.002096361513320528+0.016649921641725948j),(-0.001515420145686418+0.00027769982530544655j),(-1.1255996192419883e-09-1.4469182451647522e-09j)
