t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B01_z_0000_00,B01_z_0000_01,B01_z_0001_00,B01_z_0001_01,B01_z_0002_00,B01_z_0002_01,B01_z_0003_00,B01_z_0003_01,B01_z_0004_00,B01_z_0004_01,B02_z_0000_00,B02_z_0000_01
0.1,(0.3767635751787122+0.7066782530149618j),(0.48228727764951645-0.038940032601728736j),(-0.17173137036636021+1.7051561903757901j),(0.7521624456272916-0.8348118408099883j),(-0.4098982365092696-0.358485971470855j),(-0.06595412693666669-0.924095963847387j),(2.266325197636438+1.5553888771210997j),(-0.8714649387907552-1.9534298182384755j),(-0.27120661366992355+1.8967336726565078j),(0.5954384734731667+1.4903357131228834j),(1.8070446779151936+1.2266283140726997j),(0.6399189126242208+0.02241013983940898j),(-1.4473624935504106-0.7279097184569655j),(1.3479931418152067-0.6595654214889825j),(0.0661186693747404+1.4036426537818747j),(1.090851572252981+0.2958901463403038j),(0.8982408963312776+1.4672321101635095j),(0.5806215710231863-0.9547680906549912j),(0.6935954813744623+1.2114980395180202j),(0.5298077943547095-1.0175538707193583j),(0.2029838009948091+0.6102585029726783j),(1.690228894871042+0.8522087290348108j),(0.4995122353832092+2.269103297943805j),(0.633310309757081-0.9446791351420847j),(0.24131487428861625-0.5017994422631429j),(-2.8380152991903134+0.3407670341240156j),(-0.31011874248172644+0.13503386914016208j),(1.6842170120414186-1.600355906226784j),(-0.12383350663123967+0.9341433441355264j),(0.9133089323273627-2.3392719185564874j),(1.7026223542450134-0.8566284615329055j),(1.3049747632489568-0.27993272992124235j),(0.08383429511579-0.7829384639022858j),(0.29934230263667594-0.788314790376606j),(1.138873776021167-1.636750341326091j),(-0.37388408425335384+0.4937308016713398j),(0.034949092610357474+1.920376336292048j),(-0.01823067654227823+0.3439756202924318j),(0.5215148549833636+0.8574964052110917j),(0.5038888144774135-1.4743103523156755j),(0.4506161567174094+0.6036435851994592j),(0.4415068771834112-0.08784513134047485j),(-0.9992189382187076-0.36681864179640067j),(-0.21194489876501288-0.39392814776683366j),(-0.01630850630889583+1.137910142909355j),(0.4086011860663731-0.7303262294536206j),(1.7951601241596908-1.073724573899912j),(1.1084678764376874-0.19244632702818262j),(1.411582964192894+1.9329366031107662j),(0.12449068369212418-1.979734503137895j),(0.44273215141468164+0.5986846959964262j),(0.4503489402496317-0.09192989766293641j)
0.11,(0.35100071159915874+0.7317708126167081j),(0.47358659924877483+0.012319119461064926j),(-0.1622738005599797+1.7082491596406475j),(0.744230171104317-0.8104289185155729j),(-0.4092399947628901-0.3589760069138242j),(-0.06685052636118247-0.9234473572418681j),(2.264488080531685+1.5555199443550762j),(-0.8727203513308923-1.954115619582794j),(-0.2669344970939825+1.8883542728217397j),(0.5990977014431083+1.4980742751257219j),(1.8026889970074396+1.1924215844475525j),(0.628052202095587+0.01331226378325085j),(-1.4472379787355563-0.7266431119909601j),(1.3488110886781166-0.659576872256447j),(0.08847784464272922+1.4163959308861878j),(1.0839963531559227+0.27170503926383066j),(0.9042706359085679+1.4681600560567134j),(0.5479098861173464-0.9498054618674192j),(0.7033319696866681+1.2138143446825098j),(0.5057569328892404-0.9948659004820057j),(0.20226965273321154+0.6108723246111994j),(1.6901946678536708+0.8501209651844728j),(0.5051084085478481+2.264433572033903j),(0.6646667020244835-0.9439340853626979j),(0.24162408846424177-0.5014315876749067j),(-2.8380856774791567+0.34087277362552215j),(-0.30662092667111635+0.13186052695341793j),(1.682838441125673-1.6043271595481146j),(-0.11931796673831058+0.940986524299892j),(0.9163499138069272-2.3358018726719147j),(1.7057146198874034-0.8548088206478397j),(1.2976805636103108-0.2846090282916846j),(0.08667311904706886-0.7802260663098651j),(0.3007006687417272-0.7893115347161819j),(1.139428783699648-1.6367743014302656j),(-0.3731999039057039+0.4939439292188074j),(0.056175773318825103+1.9268790310965354j),(-0.01751486320696324+0.33758996415670406j),(0.5188427080977582+0.8588309374955055j),(0.4992907044766094-1.4635858133567687j),(0.4438492577379646+0.6163440147235488j),(0.43246140142356543-0.04686490448636195j),(-0.9992206431289906-0.36681827138618983j),(-0.21194333903983884-0.39392886926010445j),(0.002888849232430296+1.131697701696862j),(0.3868714312888799-0.672527736055583j),(1.79250575128659-1.06806017015237j),(1.1073958597696283-0.1955588138184829j),(1.4181783061816249+1.9299997670169626j),(0.12841209831828246-1.9710069042493041j),(0.43518537526137757+0.6101367550945266j),(0.4429500312935557-0.05050291139173914j)
0.12,(0.32868237213401874+0.7521199415005525j),(0.4627389372596331+0.05858825230740364j),(-0.1520691887196877+1.7149437427149987j),(0.736232525828408-0.781850455357236j),(-0.4085051934274635-0.3592669664007854j),(-0.06764832398003791-0.9229223352689133j),(2.263211363050045+1.5554147102155427j),(-0.8733792325702538-1.9546329707706365j),(-0.26135807032871683+1.8785337417853243j),(0.6028374898945051+1.506075975081725j),(1.798310015796887+1.1495497546703792j),(0.6139582573213413+0.01156462076112584j),(-1.4469542367784816-0.725128861039846j),(1.3497544166912114-0.6597116281866505j),(0.10599096318285824+1.4330954428784204j),(1.0690535966842398+0.24669131361037383j),(0.9089713914378298+1.4728357565480175j),(0.5203973949502828-0.951867258863281j),(0.7137369053208549+1.2213759368342865j),(0.48083495702164514-0.9744196489414617j),(0.20134165977039836+0.6122747056465054j),(1.6896205703205212+0.8473612760494094j),(0.5126858429735799+2.260302926574262j),(0.6929114853714089-0.9343045273691349j),(0.2419729134311301-0.5008825731762251j),(-2.838219327219043+0.3409223076831254j),(-0.300173303556003+0.13068108617456733j),(1.6834484112932298-1.6085576354105753j),(-0.11738532093561431+0.948138551828238j),(0.9174057474630705-2.3304211979382266j),(1.7093045840109378-0.8529254541935386j),(1.2890846688111988-0.28909524441138357j),(0.08979731019310501-0.7777041488019489j),(0.3015289306795683-0.7901888361095756j),(1.1402935335470088-1.6368369465413977j),(-0.3722780499562182+0.49419069446832287j),(0.07812409737721147+1.9352196250545135j),(-0.014906281198521472+0.33100829481084104j),(0.518411831053447+0.8578010980366739j),(0.4927307086902126-1.4520262194492815j),(0.43644355415187064+0.6294754188946529j),(0.4222624761076361-0.006197813271037335j),(-0.999222428729561-0.3668178475195252j),(-0.211940689686202-0.393930359406554j),(0.019518581070660637+1.124523396056201j),(0.36846202011569906-0.6105365633323895j),(1.7892625687528332-1.0614911884307034j),(1.1061971602585081-0.19854691859779616j),(1.4249672375674505+1.9284505466219262j),(0.1304794297255805-1.9616259531268676j),(0.42736675222554105+0.6218084184057151j),(0.434510895808023-0.00917380370846569j)
0.13,(0.30106754907300626+0.7754151469104248j),(0.44902130290030623+0.10814089849737983j),(-0.14086104443452815+1.724626977154697j),(0.7268692729673877-0.7492846182407452j),(-0.4077960992866001-0.3595008366358217j),(-0.06834885205725169-0.9224166600892265j),(2.262057313786301+1.5550210220391714j),(-0.8738468062051739-1.9553600713010546j),(-0.25445228336544645+1.8674490125946628j),(0.6068417738952449+1.5146520314562242j),(1.7921574819565167+1.0967638627833243j),(0.5986148167241775+0.015045123962740808j),(-1.446480827582067-0.7232846085182507j),(1.3509236122533144-0.659918537820608j),(0.12035246620186368+1.4557759913229638j),(1.0482461293032959+0.22083244070143782j),(0.9128718467369942+1.4803898822965829j),(0.49693689619055564-0.9581722667826746j),(0.724826620016898+1.2338776625293166j),(0.4539008634654412-0.9558200846909982j),(0.20041704557251652+0.6137404287583996j),(1.6890997269920403+0.8437332512195977j),(0.5224887943671156+2.2565155502719914j),(0.72027552338929-0.9173867789493574j),(0.24220695494685573-0.5003099218839658j),(-2.8383613441799724+0.3409263747526713j),(-0.29241985560215594+0.13180354562463273j),(1.6853039655103783-1.6122335511989785j),(-0.117025515593291+0.955471892384648j),(0.9170641968248797-2.32420248235599j),(1.713660645705905-0.8516123221841857j),(1.2787433707212439-0.29244202806721986j),(0.09310119568866962-0.7755432453299612j),(0.30189379480792305-0.7909767365302597j),(1.1414872275051384-1.63694638692055j),(-0.370988433541906+0.4944059466253102j),(0.10076581101398377+1.9454140225844319j),(-0.010505118058620814+0.3241171717415908j),(0.5199620358474961+0.8546906709121562j),(0.4839092305013726-1.4407406686347282j),(0.42900738591605436+0.6430390747072248j),(0.41058268555139404+0.03406101286878557j),(-0.9992236247859283-0.36681745876585087j),(-0.21193680873995427-0.3939330477747246j),(0.03381711152500787+1.1181385713741832j),(0.3494509691029676-0.5443878062285405j),(1.785059085190035-1.05380926699826j),(1.1051454167603711-0.20144576350388896j),(1.4302470007792576+1.9276239782280409j),(0.1306266254809668-1.9541723461013314j),(0.4192786280546797+0.6336947472618889j),(0.42494755003640283+0.032020674795495876j)
0.14,(0.2753728754330958+0.7932479889212761j),(0.4337398159139319+0.15272018557254283j),(-0.12919084673529432+1.7360783930958479j),(0.7181410028984255-0.7150021656488821j),(-0.4071137230622087-0.35962997764167354j),(-0.06886778812024774-0.9218934341786003j),(2.2613141441631357+1.5549492540129453j),(-0.8742994223817508-1.955619849739324j),(-0.2472049217327238+1.855123519890345j),(0.611590231103224+1.5227058923791985j),(1.7854592047843731+1.037021886273804j),(0.5799242288668661+0.02714092497068389j),(-1.4457200203226206-0.7212437003807232j),(1.3522127318629942-0.6603451932403805j),(0.13216971836121427+1.4782837827138815j),(1.0210282652469467+0.1979859670659188j),(0.9153257629983489+1.4894724210392651j),(0.4804060199506974-0.9657401984838982j),(0.7346776391517263+1.250350242563238j),(0.42784669229219524-0.9408073015422529j),(0.199026426028009+0.6154300714843767j),(1.6886274139739237+0.8396188965066711j),(0.534008892280099+2.254582414806556j),(0.7410631334592581-0.8934195856471526j),(0.2423898570675965-0.4996307940634422j),(-2.8384741708397967+0.3408872297524392j),(-0.28367198562456153+0.1357891801460977j),(1.6879129779894995-1.614572120865871j),(-0.11764433757103743+0.9605695360063152j),(0.9145463605909023-2.318216327819589j),(1.7187292317637033-0.8508918529874929j),(1.2666818736880026-0.29438275581719403j),(0.09661641324229808-0.7738074340741644j),(0.301764796341225-0.7914556829620885j),(1.1430406975351521-1.637094874756045j),(-0.3693238030989898+0.49452059322177633j),(0.12355915870348845+1.9569980715634274j),(-0.004435610264273354+0.3177447192820367j),(0.5244291207864942+0.8507770281872526j),(0.47398164791022684-1.4302626083846912j),(0.420913751363945+0.657317417450245j),(0.39760978663055546+0.07382659894996293j),(-0.9992227826284681-0.3668169180510871j),(-0.21193122856011717-0.39393750790973414j),(0.046711380272228605+1.1123899376602941j),(0.33475395256572077-0.4761239691499616j),(1.7800737881146727-1.0451367056936574j),(1.104099380363235-0.2036867259336854j),(1.4349421081045999+1.927633259645696j),(0.12915260586142224-1.9480054726609652j),(0.4109442200239618+0.6457717960754547j),(0.414205416166857+0.07299968868354914j)
0.15,(0.24633204554316662+0.8136125023247202j),(0.41550605221065356+0.19944769222853675j),(-0.11678525085498911+1.7486789876169009j),(0.7090924671954335-0.6792794329245478j),(-0.4064825420235143-0.35978361075925536j),(-0.06921240831799648-0.9213172893797352j),(2.2610484987747856+1.5548788150664725j),(-0.8743541253967236-1.9556781963629206j),(-0.23925650105602048+1.84209938358757j),(0.6168536444665624+1.5308219104686904j),(1.7758783840234853+0.9692277016649401j),(0.5588178863228319+0.04595387168131159j),(-1.4447356782006149-0.718917168958743j),(1.353730862869812-0.660876331361679j),(0.14110418933447266+1.5037919057549314j),(0.9910413061026028+0.17681948852505983j),(0.9169934561333373+1.4998379217353006j),(0.4677647872972503-0.9724587719875224j),(0.7432876772634771+1.2697964476715438j),(0.4028524113719912-0.9276314791135359j),(0.19739938940538268+0.6163573153894815j),(1.6884026277643343+0.8349275529223801j),(0.546710275371797+2.2534972051561843j),(0.7576984935239949-0.8653460094052045j),(0.2424388726564479-0.4990789452750122j),(-2.8385490990300553+0.3408428985685186j),(-0.2752962225532994+0.14199833514306853j),(1.6904606718212958-1.6157473371127216j),(-0.11819298467398547+0.9650760871612871j),(0.9112205501483158-2.3127185675683215j),(1.7246681125092322-0.8515343141978428j),(1.2526742700543014-0.2938651638683758j),(0.10023118520047095-0.7726958692549224j),(0.3012690407550787-0.7916805641762379j),(1.1449279087846393-1.6373150435139714j),(-0.36709352284239327+0.4945442202431107j),(0.14662866986744008+1.9704018598030943j),(0.003250768426956086+0.312099548081378j),(0.5309604312889631+0.846134553563083j),(0.46272867345255-1.4213728911225973j),(0.41279030880786693+0.6721699704913024j),(0.38296090434881647+0.11290062077401074j),(-0.9992184278639988-0.36681680590199695j),(-0.2119242475055916-0.39394410383152345j),(0.05850985396069785+1.1085751452553192j),(0.3193522877534914-0.4035775658971509j),(1.7737941088782927-1.0352249354327077j),(1.1033739810462289-0.20525633066778956j),(1.4375872213794127+1.9274343495051212j),(0.12679670463187717-1.944877880871412j),(0.4023662838106459+0.6580362183533398j),(0.4022422079270327+0.11372664197101305j)
0.16,(0.21737079357390263+0.8295889709699813j),(0.3963439890495589+0.24271294129268778j),(-0.10375886155025685+1.7611444708434645j),(0.7007161371119242-0.6429095225145323j),(-0.4058989523438407-0.3599333688914605j),(-0.06935564347498033-0.9206964226907317j),(2.261053690239452+1.554846853415524j),(-0.8742867562448889-1.9557095685600416j),(-0.23169360247390794+1.8279825941707628j),(0.6233228912318614+1.538063616117106j),(1.7641613683819988+0.8971326176618193j),(0.5345733611394218+0.07237228384271989j),(-1.4433901329118157-0.7164304787581384j),(1.3554282280463843-0.6616905028704343j),(0.14784969755050378+1.5276833792009366j),(0.9585562136239759+0.16005118736333085j),(0.9179396457807288+1.5109677456398392j),(0.4574033338263975-0.9759772423909338j),(0.7495003827465495+1.2903012082895933j),(0.38035183749567386-0.9154576602405039j),(0.19499584447525928+0.6166315636393136j),(1.6884214281346002+0.8300557613654884j),(0.5596451990658753+2.2533059652128964j),(0.7690446971369753-0.8357524004958087j),(0.24238165602837547-0.498617518347933j),(-2.8385919901125582+0.34082392745899237j),(-0.2673955689283035+0.1501234284882991j),(1.6922162919212254-1.6157199668325726j),(-0.11752269767586199+0.9683685299842678j),(0.9071782926142737-2.3082522886373824j),(1.7312587501096088-0.8538171904329636j),(1.236906138744895-0.29053089074455163j),(0.1039051793294985-0.7721614984967108j),(0.3005154304478795-0.7915053115128885j),(1.147059144586786-1.6376255475833945j),(-0.36425629427282297+0.49441453910959604j),(0.1702947800185959+1.9851499497801268j),(0.011980525102990185+0.3075129077648049j),(0.5396891609351177+0.8424797947793029j),(0.4510440122505588-1.4138553392405622j),(0.4040087071948443+0.688087497324846j),(0.36697017038957314+0.15121152843159288j),(-0.9992081723878603-0.36681748833620376j),(-0.211916003098388-0.39395311353044843j),(0.07077315543901487+1.1058261729673682j),(0.30714244182107475-0.3316727376474186j),(1.76653476490651-1.0244546946784872j),(1.1028242241314223-0.20532315911047014j),(1.4393828605450574+1.9274845069615207j),(0.12400916233252916-1.9438240042382595j),(0.39356286878312163+0.670470688850858j),(0.38904302018467574+0.15413627452823608j)
0.17,(0.18819521932085+0.8457618573783086j),(0.37512948738536056+0.2860623120910689j),(-0.09000223466195706+1.7725896745531236j),(0.6929340162493087-0.6069832739617308j),(-0.40534057827360037-0.3601430586655973j),(-0.06927681648021167-0.9200409879700618j),(2.261612028349446+1.5547238126883236j),(-0.8736135860004753-1.955399508195405j),(-0.2245207592587281+1.813387242322525j),(0.6308123971050572+1.544734233741772j),(1.7482482050447041+0.8212956344915169j),(0.5086953441085585+0.10583673907683332j),(-1.4418730199920518-0.7138115019557713j),(1.357284014942142-0.662616441175595j),(0.15218023581155354+1.5514175403922998j),(0.9257214937313957+0.14633196164643802j),(0.9183550346932456+1.5225944737705766j),(0.4476052758898602-0.9758060559090035j),(0.7538047987932832+1.3104632996597703j),(0.36015393570213106-0.9023072292968267j),(0.19183404762989012+0.615700380321805j),(1.6886946804394953+0.8250930678640406j),(0.5718775043027785+2.253408086879847j),(0.7761150133960689-0.8071044372021349j),(0.24227583341414055-0.4983476157204281j),(-2.8386215604949028+0.3408359331778882j),(-0.2606911594681166+0.15917133002918046j),(1.6927796768520484-1.6150103226094181j),(-0.11570753511561983+0.9718341693141301j),(0.9033463512571333-2.3045079040352197j),(1.7383955469757555-0.8583631067085241j),(1.2196298004197899-0.2837570390990069j),(0.10754562912243903-0.7723490950365003j),(0.2996333501731183-0.7909512268160456j),(1.1494029489598645-1.6379607152217048j),(-0.36072231452038656+0.49430769056127477j),(0.19436598515537085+2.001720729235109j),(0.02156748049788388+0.3043109849858932j),(0.5497141103571045+0.8396852031073238j),(0.4392480960283866-1.4080987278864487j),(0.3952140071830331+0.7049396704890828j),(0.3491996661749568+0.18841211713081638j),(-0.9991917538250809-0.3668203579295668j),(-0.21190754745214074-0.3939639507908156j),(0.08379336647899097+1.1054184981088064j),(0.2940156681406887-0.255806530556451j),(1.757647077409729-1.0125280238898478j),(1.1027098566385094-0.2038631828295706j),(1.4396955307203807+1.9269038397597436j),(0.12169693443298236-1.9450425243316425j),(0.3845423141208742+0.6830685891307745j),(0.37460768793365434+0.194188094414993j)
0.18,(0.15829598557012545+0.861169502112028j),(0.3521078632663357+0.3288268898380695j),(-0.07510791133205011+1.7826282651796728j),(0.6858832976599043-0.5710194840628025j),(-0.4047838823877731-0.3604281825182115j),(-0.06895333935240539-0.9193886691922505j),(2.262730340169801+1.5542319833962617j),(-0.872075622989984-1.954944474536175j),(-0.2185600880640842+1.7982367822329361j),(0.6397739513431714+1.5499761412359074j),(1.7273553860003423+0.7433256287480822j),(0.4817688382851649+0.1458825810606194j),(-1.440155895767137-0.7111315867169846j),(1.359250136435408-0.6636846434561825j),(0.15343156289843804+1.5750403747382158j),(0.8925966581476569+0.13542936563418462j),(0.9185472519471031+1.5345839740344065j),(0.43691197273358084-0.9720817318679811j),(0.7567326461703061+1.3294727614131068j),(0.3413987955209875-0.8874362631882251j),(0.18750718998532762+0.6135966741283496j),(1.6893078135848592+0.8202330318466672j),(0.5829194955278315+2.2532840639267473j),(0.7803149696848957-0.7810166963386448j),(0.24224148520894653-0.49821428362039494j),(-2.838686538151829+0.34087406441268964j),(-0.2550457437290502+0.1684860148692165j),(1.691838150268071-1.6140451075095386j),(-0.11248397536533149+0.9758518187918194j),(0.8999361797337021-2.301392970694487j),(1.7457073951685356-0.8656179920760096j),(1.2013766692793326-0.273002938826656j),(0.11115127433038151-0.773290581875356j),(0.29873855809669925-0.789947620360055j),(1.1519184741815311-1.638302393988108j),(-0.3564149789672019+0.49428383795016306j),(0.219473564217812+2.0198871795946656j),(0.031223539965852004+0.30276779812124743j),(0.5600674400608273+0.8385495390623547j),(0.42776958861331393-1.4032467819024284j),(0.3856398265012799+0.7232808342007035j),(0.33019326672065646+0.2245184877871347j),(-0.9991692133296218-0.36682676920971635j),(-0.211899909087978-0.39397585352965087j),(0.09842784109474613+1.1050668979069354j),(0.28113673012707907-0.18263562313309242j),(1.747624139635649-1.0001710770097016j),(1.1028743298400898-0.1999175592677051j),(1.439768446720097+1.9261590005696174j),(0.12052834197858249-1.9473776468539876j),(0.37531575892941904+0.6958219612093455j),(0.3589556791667501+0.2338420653498486j)
0.19,(0.1292446358121611+0.8727583111145809j),(0.32884167446809953+0.36845063089623176j),(-0.059515196643022544+1.7905420551200646j),(0.6796314222756278-0.5367215986758146j),(-0.4041966603269001-0.3607896129327694j),(-0.0683676401399015-0.9187795160819457j),(2.264195170348206+1.5533848273590685j),(-0.8699255663542208-1.9543478470792133j),(-0.21460722207344934+1.782580343323549j),(0.6505929883732535+1.5531625110812532j),(1.7011576163920439+0.6677651746387953j),(0.4548648415681062+0.19235778838383635j),(-1.4383194476590875-0.7085572815737927j),(1.361190307364139-0.6648637375884414j),(0.1524272108922794+1.5959541799994872j),(0.8589489916810658+0.12770145810044856j),(0.9185887755710401+1.54632270772978j),(0.42549550801100805-0.9649565282828821j),(0.7582280917354846+1.3463830599390123j),(0.3243113011937519-0.8713504285051951j),(0.18181766339144656+0.6107047653103188j),(1.690149200111433+0.8158998667754741j),(0.5922205780614429+2.2529252224476224j),(0.7818130840350627-0.7585713597255399j),(0.24232482310515058-0.49812549924531885j),(-2.8388028265576066+0.3409222674006999j),(-0.2502877478408138+0.17703222855435363j),(1.6893083530876356-1.6132937677048464j),(-0.10779310966135026+0.9804197953355271j),(0.8973481181040197-2.298860261218418j),(1.7526098851919603-0.8757472624070956j),(1.1830279408195528-0.2583553964195102j),(0.11462166118342655-0.7749594646557764j),(0.2979162208824262-0.7884678504266499j),(1.1545229853282946-1.6385783784850887j),(-0.351412124866967+0.4943698833930167j),(0.24546874366432858+2.0391689313501113j),(0.04022881639616892+0.30248279888701146j),(0.5698469599268781+0.8390334321643054j),(0.41716036817980195-1.3986751124430215j),(0.37593277214791515+0.7431255947134091j),(0.3095420992076807+0.25892958206904887j),(-0.9991445453940361-0.36683723824996134j),(-0.21189424705901128-0.39398718354327966j),(0.11514346385311008+1.1062306332084773j),(0.2667422053115422-0.1068328803877668j),(1.7357680406421896-0.9869997995945049j),(1.103404439554634-0.1935364341971336j),(1.4395891727994938+1.9249539040033634j),(0.12064784582322598-1.9500706900103075j),(0.3658954104297676+0.7087226417150997j),(0.3421251473071907+0.27306393829527165j)
0.2,(0.10129447204236164+0.8882710731101215j),(0.3040120744990765+0.41044142191360666j),(-0.04284467568275965+1.7963886239798041j),(0.6739502020198178-0.5038758528776999j),(-0.4035264702735572-0.3612996484981205j),(-0.06749105645337324-0.9182417732336404j),(2.2659325485396224+1.5520136412988386j),(-0.8670033639959634-1.9533894590300338j),(-0.21233191281989763+1.7681317318819825j),(0.6625788210050497+1.5538791940646006j),(1.6669802583035533+0.593368924213725j),(0.42929471044015327+0.24401686839925849j),(-1.4365164912304316-0.7061111877094257j),(1.3630461899909585-0.6660119165910857j),(0.14682470077715024+1.6188792586255905j),(0.8251003802703768+0.12054540618704061j),(0.9186548973544141+1.5576705063381902j),(0.41330188416390845-0.9550221821281862j),(0.7591310010549678+1.3613834547363834j),(0.30825706585370255-0.8531014834739005j),(0.17488991889461894+0.6065308236091697j),(1.691409852069314+0.8122392682770426j),(0.5996591223114521+2.2523134538748124j),(0.7813654397191023-0.7402641225355459j),(0.24259152833622766-0.4980228271205232j),(-2.8389780028898515+0.3409365838483583j),(-0.2461684838234976+0.18419278604076103j),(1.6854341363208247-1.6133371712593356j),(-0.10226762560571649+0.9866513601922453j),(0.895980438543086-2.296217174767239j),(1.7587333813575212-0.8891441885728212j),(1.1653757703083822-0.23933136402126537j),(0.11796485663548704-0.7775198809819415j),(0.29723000014483153-0.7864772834802493j),(1.1573135132272259-1.6386790953284691j),(-0.3455199783747498+0.49470139815806413j),(0.27226529609281364+2.0597340287441743j),(0.04823228701341992+0.30440195817453763j),(0.5785880898166766+0.8399515599393562j),(0.40698803991458865-1.3943086078696483j),(0.36504054561585303+0.7650278466496858j),(0.28792460034612793+0.2918718073965334j),(-0.9991223039819298-0.36685216786960845j),(-0.21189153068197084-0.39399676333714334j),(0.1336211922554758+1.1060920251079287j),(0.24998262276201255-0.033961125086967386j),(1.7227013153230577-0.9740120455062968j),(1.1041519892877936-0.18393936528486174j),(1.4399724318613503+1.9237107557041941j),(0.12225614551783663-1.95211741656301j),(0.3562885640605167+0.7217695469999782j),(0.32416645000967026+0.3118381938047492j)
