t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
0.8,(-0.8746417466931055-0.08039254723628746j),(1.9716683004705327-2.2674609757817374j),(-0.9273641393786676-1.746482975792121j),(-0.05339608858597903-0.5843634978477601j),(1.7773021086596026-1.297725138556346j),(1.083701690705341-1.3952270739875565j),(-0.03404522598470072+0.07105903978583199j),(0.33051779688233296+0.5561020550087473j),(1.124728349347365+0.9997022318399233j),(-0.5768525500601227+1.223126835336915j),(1.396155108069597+5.821987000475726j),(-3.9215048095377303-1.767360548625922j),(0.7795712086076407-0.7801133549181944j),(-0.9562853777841624-1.1806494302179975j),(-1.2420189466748082+3.864176407712264j),(-5.279815802385523+5.9305444316380544j),(-2.600159961957454-0.5906665234403399j),(-3.180302105539063+2.1996958282764125j),(0.0801902058958219-0.43478524060702484j),(1.7536153171989286-0.16722903884980492j),(-0.8746417466931055-0.08039254723628746j),(1.9716683004705327-2.2674609757817374j)
0.81,(-0.9229838861958554-0.12803347260244854j),(2.045483962071755-2.311208031884785j),(-0.9604480466351326-1.747055912282092j),(-0.07331665035773668-0.5891462044030027j),(1.7963773674343926-1.3239894025814993j),(1.0980474361717338-1.442431524107793j),(-0.028583757702144975+0.06626023241879658j),(0.3227535529475861+0.5450646484434878j),(1.1340987931873245+0.9795510859844179j),(-0.5459717415977908+1.1865660630606236j),(1.7451028319946378+5.892236585366229j),(-4.018130932811615-1.6256366162599563j),(0.7667480165694273-0.7891295412396j),(-0.9994695157330341-1.201227194778785j),(-0.8793855572518866+3.728115466666751j),(-4.496923870265178+5.873773993671897j),(-2.5273722406320585-0.4361025577773676j),(-2.9979760970001186+2.305530307205028j),(0.08910864117957328-0.4541109585156244j),(1.7536198552533557-0.16052913235845725j),(-0.9229838861958554-0.12803347260244854j),(2.045483962071755-2.311208031884785j)
0.8200000000000001,(-0.9735649103734375-0.18115775371666518j),(2.1269560163202668-2.3546326921139715j),(-0.9948258478489411-1.7470431730523535j),(-0.09409391289103058-0.5937130087606101j),(1.817359471696712-1.3515638788071358j),(1.1138828223581139-1.4924980334422373j),(-0.023060760165197182+0.06157763362218604j),(0.3149425133496961+0.5337526177944314j),(1.142996207372108+0.9596221610502718j),(-0.5165459702437256+1.1493043638671183j),(2.1169391955191927+5.932924003255887j),(-4.10444793621805-1.4711505335863542j),(0.7528705031856437-0.79834177411407j),(-1.0460461754739814-1.2211435122366996j),(-0.5712820640538627+3.5667312953368175j),(-3.8071771680866107+5.734400092281689j),(-2.443699311396659-0.2930021229301274j),(-2.811953102130903+2.39174183428492j),(0.09873553348246356-0.4737057290578166j),(1.7532071221812842-0.1532623717638709j),(-0.9735649103734375-0.18115775371666518j),(2.1269560163202668-2.3546326921139715j)
0.8300000000000001,(-1.026250566544636-0.24049066675422853j),(2.2168429005703394-2.3971466342786916j),(-1.0305434857835862-1.7463484883997185j),(-0.11573920603696092-0.598010654785135j),(1.8404305340483107-1.3805508958418178j),(1.1313804962835137-1.545634677240077j),(-0.01749114756454288+0.057022145012886424j),(0.30709919184273493+0.5221735709839317j),(1.151438920238662+0.9399529175897018j),(-0.48855924499285636+1.1114465662425757j),(2.5083197683198675+5.9390886874083355j),(-4.177979946479546-1.3049852097279897j),(0.7378446258576871-0.8077042925458229j),(-1.0962303339045834-1.240116152497039j),(-0.3132574400358463+3.392898449128199j),(-3.2092220681136+5.540496477862192j),(-2.351259734923461-0.1622852094313028j),(-2.6250901328824927+2.458774121219684j),(0.10909276369628274-0.4935205222959784j),(1.752328110984207-0.14546085972196612j),(-1.026250566544636-0.24049066675422853j),(2.2168429005703394-2.3971466342786916j)
0.84,(-1.08081217432909-0.306845773754995j),(2.3159500301156166-2.437996783371006j),(-1.0676421518758088-1.7448669631168352j),(-0.1382604154234936-0.601980995437547j),(1.8657955720401196-1.4110591922979283j),(1.1507370485181312-1.6020688462402737j),(-0.011890265639448245+0.05260409775646992j),(0.29923858081093957+0.5103361655579864j),(1.1594471926276941+0.9205774326354101j),(-0.4619873733382754+1.0730930521029034j),(2.914696658118808+5.906217112504575j),(-4.236364396410913-1.1288020794524671j),(0.7215710636369829-0.817157768228418j),(-1.1502335880689567-1.2578143999713804j),(-0.0992233258331943+3.215849766242963j),(-2.6963592084974923+5.313897086563251j),(-2.2521795421615813-0.04443173499467161j),(-2.4399587291506317+2.5075434113515804j),(0.12019789400117334-0.5135022546970399j),(1.7509347292426227-0.1371624232682156j),(-1.08081217432909-0.306845773754995j),(2.3159500301156166-2.437996783371006j)
0.85,(-1.1368972496598448-0.38112777013763455j),(2.4251157010570554-2.4762289897129346j),(-1.1061570844776314-1.7424849684715962j),(-0.16166140737422-0.6055609504520891j),(1.8936862002206014-1.4432040327673334j),(1.1721772132556614-1.6620494450280066j),(-0.0062737701081477595+0.048333157002015875j),(0.2913760658338794+0.4982500638124992j),(1.167042845818868+0.9015262643393709j),(-0.4367987255756036+1.0343391051560715j),(3.3303851764176593+5.830585719250316j),(-4.277515033033065-0.9448354746288614j),(0.7039461163158424-0.8266269108918906j),(-1.208258036113069-1.273853348072904j),(0.07729416208318216+3.041767451407593j),(-2.2593579314920382+5.0706393374078695j),(-2.1484974489825692+0.06047707202840323j),(-2.258771957660492+2.5393312912775783j),(0.13206354812550727-0.5335942478893588j),(1.7489806342619765-0.12841057807856376j),(-1.1368972496598448-0.38112777013763455j),(2.4251157010570554-2.4762289897129346j)
0.86,(-1.1939931150119634-0.4643306540098957j),(2.545187295464771-2.5106462533847953j),(-1.1461162488164691-1.7390801496999342j),(-0.1859413925747966-0.6086825370842982j),(1.9243649886216276-1.4771071918621521j),(1.1959589336551903-1.7258492943999777j),(-0.000657503818828906+0.04421823715779709j),(0.28352733817382775+0.4859258857961401j),(1.1742488939498028+0.8828263860475024j),(-0.4129550591668154+0.9952744144368075j),(3.7487439239816958+5.70959474739196j),(-4.299788664597892-0.7558340619085749j),(0.6848631034545384-0.836017835291125j),(-1.2704883281750905-1.2877882052394527j),(0.22242636054373413+2.8745119606609695j),(-1.8883162396032667+4.821974467490646j),(-2.042092274564496+0.15269907343899106j),(-2.0833471262652004+2.555672992861263j),(0.14469683658566096-0.5537367891560339j),(1.7464220967718322-0.11925438126860291j),(-1.1939931150119634-0.4643306540098957j),(2.545187295464771-2.5106462533847953j)
0.87,(-1.2513827271194489-0.5575284098062843j),(2.676984023170088-2.539762266684268j),(-1.1875389033788535-1.7345215766833775j),(-0.21109423153142498-0.6112729899620388j),(1.958130624222599-1.5128967402002018j),(1.222379491217748-1.7937677336307938j),(0.0049426259484166395+0.04026742881261816j),(0.27570830584790074+0.47337516059637585j),(1.1810891899034854+0.8645011828720119j),(-0.39041237708542137+0.9559827274229812j),(4.16246350444762+5.542051610820912j),(-4.302134786567458-0.5649493874766769j),(0.6642143989654584-0.8452152383667801j),(-1.3370815557477085-1.2991089504575262j),(0.34162337331401627+2.7162787307321863j),(-1.5737112633822306+4.575466197969411j),(-1.9346341359612913+0.2327623659382622j),(-1.9150999069003154+2.5582517446532536j),(0.1580988472130556-0.5738677891979127j),(1.7432188722342223-0.10974816323836573j),(-1.2513827271194489-0.5575284098062843j),(2.676984023170088-2.539762266684268j)
0.88,(-1.3080925048833791-0.661854339068382j),(2.8212415127771684-2.561752327793567j),(-1.230434062513101-1.7286700681333442j),(-0.23710768784563488-0.6132549872255831j),(1.9953240422625673-1.5507065397844972j),(1.2517829480579574-1.866133403853577j),(0.010510768637214861+0.03648793787196141j),(0.2679350039210078+0.4606102762965567j),(1.1875880918278765+0.8465705029176944j),(-0.3691217970430407+0.9165416432833473j),(4.563957892122807+5.328354323036973j),(-4.284209894178361-0.37556855480301077j),(0.641894254472174-0.8540794753193632j),(-1.4081546540594343-1.30723582061226j),(0.4395480590403922+2.568124669558645j),(-1.3069149661530235+4.335968089513587j),(-1.827557985466798+0.3013949569266461j),(-1.7550631443635756+2.548806475260029j),(0.1722642210508351-0.5939235284800385j),(1.7393350563343952-0.09995113277040524j),(-1.3080925048833791-0.661854339068382j),(2.8212415127771684-2.561752327793567j)
0.89,(-1.3628328583661473-0.7784635011181004j),(2.978531636998781-2.574405652793863j),(-1.274798871263435-1.721378721629832j),(-0.2639626389259491-0.6145470008821595j),(2.036335731270726-1.5906753193941463j),(1.2845692145770808-1.943307170473836j),(0.01603124870124961+0.03288603724286335j),(0.2602235046273624+0.4476444289619312j),(1.193770155660509+0.8290507548554505j),(-0.3490304118269828+0.8770225339309748j),(4.94579887096909+5.070550293557803j),(-4.246433283603627-0.19112009976294095j),(0.6178025757919142-0.8624436775805873j),(-1.483769037358827-1.311516288543361j),(0.520094297296382+2.4303634189539687j),(-1.0803882086048129+4.106413010832547j),(-1.7220561030397348+0.3594588388882526j),(-1.6039228413692361+2.5290568331658223j),(0.18718083248544456-0.6138394791590216j),(1.7347398995361156-0.08992685402570476j),(-1.3628328583661473-0.7784635011181004j),(2.978531636998781-2.574405652793863j)
0.9,(-1.4139341454742442-0.9084705958591183j),(3.1491490570431213-2.575086808626654j),(-1.3206169158146153-1.712493682926825j),(-0.29163225796723413-0.6150637894390028j),(2.081614460528951-1.6329451491469593j),(1.321205135942336-2.0256851062988983j),(0.021488679781727325+0.029467031172969057j),(0.2525898279002968+0.43449157097218644j),(1.1996598573484512+0.8119550434565405j),(-0.3300821244330727+0.8374905786165489j),(5.301161497789149+4.772246295257743j),(-4.189977952129929-0.014862943052109504j),(0.5918498155654841-0.8701111255691751j),(-1.56391229169096-1.3112243956312086j),(0.5864661631819668+2.3028428555899607j),(-0.8876860896239862+3.888407419569403j),(-1.6190852168977126+0.4078922458498207j),(-1.46206420412713+2.5006466488871597j),(0.2028295902153455-0.6335511854301207j),(1.7294085548930274-0.07974259907391902j),(-1.4139341454742442-0.9084705958591183j),(3.1491490570431213-2.575086808626654j)
0.91,(-1.4592865912953499-1.052863256528409j),(3.332977454371793-2.560717840223043j),(-1.3678565013866066-1.7018551876483667j),(-0.3200811858034593-0.6147170502033399j),(2.1316777324722844-1.6776590613230746j),(1.3622380935242624-2.1137014014409616j),(0.026868073642684297+0.026235232133092756j),(0.24504985286410685+0.4211663589691118j),(1.205281346936298+0.7952933349367759j),(-0.3122184450716394+0.7980048966999261j),(5.624214179390499+4.438383383479255j),(-4.116693845223259+0.15030785863248122j),(0.5639631230360087-0.8768531746269622j),(-1.6484769381201516-1.3055635240449655j),(0.6412765196335682+2.1851358864834425j),(-0.7233744187163907+3.6826654109581156j),(-1.5193838105918058+0.4476619869713991j),(-1.3296217712295855+2.4651048848304122j),(0.21918437236756314-0.6529951814083161j),(1.7233227337800583-0.06946858489501564j),(-1.4592865912953499-1.052863256528409j),(3.332977454371793-2.560717840223043j)
0.92,(-1.4962898436418905-1.212375936696726j),(3.529311269778464-2.5277940653061077j),(-1.4164689388113463-1.6892989064236956j),(-0.3492647164681426-0.613416246915348j),(2.1871243260608795-1.7249574633593407j),(1.4083127476302186-2.2078309814552117j),(0.03215494285221539+0.023193949933551186j),(0.2376192308189261+0.40768410163225005j),(1.2106582353776507+0.7790726444403336j),(-0.2953792403146336+0.7586187628701166j),(5.910413538839243+4.074901342591143j),(-4.0289745878021685+0.30202012711649484j),(0.5340938387709647-0.8824081304880151j),(-1.7372365778329337-1.2936739070194434j),(0.6866461712537203+2.0766642122227568j),(-0.5829058075776369+3.4893125644489422j),(-1.4234956130874514+0.4797262653897299j),(-1.2065291062215167+2.423821833122695j),(0.23621210484972527-0.672109922644447j),(1.71647124593994-0.059177109100207785j),(-1.4962898436418905-1.212375936696726j),(3.529311269778464-2.5277940653061077j)
0.93,(-1.5218301856674097-1.3873178376736537j),(3.7366365640286974-2.472459673559371j),(-1.4663868910531312-1.6746576201920622j),(-0.379128025791429-0.6110696253730403j),(2.2486493704459187-1.774972846639679j),(1.4601917121028674-2.3085914874242373j),(0.03733539632991231+0.020345492586206007j),(0.23031330023098634+0.3940607074352356j),(1.2158134138260588+0.7632972386501725j),(-0.27950342753856733+0.719379889313282j),(6.156670161471605+3.688342439032216j),(-3.9295863008273724+0.4385279156024577j),(0.5022263256791647-0.8864815729064351j),(-1.8298201630714537-1.274646339283913j),(0.7242923437474494+1.9767810650610722j),(-0.4624929752419813+3.308100900993856j),(-1.331795998636984+0.505007364424439j),(-1.092564994096244+2.3780377207601897j),(0.253872987048644-0.6908367053278907j),(1.7088504032404912-0.048941603610883254j),(-1.5218301856674097-1.3873178376736537j),(3.7366365640286974-2.472459673559371j)
0.9400000000000001,(-1.5323100776163592-1.5773556930134753j),(3.952387565619224-2.3906724101919923j),(-1.5175228411443027-1.657763245409957j),(-0.40960547784622614-0.6075854251947237j),(2.31706246989075-1.8278220945004942j),(1.5187811571390075-2.4165440799923394j),(0.04239622701964432+0.017691178269161046j),(0.2231470042263517+0.38031263247343594j),(1.2207689042819059+0.7479688472841128j),(-0.26452961034066025+0.6803307600236197j),(6.3613812480003+3.2854408119649725j),(-3.8214812591806724+0.5587556405579115j),(0.4683879761804789-0.8887487174366957j),(-1.9256857174174886-1.2475436020136526j),(0.755604961364545+1.8848224134593454j),(-0.3589877125003253+3.138555054390149j),(-1.2445188408578234+0.5243729802975391j),(-0.9873943520944571+2.328840787750156j),(0.2721208635075244-0.7091205463434084j),(1.7004642707244584-0.03883562987030591j),(-1.5323100776163592-1.5773556930134753j),(3.952387565619224-2.3906724101919923j)
0.9500000000000001,(-1.5237537742352012-1.7812969703661954j),(4.172774982877598-2.2784584710080797j),(-1.569767752764022-1.638449218842662j),(-0.4406200491531728-0.6028732896681338j),(2.3933094871201552-1.8835954114360114j),(1.5851625921757844-2.5322922435628477j),(0.047324991088243576+0.015231357620953581j),(0.2161348110760427+0.3664568283920884j),(1.2255457398029728+0.733086878068763j),(-0.25039665273705325+0.6415090034875706j),(6.524343226077594+2.8727342030357694j),(-3.707616102415434+0.6622898649852373j),(0.4326600206731709-0.8888594616966659j),(-2.0240955449762024-1.2114309743030198j),(0.7817100405872149+1.800138005340968j),(-0.2697735234869668+2.9800710544386777j),(-1.1617821354397333+0.5386247137827371j),(-0.8906030602686659+2.277172135196434j),(0.2909037345410806-0.7269109977604359j),(1.691324753725427-0.028931842533806325j),(-1.5237537742352012-1.7812969703661954j),(4.172774982877598-2.2784584710080797j)
0.96,(-1.4920205916314786-1.9968247371448942j),(4.392582055152785-2.1323205891681423j),(-1.6229900031708206-1.6165532382750452j),(-0.47208291479278564-0.5968458676591888j),(2.4784986756927014-1.9423405008791386j),(1.660632394217264-2.6564773439705545j),(0.05211007819093111+0.012965445486389433j),(0.20929063815359908+0.35251069038585503j),(1.2301638720108206+0.7186486306333495j),(-0.23704419169198873+0.6029477912341844j),(6.646554194944066+2.45630830544212j),(-3.590807402543703+0.7492911593777828j),(0.3951884853337318-0.8864467502157589j),(-2.124095769786796-1.1654167682050305j),(0.8035214128649428+1.7221091865787304j),(-0.19267361172763428+2.8319821134544942j),(-1.083611356021174+0.5484922032846364j),(-0.8017266269798815+2.223835042721946j),(0.3101643932232736-0.7441628710766484j),(1.6814515157535477-0.019300950733772977j),(-1.4920205916314786-1.9968247371448942j),(4.392582055152785-2.1323205891681423j)
0.97,(-1.4331513355689927-2.2202967392333273j),(4.605133267827689-1.9497672559932666j),(-1.677034674421211-1.591920338793872j),(-0.5038932433946356-0.5894205918225351j),(2.5739319193812467-2.0040400671098624j),(1.7467510258959793-2.7897690713901113j),(0.05674077248012714+0.010891961156536496j),(0.2026277798412563+0.33849200518790473j),(1.23464210332022+0.7046495055972705j),(-0.22441308889540065+0.5646762511356888j),(6.729992120138805+2.0415370257939967j),(-3.473608075523946+0.8204236293555899j),(0.3561943246060383-0.881138770588327j),(-2.2245038261242533-1.108703001092134j),(0.8217824562536712+1.6501581871616455j),(-0.12587364132034984+2.6936016614737777j),(-1.0099600125115096+0.5546314986864441j),(-0.7202730619127953+2.169506915642112j),(0.32984117115249634-0.7608368495533585j),(1.6708717281884677-0.010010706771473782j),(-1.4331513355689927-2.2202967392333273j),(4.605133267827689-1.9497672559932666j)
0.98,(-1.3438188410204057-2.446696710333398j),(4.8025347570772094-1.72986915025038j),(-1.7317232916525085-1.564406264518731j),(-0.5359382487616768-0.5805216060595422j),(2.6811405043441288-2.0685790767689802j),(1.8454033277726214-2.9328466566684788j),(0.061207304162839114+0.009008576089681272j),(0.19615883985631727+0.3244188989212464j),(1.2389980411593673+0.6910832059131143j),(-0.21244582373734375+0.5267198857812151j),(6.77734403504063+1.6329364568704274j),(-3.3582234485610134+0.8767494035745854j),(0.31598142568970544-0.8725752224538803j),(-2.323908099903516-1.04064504519913j),(0.8370995477327283+1.5837520075649163j),(-0.06785772617816874+2.5642508202599985j),(-0.9407272447376435+0.557626468040086j),(-0.645740586159004+2.114752469552864j),(0.34986877118380305-0.7768999711096818j),(1.659619659177984-0.0011249513740746835j),(-1.3438188410204057-2.446696710333398j),(4.8025347570772094-1.72986915025038j)
